reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-11,ARKK,TESLA INC,TSLA,88160R101,1717003,624233610.68,9.75
2026-09-11,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,2817961,417565460.98,6.52
2026-09-11,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,3939630,355827381.6,5.56
2026-09-11,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,5261170,309041125.8,4.83
2026-09-11,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,5534962,289257114.12,4.52
2026-09-11,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,1660619,286091441.32,4.47
2026-09-11,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,2360675,267535297.75,4.18
2026-09-11,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1659401,210495016.85,3.29
2026-09-11,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,3100572,205815969.36,3.21
2026-09-11,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,1551020,196359132.0,3.07
2026-09-11,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,1946263,173450958.56,2.71
2026-09-11,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,339702,171073927.2,2.67
2026-09-11,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,1022850,169649901.0,2.65
2026-09-11,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,880393,168454396.62,2.63
2026-09-11,ARKK,NVIDIA CORP,NVDA,67066G104,745373,162759648.28,2.54
2026-09-11,ARKK,AMAZON.COM INC,AMZN,023135106,634555,159838058.95,2.5
2026-09-11,ARKK,BLOCK INC,XYZ,852234103,2016679,159458808.53,2.49
2026-09-11,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,6383641,155569331.17,2.43
2026-09-11,ARKK,BULLISH,BLSH,G16910120,4122488,139669893.44,2.18
2026-09-11,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,5298681,128228080.2,2.0
2026-09-11,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,192097,123783464.86,1.93
2026-09-11,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,9885268,117931247.24,1.84
2026-09-11,ARKK,BROADCOM INC,AVGO,11135F101,312529,112769839.07,1.76
2026-09-11,ARKK,ALPHABET INC-CL C,GOOG,02079K107,327886,108330255.54,1.69
2026-09-11,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,274719,85484311.23,1.34
2026-09-11,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,971376,81556728.96,1.27
2026-09-11,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,14441261,78704872.45,1.23
2026-09-11,ARKK,X-ENERGY INC,XE,98386P102,4533531,71788463.39,1.12
2026-09-11,ARKK,NATERA INC,NTRA,632307104,212691,69367042.74,1.08
2026-09-11,ARKK,ILLUMINA INC,ILMN,452327109,340441,68520560.07,1.07
2026-09-11,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,152970,65475749.1,1.02
2026-09-11,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1370751,64397881.98,1.01
2026-09-11,ARKK,ROCKET LAB,RKLB UQ,773121108,1036380,64214104.8,1.0
2026-09-11,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,19983427,63147629.32,0.99
2026-09-11,ARKK,TERADYNE INC,TER,880770102,169393,62707594.67,0.98
2026-09-11,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,368588,56205984.12,0.88
2026-09-11,ARKK,VERACYTE INC,VCYT,92337F107,1236360,51964210.8,0.81
2026-09-11,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,2201015,37879468.15,0.59
2026-09-11,ARKK,ELI LILLY & CO,LLY,532457108,28038,31486674.0,0.49
2026-09-11,ARKK,CERUS CORP,CERS,157085101,8965215,22054428.9,0.34
2026-09-11,ARKK,ARK ACTIVE AUTOCALL INC ETF,ARKY,00214Q724,1001947,20279407.28,0.32
2026-09-11,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,12638262,16050592.74,0.25
2026-09-11,ARKK,ALPHABET INC-CL A,GOOGL,02079K305,1884,626618.4,0.01
