date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/02/2026,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"3,054,623","$183,216,287.54",9.13%
09/02/2026,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,302,838","$172,052,786.28",8.57%
09/02/2026,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,"2,539,703","$158,147,305.81",7.88%
09/02/2026,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,168,417","$123,209,453.94",6.14%
09/02/2026,ARKG,PERSONALIS INC,PSNL,71535D106,"6,982,485","$119,121,194.10",5.93%
09/02/2026,ARKG,ABSCI CORP,ABSI,00091E109,"10,938,041","$96,692,282.44",4.82%
09/02/2026,ARKG,GUARDANT HEALTH INC,GH,40131M109,"541,971","$89,105,452.11",4.44%
09/02/2026,ARKG,NATERA INC,NTRA,632307104,"255,292","$81,887,461.92",4.08%
09/02/2026,ARKG,ILLUMINA INC,ILMN,452327109,"382,496","$79,226,396.48",3.95%
09/02/2026,ARKG,ELI LILLY & CO,LLY,532457108,"67,480","$78,276,800.00",3.90%
09/02/2026,ARKG,CAREDX INC,CDNA,14167L103,"1,555,609","$76,178,172.73",3.80%
09/02/2026,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,450,456","$71,112,233.12",3.54%
09/02/2026,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"4,745,956","$62,836,457.44",3.13%
09/02/2026,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"14,500,807","$48,287,687.31",2.41%
09/02/2026,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,321,234","$48,374,516.56",2.41%
09/02/2026,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,914,319","$47,284,825.78",2.36%
09/02/2026,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,788,338","$46,568,321.52",2.32%
09/02/2026,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"1,886,905","$45,927,267.70",2.29%
09/02/2026,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,"532,733","$45,181,085.73",2.25%
09/02/2026,ARKG,VERACYTE INC,VCYT,92337F107,"980,960","$42,603,092.80",2.12%
09/02/2026,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"5,072,270","$41,491,168.60",2.07%
09/02/2026,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"620,921","$37,180,749.48",1.85%
09/02/2026,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,789,710","$35,387,471.35",1.76%
09/02/2026,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,"1,017,664","$29,878,615.04",1.49%
09/02/2026,ARKG,PRIME MEDICINE INC,PRME,74168J101,"7,988,295","$28,518,213.15",1.42%
09/02/2026,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,"1,624,885","$25,656,934.15",1.28%
09/02/2026,ARKG,908 DEVICES INC,MASS,65443P102,"2,025,743","$21,574,162.95",1.07%
09/02/2026,ARKG,CERUS CORP,CERS,157085101,"7,947,134","$20,742,019.74",1.03%
09/02/2026,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"11,302,035","$14,466,604.80",0.72%
09/02/2026,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,"413,750","$11,998,750.00",0.60%
09/02/2026,ARKG,FREENOME INC,FRNM,35661P100,"767,020","$11,697,055.00",0.58%
09/02/2026,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"7,780,269","$7,780,269.08",0.39%
09/02/2026,ARKG,QUANTUM-SI INC,QSI,74765K105,"7,188,030","$5,443,495.12",0.27%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
