date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/01/2026,ARKF,BLOCK INC,XYZ,852234103,"790,528","$64,839,106.56",7.92%
09/01/2026,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,"422,127","$62,208,855.99",7.60%
09/01/2026,ARKF,CIRCLE INTERNET GROUP INC,CRCL,172573107,"593,572","$56,715,804.60",6.92%
09/01/2026,ARKF,ARK BITCOIN ETF HOLDCO (ARKF),,MM005473T,"2,096,992","$54,878,070.94",6.70%
09/01/2026,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"256,234","$48,202,740.08",5.89%
09/01/2026,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,"433,692","$45,455,258.52",5.55%
09/01/2026,ARKF,TOAST INC-CLASS A,TOST,888787108,"1,113,239","$37,950,317.51",4.63%
09/01/2026,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"192,421","$35,863,425.98",4.38%
09/01/2026,ARKF,AMAZON.COM INC,AMZN,023135106,"117,160","$30,434,653.20",3.72%
09/01/2026,ARKF,BULLISH,BLSH,G16910120,"745,851","$25,381,309.53",3.10%
09/01/2026,ARKF,META PLATFORMS INC-CLASS A,META,30303M102,"44,083","$25,230,464.22",3.08%
09/01/2026,ARKF,MERCADOLIBRE INC,MELI,58733R102,"12,996","$25,162,855.20",3.07%
09/01/2026,ARKF,NVIDIA CORP,NVDA,67066G104,"111,999","$24,727,139.22",3.02%
09/01/2026,ARKF,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"31,991","$21,693,474.59",2.65%
09/01/2026,ARKF,SOFI TECHNOLOGIES INC,SOFI,83406F102,"1,137,249","$20,334,012.12",2.48%
09/01/2026,ARKF,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"734,466","$18,596,679.12",2.27%
09/01/2026,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"79,132","$18,279,492.00",2.23%
09/01/2026,ARKF,ADYEN NV,ADYEN,BZ1HM42,"14,294","$17,390,158.90",2.12%
09/01/2026,ARKF,SEA LTD-ADR,SE,81141R100,"152,376","$17,291,628.48",2.11%
09/01/2026,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,"1,082,126","$15,744,933.30",1.92%
09/01/2026,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,"82,300","$15,079,006.00",1.84%
09/01/2026,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"26,476","$14,392,883.12",1.76%
09/01/2026,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,"320,209","$13,221,429.61",1.61%
09/01/2026,ARKF,DOORDASH INC - A,DASH,25809K105,"56,481","$13,088,906.94",1.60%
09/01/2026,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,"107,399","$13,117,713.86",1.60%
09/01/2026,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,"26,224","$12,344,161.28",1.51%
09/01/2026,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"509,034","$12,364,435.86",1.51%
09/01/2026,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,"685,041","$10,063,252.29",1.23%
09/01/2026,ARKF,CLOUDFLARE INC - CLASS A,NET,18915M107,"30,470","$9,296,701.70",1.14%
09/01/2026,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,"247,851","$7,926,274.98",0.97%
09/01/2026,ARKF,SECURITIZE CORP,SECZ,81517B101,"1,179,868","$7,621,947.28",0.93%
09/01/2026,ARKF,ZILLOW GROUP INC - C,Z,98954M200,"146,765","$5,130,904.40",0.63%
09/01/2026,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"497,416","$4,790,116.08",0.58%
09/01/2026,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,"39,943","$4,199,607.02",0.51%
09/01/2026,ARKF,PAYPAY CORP,PAYP,70450C101,"235,647","$3,565,339.11",0.44%
