reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-09,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,2937022,192668643.2,9.81
2026-09-09,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,1248670,159904680.2,8.14
2026-09-09,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,2480503,159471537.87,8.12
2026-09-09,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2143401,117415506.78,5.98
2026-09-09,ARKG,PERSONALIS INC,PSNL,71535D106,6819725,113207435.0,5.76
2026-09-09,ARKG,ABSCI CORP,ABSI,00091E109,10683081,95186251.71,4.85
2026-09-09,ARKG,GUARDANT HEALTH INC,GH,40131M109,529351,85214923.98,4.34
2026-09-09,ARKG,NATERA INC,NTRA,632307104,249352,80824957.28,4.12
2026-09-09,ARKG,ILLUMINA INC,ILMN,452327109,373596,78851171.76,4.02
2026-09-09,ARKG,CAREDX INC,CDNA,14167L103,1519349,76438448.19,3.89
2026-09-09,ARKG,ELI LILLY & CO,LLY,532457108,65920,74088147.2,3.77
2026-09-09,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,2468437,66228164.71,3.37
2026-09-09,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,4635336,65080117.44,3.31
2026-09-09,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,14162807,48720056.08,2.48
2026-09-09,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,1746658,45640173.54,2.32
2026-09-09,ARKG,SCHRODINGER INC,SDGR,80810D103,2267134,45410694.02,2.31
2026-09-09,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,1842925,44856794.5,2.28
2026-09-09,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,520333,44680994.71,2.28
2026-09-09,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,2846399,44489216.37,2.27
2026-09-09,ARKG,VERACYTE INC,VCYT,92337F107,958100,40671345.0,2.07
2026-09-09,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,4954050,37254456.0,1.9
2026-09-09,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2868132,36540001.68,1.86
2026-09-09,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,606461,34392403.31,1.75
2026-09-09,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,993944,29768622.8,1.52
2026-09-09,ARKG,PRIME MEDICINE INC,PRME,74168J101,7802095,27775458.2,1.41
2026-09-09,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,1587025,25233697.5,1.28
2026-09-09,ARKG,CERUS CORP,CERS,157085101,7761894,19715210.76,1.0
2026-09-09,ARKG,908 DEVICES INC,MASS,65443P102,1978523,19409310.63,0.99
2026-09-09,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,11038595,14570945.4,0.74
2026-09-09,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,415066,13008168.44,0.66
2026-09-09,ARKG,FREENOME INC,FRNM,35661P100,749160,11979068.4,0.61
2026-09-09,ARKG,QUANTUM-SI INC,QSI,74765K105,7020490,5335572.4,0.27
