reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-03,ARKK,TESLA INC,TSLA,88160R101,1660240,592722282.4,9.53
2026-09-03,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,2724784,383404356.64,6.17
2026-09-03,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,3809376,337663088.64,5.43
2026-09-03,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,5195339,321799297.66,5.17
2026-09-03,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,5234235,297932656.2,4.79
2026-09-03,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,1605743,280940795.28,4.52
2026-09-03,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,2228638,238441979.62,3.83
2026-09-03,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1629339,213443409.0,3.43
2026-09-03,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,1499765,212771660.55,3.42
2026-09-03,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2998062,184830522.3,2.97
2026-09-03,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,1026157,173892565.22,2.8
2026-09-03,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,5799062,169854525.98,2.73
2026-09-03,ARKK,NVIDIA CORP,NVDA,67066G104,720740,161741263.4,2.6
2026-09-03,ARKK,BLOCK INC,XYZ,852234103,1950022,160798814.12,2.59
2026-09-03,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,347361,158764818.66,2.55
2026-09-03,ARKK,AMAZON.COM INC,AMZN,023135106,613594,156454198.12,2.52
2026-09-03,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,1881901,152302247.93,2.45
2026-09-03,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,819833,151275585.16,2.43
2026-09-03,ARKK,BULLISH,BLSH,G16910120,3986165,130108425.6,2.09
2026-09-03,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,9571604,122133667.04,1.96
2026-09-03,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,5123445,118146641.7,1.9
2026-09-03,ARKK,BROADCOM INC,AVGO,11135F101,302227,110989843.48,1.78
2026-09-03,ARKK,ALPHABET INC-CL C,GOOG,02079K107,317074,105832959.72,1.7
2026-09-03,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,148694,88153237.9,1.42
2026-09-03,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,939297,81455835.84,1.31
2026-09-03,ARKK,X-ENERGY INC,XE,98386P102,4383591,79342997.1,1.28
2026-09-03,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,13407020,75749663.0,1.22
2026-09-03,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,265641,72450926.34,1.17
2026-09-03,ARKK,ILLUMINA INC,ILMN,452327109,329221,70206378.25,1.13
2026-09-03,ARKK,NATERA INC,NTRA,632307104,205704,66887741.16,1.08
2026-09-03,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,19322518,65310110.84,1.05
2026-09-03,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1325463,63330622.14,1.02
2026-09-03,ARKK,ROCKET LAB,RKLB UQ,773121108,1002108,63233014.8,1.02
2026-09-03,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,147921,61461175.5,0.99
2026-09-03,ARKK,TERADYNE INC,TER,880770102,163834,55968971.08,0.9
2026-09-03,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,356399,55480632.33,0.89
2026-09-03,ARKK,VERACYTE INC,VCYT,92337F107,1173953,52687010.64,0.85
2026-09-03,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,2128238,37967765.92,0.61
2026-09-03,ARKK,ELI LILLY & CO,LLY,532457108,27120,31461369.6,0.51
2026-09-03,ARKK,ALPHABET INC-CL A,GOOGL,02079K305,72333,24384900.96,0.39
2026-09-03,ARKK,CERUS CORP,CERS,157085101,8668701,22538622.6,0.36
2026-09-03,ARKK,ARK ACTIVE AUTOCALL INC ETF,ARKY,00214Q724,968848,19590106.56,0.32
2026-09-03,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,12220266,16130751.12,0.26
