date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/03/2026,ARKK,TESLA INC,TSLA,88160R101,"1,660,240","$592,722,282.40",9.53%
09/03/2026,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,"2,724,784","$383,404,356.64",6.17%
09/03/2026,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,"3,809,376","$337,663,088.64",5.43%
09/03/2026,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,"5,195,339","$321,799,297.66",5.17%
09/03/2026,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"5,234,235","$297,932,656.20",4.79%
09/03/2026,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"1,605,743","$280,940,795.28",4.52%
09/03/2026,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,228,638","$238,441,979.62",3.83%
09/03/2026,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,629,339","$213,443,409.00",3.43%
09/03/2026,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"1,499,765","$212,771,660.55",3.42%
09/03/2026,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"2,998,062","$184,830,522.30",2.97%
09/03/2026,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"1,026,157","$173,892,565.22",2.80%
09/03/2026,ARKK,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"254,476","$172,563,178.42",2.78%
09/03/2026,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"5,799,062","$169,854,525.98",2.73%
09/03/2026,ARKK,NVIDIA CORP,NVDA,67066G104,"720,740","$161,741,263.40",2.60%
09/03/2026,ARKK,BLOCK INC,XYZ,852234103,"1,950,022","$160,798,814.12",2.59%
09/03/2026,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,"347,361","$158,764,818.66",2.55%
09/03/2026,ARKK,AMAZON.COM INC,AMZN,023135106,"613,594","$156,454,198.12",2.52%
09/03/2026,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,"1,881,901","$152,302,247.93",2.45%
09/03/2026,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,"819,833","$151,275,585.16",2.43%
09/03/2026,ARKK,BULLISH,BLSH,G16910120,"3,986,165","$130,108,425.60",2.09%
09/03/2026,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"9,571,604","$122,133,667.04",1.96%
09/03/2026,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"5,123,445","$118,146,641.70",1.90%
09/03/2026,ARKK,BROADCOM INC,AVGO,11135F101,"302,227","$110,989,843.48",1.78%
09/03/2026,ARKK,ALPHABET INC-CL C,GOOG,02079K107,"317,074","$105,832,959.72",1.70%
09/03/2026,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,"148,694","$88,153,237.90",1.42%
09/03/2026,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,"939,297","$81,455,835.84",1.31%
09/03/2026,ARKK,X-ENERGY INC,XE,98386P102,"4,383,591","$79,342,997.10",1.28%
09/03/2026,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,"13,407,020","$75,749,663.00",1.22%
09/03/2026,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,"265,641","$72,450,926.34",1.17%
09/03/2026,ARKK,ILLUMINA INC,ILMN,452327109,"329,221","$70,206,378.25",1.13%
09/03/2026,ARKK,NATERA INC,NTRA,632307104,"205,704","$66,887,741.16",1.08%
09/03/2026,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"19,322,518","$65,310,110.84",1.05%
09/03/2026,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"1,325,463","$63,330,622.14",1.02%
09/03/2026,ARKK,ROCKET LAB,RKLB UQ,773121108,"1,002,108","$63,233,014.80",1.02%
09/03/2026,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"147,921","$61,461,175.50",0.99%
09/03/2026,ARKK,TERADYNE INC,TER,880770102,"163,834","$55,968,971.08",0.90%
09/03/2026,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,"356,399","$55,480,632.33",0.89%
09/03/2026,ARKK,VERACYTE INC,VCYT,92337F107,"1,173,953","$52,687,010.64",0.85%
09/03/2026,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,"2,128,238","$37,967,765.92",0.61%
09/03/2026,ARKK,ELI LILLY & CO,LLY,532457108,"27,120","$31,461,369.60",0.51%
09/03/2026,ARKK,ALPHABET INC-CL A,GOOGL,02079K305,"72,333","$24,384,900.96",0.39%
09/03/2026,ARKK,CERUS CORP,CERS,157085101,"8,668,701","$22,538,622.60",0.36%
09/03/2026,ARKK,ARK ACTIVE AUTOCALL INC ETF,ARKY,00214Q724,"968,848","$19,590,106.56",0.32%
09/03/2026,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"12,220,266","$16,130,751.12",0.26%
