date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/22/2026,ARKW,TESLA INC,TSLA,88160R101,"392,551","$147,324,390.30",7.44%
09/22/2026,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"811,109","$100,009,739.70",5.05%
09/22/2026,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,"971,276","$91,775,869.24",4.63%
09/22/2026,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,"571,480","$86,779,238.00",4.38%
09/22/2026,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"140,152","$86,266,359.04",4.36%
09/22/2026,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"112,460","$83,360,412.70",4.21%
09/22/2026,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"394,119","$79,237,624.95",4.00%
09/22/2026,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"2,712,654","$77,771,518.91",3.93%
09/22/2026,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"526,066","$72,555,022.72",3.66%
09/22/2026,ARKW,AMAZON.COM INC,AMZN,023135106,"278,558","$71,993,315.10",3.64%
09/22/2026,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,"816,669","$69,768,032.67",3.52%
09/22/2026,ARKW,BLOCK INC,XYZ,852234103,"868,827","$67,690,311.57",3.42%
09/22/2026,ARKW,NVIDIA CORP,NVDA,67066G104,"288,308","$65,555,473.04",3.31%
09/22/2026,ARKW,ALPHABET INC-CL C,GOOG,02079K107,"186,272","$65,357,256.64",3.30%
09/22/2026,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,"247,171","$51,532,681.79",2.60%
09/22/2026,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"278,960","$51,074,786.40",2.58%
09/22/2026,ARKW,BROADCOM INC,AVGO,11135F101,"126,097","$45,730,338.02",2.31%
09/22/2026,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"128,351","$45,137,196.17",2.28%
09/22/2026,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"1,539,619","$43,494,236.75",2.20%
09/22/2026,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"842,434","$43,174,742.50",2.18%
09/22/2026,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"174,544","$42,772,007.20",2.16%
09/22/2026,ARKW,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"62,528","$42,400,974.63",2.14%
09/22/2026,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"94,929","$42,256,695.06",2.13%
09/22/2026,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"164,012","$40,896,392.20",2.07%
09/22/2026,ARKW,RUBRIK INC-A,RBRK,781154109,"337,046","$38,072,716.16",1.92%
09/22/2026,ARKW,BULLISH,BLSH,G16910120,"882,915","$35,440,208.10",1.79%
09/22/2026,ARKW,GITLAB INC-CL A,GTLB,37637K108,"639,569","$31,844,140.51",1.61%
09/22/2026,ARKW,EVERPURE INC-A,P,74624M102,"275,494","$31,312,648.04",1.58%
