reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-08-28,ARKW,TESLA INC,TSLA,88160R101,384341,136368030.21,7.34
2026-08-28,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,194513,92718511.71,4.99
2026-08-28,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,980067,92361514.08,4.97
2026-08-28,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,817997,89783350.72,4.83
2026-08-28,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,545126,84129295.58,4.53
2026-08-28,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,559525,78820286.75,4.24
2026-08-28,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,385874,73593889.28,3.96
2026-08-28,ARKW,AMAZON.COM INC,AMZN,023135106,272733,69890558.58,3.76
2026-08-28,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,753359,65391561.2,3.52
2026-08-28,ARKW,BLOCK INC,XYZ,852234103,762209,64673433.65,3.48
2026-08-28,ARKW,ALPHABET INC-CL C,GOOG,02079K107,182377,61590536.67,3.31
2026-08-28,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,292758,54432494.94,2.93
2026-08-28,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,81198,46372177.8,2.5
2026-08-28,ARKW,NVIDIA CORP,NVDA,67066G104,199008,45369843.84,2.44
2026-08-28,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,242001,45174326.67,2.43
2026-08-28,ARKW,BROADCOM INC,AVGO,11135F101,113564,42193568.56,2.27
2026-08-28,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,170894,41515279.42,2.23
2026-08-28,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,180039,41041690.44,2.21
2026-08-28,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,92944,39714971.2,2.14
2026-08-28,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,1507414,38635020.82,2.08
2026-08-28,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,125666,38734031.18,2.08
2026-08-28,ARKW,RUBRIK INC-A,RBRK,781154109,329996,35316171.92,1.9
2026-08-28,ARKW,EVERPURE INC-A,P,74624M102,327759,32526803.16,1.75
2026-08-28,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,824814,31466654.1,1.69
2026-08-28,ARKW,BULLISH,BLSH,G16910120,864445,29010774.2,1.56
2026-08-28,ARKW,GITLAB INC-CL A,GTLB,37637K108,626189,28059529.09,1.51
2026-08-28,ARKW,TOAST INC-CLASS A,TOST,888787108,711629,25027991.93,1.35
2026-08-28,ARKW,FIGMA INC-CL A,FIG,316841105,794532,24328569.84,1.31
2026-08-28,ARKW,DOORDASH INC - A,DASH,25809K105,93477,21676381.53,1.17
2026-08-28,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,41160,21701610.0,1.17
2026-08-28,ARKW,MERCADOLIBRE INC,MELI,58733R102,11040,21315480.0,1.15
2026-08-28,ARKW,NETFLIX INC,NFLX,64110L106,265218,21175005.12,1.14
2026-08-28,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,2408464,19171373.44,1.03
2026-08-28,ARKW,SNOWFLAKE INC,SNOW,833445109,54554,17954266.94,0.97
2026-08-28,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,622471,15076247.62,0.81
2026-08-28,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,63571,11722492.4,0.63
2026-08-28,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,795185,7729198.2,0.42
2026-08-28,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,473568,4214755.2,0.23
2026-08-28,ARKW,ALPHABET INC-CL A,GOOGL,02079K305,12197,4154908.05,0.22
