reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-21,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,1275490,212994075.1,9.63
2026-09-21,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,2710594,207631500.4,9.39
2026-09-21,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,2533783,197229668.72,8.92
2026-09-21,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2200818,124478266.08,5.63
2026-09-21,ARKG,PERSONALIS INC,PSNL,71535D106,6966209,114245827.6,5.16
2026-09-21,ARKG,GUARDANT HEALTH INC,GH,40131M109,600811,107773477.18,4.87
2026-09-21,ARKG,ABSCI CORP,ABSI,00091E109,10912545,105306059.25,4.76
2026-09-21,ARKG,NATERA INC,NTRA,632307104,254698,94082894.22,4.25
2026-09-21,ARKG,ILLUMINA INC,ILMN,452327109,381606,91440429.72,4.13
2026-09-21,ARKG,CAREDX INC,CDNA,14167L103,1551983,83543244.89,3.78
2026-09-21,ARKG,ELI LILLY & CO,LLY,532457108,67324,77619859.32,3.51
2026-09-21,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,4734894,71923039.86,3.25
2026-09-21,ARKG,SCHRODINGER INC,SDGR,80810D103,2315824,67205212.48,3.04
2026-09-21,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,2598734,64838413.3,2.93
2026-09-21,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,14467007,55408636.81,2.5
2026-09-21,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,1882507,53858525.27,2.43
2026-09-21,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,531493,53733942.3,2.43
2026-09-21,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,2907527,46607657.81,2.11
2026-09-21,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,1784170,45389284.8,2.05
2026-09-21,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,5060448,39876330.24,1.8
2026-09-21,ARKG,VERACYTE INC,VCYT,92337F107,978674,38946331.83,1.76
2026-09-21,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,1015292,35382926.2,1.6
2026-09-21,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,797292,35431656.48,1.6
2026-09-21,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2720249,33023822.86,1.49
2026-09-21,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,1621099,27785636.86,1.26
2026-09-21,ARKG,PRIME MEDICINE INC,PRME,74168J101,7969675,24865386.0,1.12
2026-09-21,ARKG,908 DEVICES INC,MASS,65443P102,2021021,21281351.13,0.96
2026-09-21,ARKG,CERUS CORP,CERS,157085101,7928610,21010816.5,0.95
2026-09-21,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,11275691,15447696.67,0.7
2026-09-21,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,424269,14000877.0,0.63
2026-09-21,ARKG,FREENOME INC,FRNM,35661P100,765279,13093923.69,0.59
2026-09-21,ARKG,QUANTUM-SI INC,QSI,74765K105,7171276,5343317.75,0.24
