date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/21/2026,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,275,490","$212,994,075.10",9.63%
09/21/2026,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"2,710,594","$207,631,500.40",9.39%
09/21/2026,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,"2,533,783","$197,229,668.72",8.92%
09/21/2026,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,200,818","$124,478,266.08",5.63%
09/21/2026,ARKG,PERSONALIS INC,PSNL,71535D106,"6,966,209","$114,245,827.60",5.16%
09/21/2026,ARKG,GUARDANT HEALTH INC,GH,40131M109,"600,811","$107,773,477.18",4.87%
09/21/2026,ARKG,ABSCI CORP,ABSI,00091E109,"10,912,545","$105,306,059.25",4.76%
09/21/2026,ARKG,NATERA INC,NTRA,632307104,"254,698","$94,082,894.22",4.25%
09/21/2026,ARKG,ILLUMINA INC,ILMN,452327109,"381,606","$91,440,429.72",4.13%
09/21/2026,ARKG,CAREDX INC,CDNA,14167L103,"1,551,983","$83,543,244.89",3.78%
09/21/2026,ARKG,ELI LILLY & CO,LLY,532457108,"67,324","$77,619,859.32",3.51%
09/21/2026,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"4,734,894","$71,923,039.86",3.25%
09/21/2026,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,315,824","$67,205,212.48",3.04%
09/21/2026,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,598,734","$64,838,413.30",2.93%
09/21/2026,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"14,467,007","$55,408,636.81",2.50%
09/21/2026,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"1,882,507","$53,858,525.27",2.43%
09/21/2026,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,"531,493","$53,733,942.30",2.43%
09/21/2026,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,907,527","$46,607,657.81",2.11%
09/21/2026,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,784,170","$45,389,284.80",2.05%
09/21/2026,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"5,060,448","$39,876,330.24",1.80%
09/21/2026,ARKG,VERACYTE INC,VCYT,92337F107,"978,674","$38,946,331.83",1.76%
09/21/2026,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,"1,015,292","$35,382,926.20",1.60%
09/21/2026,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"797,292","$35,431,656.48",1.60%
09/21/2026,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,720,249","$33,023,822.86",1.49%
09/21/2026,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,"1,621,099","$27,785,636.86",1.26%
09/21/2026,ARKG,PRIME MEDICINE INC,PRME,74168J101,"7,969,675","$24,865,386.00",1.12%
09/21/2026,ARKG,908 DEVICES INC,MASS,65443P102,"2,021,021","$21,281,351.13",0.96%
09/21/2026,ARKG,CERUS CORP,CERS,157085101,"7,928,610","$21,010,816.50",0.95%
09/21/2026,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"11,275,691","$15,447,696.67",0.70%
09/21/2026,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,"424,269","$14,000,877.00",0.63%
09/21/2026,ARKG,FREENOME INC,FRNM,35661P100,"765,279","$13,093,923.69",0.59%
09/21/2026,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"11,242,422","$11,242,422.12",0.51%
09/21/2026,ARKG,QUANTUM-SI INC,QSI,74765K105,"7,171,276","$5,343,317.75",0.24%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
