Date,ETF_Ticker,Stock_Ticker,Company_Name,Shares,Weight
2026-08-14,JEPI,AAPL,APPLE INC COMMON STOCK,2601954.0,1.73
2026-08-14,JEPI,ABBV,ABBVIE INC COMMON STOCK,2919805.0,1.58
2026-08-14,JEPI,ACN,ACCENTURE PLC COMMON,1382189.0,0.53
2026-08-14,JEPI,ADI,ANALOG DEVICES INC,614398.0,0.52
2026-08-14,JEPI,ADSK,AUTODESK INC COMMON,796088.0,0.43
2026-08-14,JEPI,AFRM,AFFIRM HOLDINGS INC,655225.0,0.11
2026-08-14,JEPI,AJG,ARTHUR J GALLAGHER & CO,1479038.0,0.81
2026-08-14,JEPI,AMD,ADVANCED MICRO DEVICES,920245.0,1.03
2026-08-14,JEPI,AMT,AMERICAN TOWER CORP REIT,744785.0,0.28
2026-08-14,JEPI,AMZN,AMAZON.COM INC COMMON,3342812.0,1.9
2026-08-14,JEPI,AON,AON PLC COMMON STOCK USD,1080862.0,0.83
2026-08-14,JEPI,APH,AMPHENOL CORP COMMON,1899379.0,0.69
2026-08-14,JEPI,AVGO,BROADCOM INC COMMON,1869484.0,1.59
2026-08-14,JEPI,AWK,AMERICAN WATER WORKS CO,453366.0,0.13
2026-08-14,JEPI,AXP,AMERICAN EXPRESS CO,999494.0,0.74
2026-08-14,JEPI,AZO,AUTOZONE INC COMMON,58801.0,0.39
2026-08-14,JEPI,BAC,BANK OF AMERICA CORP,1511958.0,0.21
2026-08-14,JEPI,BBY,BEST BUY CO INC COMMON,513772.0,0.1
2026-08-14,JEPI,BKR,BAKER HUGHES CO COMMON,1656252.0,0.23
2026-08-14,JEPI,BMY,BRISTOL-MYERS SQUIBB CO,6438742.0,0.89
2026-08-14,JEPI,BRK.B,BERKSHIRE HATHAWAY INC,343687.0,0.38
2026-08-14,JEPI,BURL,BURLINGTON STORES INC,668558.0,0.5
2026-08-14,JEPI,C,CITIGROUP INC COMMON,3102239.0,0.94
2026-08-14,JEPI,CB,CHUBB LTD COMMON STOCK,879144.0,0.65
2026-08-14,JEPI,CDNS,CADENCE DESIGN SYSTEMS,974680.0,0.69
2026-08-14,JEPI,CHD,CHURCH & DWIGHT CO INC,1929689.0,0.42
2026-08-14,JEPI,CMG,CHIPOTLE MEXICAN GRILL,13831021.0,1.0
2026-08-14,JEPI,CMI,CUMMINS INC COMMON STOCK,320163.0,0.44
2026-08-14,JEPI,CMS,CMS ENERGY CORP COMMON,1222783.0,0.19
2026-08-14,JEPI,COP,CONOCOPHILLIPS COMMON,1637027.0,0.45
2026-08-14,JEPI,COST,COSTCO WHOLESALE CORP,613490.0,1.28
2026-08-14,JEPI,CPAY,CORPAY INC,840742.0,0.76
2026-08-14,JEPI,CVS,CVS HEALTH CORP COMMON,920878.0,0.19
2026-08-14,JEPI,DASH,DOORDASH INC COMMON,1296502.0,0.61
2026-08-14,JEPI,DE,DEERE & CO COMMON STOCK,416606.0,0.55
2026-08-14,JEPI,DIS,THE WALT DISNEY COMPANY,4294163.0,0.99
2026-08-14,JEPI,DOV,DOVER CORP COMMON STOCK,1415490.0,0.64
2026-08-14,JEPI,ECL,ECOLAB INC COMMON STOCK,1927896.0,1.15
2026-08-14,JEPI,EMR,EMERSON ELECTRIC CO,3046315.0,1.08
2026-08-14,JEPI,EOG,EOG RESOURCES INC COMMON,4975051.0,1.54
2026-08-14,JEPI,EQIX,EQUINIX INC REIT USD,417152.0,1.0
2026-08-14,JEPI,ETN,EATON CORP PLC COMMON,1573022.0,1.54
2026-08-14,JEPI,ETR,ENTERGY CORP COMMON,4134699.0,0.97
2026-08-14,JEPI,EW,EDWARDS LIFESCIENCES,962162.0,0.19
2026-08-14,JEPI,FDX,FEDEX CORP COMMON STOCK,562818.0,0.41
2026-08-14,JEPI,FDXF,FEDEX FREIGHT HOLDING CO,251847.0,0.08
2026-08-14,JEPI,FTNT,FORTINET INC COMMON,895730.0,0.31
2026-08-14,JEPI,GD,GENERAL DYNAMICS CORP,161032.0,0.14
2026-08-14,JEPI,GLW,CORNING INC COMMON STOCK,594869.0,0.21
2026-08-14,JEPI,GOOGL,ALPHABET INC-CL A -,2295697.0,1.72
2026-08-14,JEPI,HLT,HILTON WORLDWIDE,627666.0,0.45
2026-08-14,JEPI,HPE,HEWLETT PACKARD,2884400.0,0.37
2026-08-14,JEPI,HUM,HUMANA INC COMMON STOCK,199997.0,0.17
2026-08-14,JEPI,HWM,HOWMET AEROSPACE INC,2520449.0,1.58
2026-08-14,JEPI,INTC,INTEL CORP COMMON STOCK,627302.0,0.14
2026-08-14,JEPI,ISRG,INTUITIVE SURGICAL INC,637777.0,0.55
2026-08-14,JEPI,JIMXX,JPMORGAN PRIME MONEY,321456295.0,0.7
2026-08-14,JEPI,JNJ,JOHNSON & COMMON,3040158.0,1.72
2026-08-14,JEPI,KDP,KEURIG DR PEPPER INC,5925032.0,0.4
2026-08-14,JEPI,KMB,KIMBERLY-CLARK CORP,956613.0,0.23
2026-08-14,JEPI,LDOS,LEIDOS HOLDINGS INC,819029.0,0.26
2026-08-14,JEPI,LIN,LINDE PLC COMMON STOCK,66604.0,0.07
2026-08-14,JEPI,LLY,ELI LILLY AND COMPANY,385166.0,0.99
2026-08-14,JEPI,LOW,LOWE'S COS INC COMMON,3147585.0,1.49
2026-08-14,JEPI,LRCX,LAM RESEARCH CORP COMMON,2046607.0,1.47
2026-08-14,JEPI,MA,MASTERCARD INC COMMON,1421019.0,1.75
2026-08-14,JEPI,MAR,MARRIOTT INTERNATIONAL,154517.0,0.12
2026-08-14,JEPI,MCD,MCDONALD'S CORP COMMON,1261339.0,0.75
2026-08-14,JEPI,MCK,MCKESSON CORP COMMON,424305.0,0.8
2026-08-14,JEPI,MDLZ,MONDELEZ INTERNATIONAL,9503829.0,1.31
2026-08-14,JEPI,MDT,MEDTRONIC PLC COMMON,2698918.0,0.53
2026-08-14,JEPI,META,META PLATFORMS INC,1121783.0,1.43
2026-08-14,JEPI,MMM,3M CO COMMON STOCK USD,3904481.0,1.55
2026-08-14,JEPI,MNST,MONSTER BEVERAGE CORP,981864.0,0.1
2026-08-14,JEPI,MO,ALTRIA GROUP INC COMMON,1453235.0,0.21
2026-08-14,JEPI,MRK,MERCK & CO INC COMMON,1748087.0,0.51
2026-08-14,JEPI,MSFT,MICROSOFT CORP COMMON,1781509.0,1.91
2026-08-14,JEPI,MU,MICRON TECHNOLOGY INC,182482.0,0.38
2026-08-14,JEPI,NAN,SPX_5,818717.0,12.83
2026-08-14,JEPI,NEE,NEXTERA ENERGY INC,8671251.0,1.62
2026-08-14,JEPI,NFLX,NETFLIX INC COMMON STOCK,5198428.0,0.88
2026-08-14,JEPI,NVDA,NVIDIA CORP COMMON STOCK,3810053.0,1.86
2026-08-14,JEPI,NXPI,NXP SEMICONDUCTORS NV,802905.0,0.41
2026-08-14,JEPI,ORCL,ORACLE CORP COMMON STOCK,816823.0,0.27
2026-08-14,JEPI,PEP,PEPSICO INC COMMON STOCK,3925155.0,1.2
2026-08-14,JEPI,PG,THE PROCTER & GAMBLE,1633276.0,0.51
2026-08-14,JEPI,PGR,PROGRESSIVE CORP/THE,1680408.0,0.76
2026-08-14,JEPI,PLTR,PALANTIR TECHNOLOGIES,313433.0,0.12
2026-08-14,JEPI,PM,PHILIP MORRIS,3302491.0,1.36
2026-08-14,JEPI,REGN,REGENERON,626052.0,1.09
2026-08-14,JEPI,ROST,ROSS STORES INC COMMON,2705275.0,1.44
2026-08-14,JEPI,RTX,RTX CORP,2870390.0,1.39
2026-08-14,JEPI,SO,THE SOUTHERN COMPANY,3619289.0,0.72
2026-08-14,JEPI,SPGI,S&P GLOBAL INC COMMON,488063.0,0.44
2026-08-14,JEPI,SRE,SEMPRA COMMON STOCK USD,5441205.0,1.02
2026-08-14,JEPI,STX,SEAGATE TECHNOLOGY,177085.0,0.37
2026-08-14,JEPI,SYK,STRYKER CORP COMMON,1498988.0,1.1
2026-08-14,JEPI,T,AT&T INC COMMON STOCK,11653267.0,0.63
2026-08-14,JEPI,TDG,TRANSDIGM GROUP INC,73349.0,0.2
2026-08-14,JEPI,TJX,TJX COS INC/THE COMMON,949594.0,0.31
2026-08-14,JEPI,TMO,THERMO FISHER SCIENTIFIC,200157.0,0.26
2026-08-14,JEPI,TMUS,T-MOBILE US INC COMMON,1203990.0,0.48
2026-08-14,JEPI,TOST,TOAST INC COMMON STOCK,1323553.0,0.1
2026-08-14,JEPI,TSLA,TESLA INC COMMON STOCK,361362.0,0.27
2026-08-14,JEPI,TT,TRANE TECHNOLOGIES PLC,1601061.0,1.67
2026-08-14,JEPI,TXN,TEXAS INSTRUMENTS INC,711618.0,0.43
2026-08-14,JEPI,UNH,UNITEDHEALTH GROUP INC,523059.0,0.46
2026-08-14,JEPI,UNP,UNION PACIFIC CORP,486227.0,0.31
2026-08-14,JEPI,USB,US BANCORP COMMON STOCK,2298914.0,0.33
2026-08-14,JEPI,V,VISA INC COMMON STOCK,1828941.0,1.44
2026-08-14,JEPI,VMC,VULCAN MATERIALS CO,359453.0,0.22
2026-08-14,JEPI,VRT,VERTIV HOLDINGS CO,1524669.0,0.97
2026-08-14,JEPI,VRTX,VERTEX PHARMACEUTICALS,1112942.0,1.22
2026-08-14,JEPI,VTR,VENTAS INC REIT USD 0.25,3445650.0,0.68
2026-08-14,JEPI,VZ,VERIZON COMMUNICATIONS,3803003.0,0.4
2026-08-14,JEPI,WDC,WESTERN DIGITAL CORP,150434.0,0.17
2026-08-14,JEPI,WELL,WELLTOWER INC,463210.0,0.24
2026-08-14,JEPI,WMT,WALMART INC COMMON STOCK,3237569.0,0.81
2026-08-14,JEPI,XOM,EXXONMOBIL HOLDINGS CORP,911935.0,0.31
2026-08-14,JEPI,YUM,YUM BRANDS INC COMMON,3013948.0,0.97
