reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-08-31,ARKW,TESLA INC,TSLA,88160R101,384341,134038923.75,7.37
2026-08-31,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,980067,85403038.38,4.69
2026-08-31,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,817997,85284367.22,4.69
2026-08-31,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,545126,83349765.4,4.58
2026-08-31,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,559525,79172787.5,4.35
2026-08-31,ARKW,AMAZON.COM INC,AMZN,023135106,272733,72664253.19,3.99
2026-08-31,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,148103,68953794.74,3.79
2026-08-31,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,385874,68932531.36,3.79
2026-08-31,ARKW,BLOCK INC,XYZ,852234103,762209,63697806.13,3.5
2026-08-31,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,753359,63455428.57,3.49
2026-08-31,ARKW,ALPHABET INC-CL C,GOOG,02079K107,182377,62533425.76,3.44
2026-08-31,ARKW,NVIDIA CORP,NVDA,67066G104,282278,61409578.9,3.38
2026-08-31,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,292758,54537887.82,3.0
2026-08-31,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,81198,46934067.96,2.58
2026-08-31,ARKW,BROADCOM INC,AVGO,11135F101,123462,45531550.98,2.5
2026-08-31,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,242001,43337539.08,2.38
2026-08-31,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,170894,40498460.12,2.23
2026-08-31,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,180039,39320517.6,2.16
2026-08-31,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,92944,38805978.88,2.13
2026-08-31,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,125666,37679693.44,2.07
2026-08-31,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,1507414,35876453.2,1.97
2026-08-31,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,824814,31780083.42,1.75
2026-08-31,ARKW,RUBRIK INC-A,RBRK,781154109,329996,30706127.8,1.69
2026-08-31,ARKW,EVERPURE INC-A,P,74624M102,327759,30612690.6,1.68
2026-08-31,ARKW,BULLISH,BLSH,G16910120,864445,28431596.05,1.56
2026-08-31,ARKW,GITLAB INC-CL A,GTLB,37637K108,626189,28097100.43,1.54
2026-08-31,ARKW,TOAST INC-CLASS A,TOST,888787108,711629,25013759.35,1.38
2026-08-31,ARKW,FIGMA INC-CL A,FIG,316841105,794532,22898412.24,1.26
2026-08-31,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,41160,22535511.6,1.24
2026-08-31,ARKW,DOORDASH INC - A,DASH,25809K105,93477,22129744.98,1.22
2026-08-31,ARKW,MERCADOLIBRE INC,MELI,58733R102,11040,21707400.0,1.19
2026-08-31,ARKW,NETFLIX INC,NFLX,64110L106,265218,21673614.96,1.19
2026-08-31,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,2408464,19315881.28,1.06
2026-08-31,ARKW,SNOWFLAKE INC,SNOW,833445109,54554,17893712.0,0.98
2026-08-31,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,622471,15723617.46,0.86
2026-08-31,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,63571,12042254.53,0.66
2026-08-31,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,795185,7434979.75,0.41
2026-08-31,ARKW,ALPHABET INC-CL A,GOOGL,02079K305,12197,4227358.23,0.23
2026-08-31,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,479409,4036623.78,0.22
