date,fund,company,ticker,cusip,shares,market value ($),weight (%)
08/31/2026,ARKW,TESLA INC,TSLA,88160R101,"384,341","$134,038,923.75",7.37%
08/31/2026,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"3,775,474","$97,104,813.73",5.34%
08/31/2026,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,"980,067","$85,403,038.38",4.69%
08/31/2026,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"817,997","$85,284,367.22",4.69%
08/31/2026,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"545,126","$83,349,765.40",4.58%
08/31/2026,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,"559,525","$79,172,787.50",4.35%
08/31/2026,ARKW,AMAZON.COM INC,AMZN,023135106,"272,733","$72,664,253.19",3.99%
08/31/2026,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"148,103","$68,953,794.74",3.79%
08/31/2026,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"385,874","$68,932,531.36",3.79%
08/31/2026,ARKW,BLOCK INC,XYZ,852234103,"762,209","$63,697,806.13",3.50%
08/31/2026,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,"753,359","$63,455,428.57",3.49%
08/31/2026,ARKW,ALPHABET INC-CL C,GOOG,02079K107,"182,377","$62,533,425.76",3.44%
08/31/2026,ARKW,NVIDIA CORP,NVDA,67066G104,"282,278","$61,409,578.90",3.38%
08/31/2026,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"292,758","$54,537,887.82",3.00%
08/31/2026,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"81,198","$46,934,067.96",2.58%
08/31/2026,ARKW,BROADCOM INC,AVGO,11135F101,"123,462","$45,531,550.98",2.50%
08/31/2026,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,"242,001","$43,337,539.08",2.38%
08/31/2026,ARKW,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"62,528","$42,400,974.63",2.33%
08/31/2026,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"170,894","$40,498,460.12",2.23%
08/31/2026,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"180,039","$39,320,517.60",2.16%
08/31/2026,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"92,944","$38,805,978.88",2.13%
08/31/2026,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"125,666","$37,679,693.44",2.07%
08/31/2026,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"1,507,414","$35,876,453.20",1.97%
08/31/2026,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"824,814","$31,780,083.42",1.75%
08/31/2026,ARKW,RUBRIK INC-A,RBRK,781154109,"329,996","$30,706,127.80",1.69%
08/31/2026,ARKW,EVERPURE INC-A,P,74624M102,"327,759","$30,612,690.60",1.68%
08/31/2026,ARKW,BULLISH,BLSH,G16910120,"864,445","$28,431,596.05",1.56%
08/31/2026,ARKW,GITLAB INC-CL A,GTLB,37637K108,"626,189","$28,097,100.43",1.54%
08/31/2026,ARKW,TOAST INC-CLASS A,TOST,888787108,"711,629","$25,013,759.35",1.38%
08/31/2026,ARKW,FIGMA INC-CL A,FIG,316841105,"794,532","$22,898,412.24",1.26%
08/31/2026,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"41,160","$22,535,511.60",1.24%
08/31/2026,ARKW,DOORDASH INC - A,DASH,25809K105,"93,477","$22,129,744.98",1.22%
08/31/2026,ARKW,MERCADOLIBRE INC,MELI,58733R102,"11,040","$21,707,400.00",1.19%
