date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/18/2026,ARKK,TESLA INC,TSLA,88160R101,"2,013,061","$737,182,938.20",9.38%
09/18/2026,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,"3,303,943","$511,483,415.83",6.51%
09/18/2026,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,"6,025,157","$484,181,616.52",6.16%
09/18/2026,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,"4,485,275","$381,652,049.75",4.86%
09/18/2026,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"6,489,636","$372,018,383.70",4.73%
09/18/2026,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"1,903,882","$331,218,351.54",4.21%
09/18/2026,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,767,655","$303,916,195.55",3.87%
09/18/2026,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,873,524","$291,445,393.44",3.71%
09/18/2026,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"3,503,204","$269,641,611.88",3.43%
09/18/2026,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"1,759,706","$226,298,191.60",2.88%
09/18/2026,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,"384,827","$209,765,349.43",2.67%
09/18/2026,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"1,158,335","$204,144,960.40",2.60%
09/18/2026,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,"1,032,013","$200,355,003.82",2.55%
09/18/2026,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,"2,397,075","$191,478,351.00",2.44%
09/18/2026,ARKK,NVIDIA CORP,NVDA,67066G104,"873,851","$191,670,478.34",2.44%
09/18/2026,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"7,484,615","$184,645,452.05",2.35%
09/18/2026,ARKK,AMAZON.COM INC,AMZN,023135106,"720,306","$180,933,664.14",2.30%
09/18/2026,ARKK,BLOCK INC,XYZ,852234103,"2,364,341","$180,801,156.27",2.30%
09/18/2026,ARKK,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"254,476","$172,563,178.42",2.20%
09/18/2026,ARKK,BULLISH,BLSH,G16910120,"4,669,142","$162,999,747.22",2.07%
09/18/2026,ARKK,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"158,892,141","$158,892,141.37",2.02%
09/18/2026,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,"225,081","$153,575,017.11",1.95%
09/18/2026,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"6,031,001","$144,080,613.89",1.83%
09/18/2026,ARKK,BROADCOM INC,AVGO,11135F101,"366,261","$127,202,445.30",1.62%
09/18/2026,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"9,839,063","$120,626,912.38",1.53%
09/18/2026,ARKK,ALPHABET INC-CL C,GOOG,02079K107,"339,130","$116,552,198.40",1.48%
09/18/2026,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,"1,103,258","$115,786,927.10",1.47%
09/18/2026,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,"322,067","$107,551,053.98",1.37%
09/18/2026,ARKK,ILLUMINA INC,ILMN,452327109,"387,984","$95,125,917.12",1.21%
09/18/2026,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,"16,932,351","$91,434,695.40",1.16%
09/18/2026,ARKK,NATERA INC,NTRA,632307104,"239,953","$87,897,183.43",1.12%
09/18/2026,ARKK,X-ENERGY INC,XE,98386P102,"5,315,571","$86,803,274.43",1.10%
09/18/2026,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"23,430,521","$82,944,044.34",1.06%
09/18/2026,ARKK,ROCKET LAB,RKLB UQ,773121108,"1,215,132","$82,410,252.24",1.05%
09/18/2026,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"179,304","$77,147,339.04",0.98%
09/18/2026,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"1,606,959","$76,587,665.94",0.97%
09/18/2026,ARKK,TERADYNE INC,TER,880770102,"198,387","$70,056,401.31",0.89%
09/18/2026,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,"432,162","$63,246,908.70",0.80%
09/18/2026,ARKK,VERACYTE INC,VCYT,92337F107,"1,449,426","$58,803,212.82",0.75%
09/18/2026,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,"2,580,597","$43,173,387.81",0.55%
09/18/2026,ARKK,ELI LILLY & CO,LLY,532457108,"32,826","$37,829,995.44",0.48%
09/18/2026,ARKK,CERUS CORP,CERS,157085101,"10,511,739","$27,961,225.74",0.36%
09/18/2026,ARKK,ARK ACTIVE AUTOCALL INC ETF,ARKY,00214Q724,"1,174,581","$23,984,944.02",0.31%
09/18/2026,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"14,818,398","$20,449,389.24",0.26%
09/18/2026,ARKK,BRERA HOLDINGS PLC WTS,,BREADUMMY,"431,626","$483,420.78",0.01%
09/18/2026,ARKK,BRERA HOLDINGS PLC-CL B,,G13311132,"187,723","$550,028.39",0.01%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above, or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions, and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities, or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form or referred to in any other publication without written permission."
