reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-18,ARKK,TESLA INC,TSLA,88160R101,2013061,737182938.2,9.38
2026-09-18,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,3303943,511483415.83,6.51
2026-09-18,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,6025157,484181616.52,6.16
2026-09-18,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,4485275,381652049.75,4.86
2026-09-18,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,6489636,372018383.7,4.73
2026-09-18,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,1903882,331218351.54,4.21
2026-09-18,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,2767655,303916195.55,3.87
2026-09-18,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1873524,291445393.44,3.71
2026-09-18,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,3503204,269641611.88,3.43
2026-09-18,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,1759706,226298191.6,2.88
2026-09-18,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,384827,209765349.43,2.67
2026-09-18,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,1158335,204144960.4,2.6
2026-09-18,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,1032013,200355003.82,2.55
2026-09-18,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,2397075,191478351.0,2.44
2026-09-18,ARKK,NVIDIA CORP,NVDA,67066G104,873851,191670478.34,2.44
2026-09-18,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,7484615,184645452.05,2.35
2026-09-18,ARKK,AMAZON.COM INC,AMZN,023135106,720306,180933664.14,2.3
2026-09-18,ARKK,BLOCK INC,XYZ,852234103,2364341,180801156.27,2.3
2026-09-18,ARKK,BULLISH,BLSH,G16910120,4669142,162999747.22,2.07
2026-09-18,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,225081,153575017.11,1.95
2026-09-18,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,6031001,144080613.89,1.83
2026-09-18,ARKK,BROADCOM INC,AVGO,11135F101,366261,127202445.3,1.62
2026-09-18,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,9839063,120626912.38,1.53
2026-09-18,ARKK,ALPHABET INC-CL C,GOOG,02079K107,339130,116552198.4,1.48
2026-09-18,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,1103258,115786927.1,1.47
2026-09-18,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,322067,107551053.98,1.37
2026-09-18,ARKK,ILLUMINA INC,ILMN,452327109,387984,95125917.12,1.21
2026-09-18,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,16932351,91434695.4,1.16
2026-09-18,ARKK,NATERA INC,NTRA,632307104,239953,87897183.43,1.12
2026-09-18,ARKK,X-ENERGY INC,XE,98386P102,5315571,86803274.43,1.1
2026-09-18,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,23430521,82944044.34,1.06
2026-09-18,ARKK,ROCKET LAB,RKLB UQ,773121108,1215132,82410252.24,1.05
2026-09-18,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,179304,77147339.04,0.98
2026-09-18,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1606959,76587665.94,0.97
2026-09-18,ARKK,TERADYNE INC,TER,880770102,198387,70056401.31,0.89
2026-09-18,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,432162,63246908.7,0.8
2026-09-18,ARKK,VERACYTE INC,VCYT,92337F107,1449426,58803212.82,0.75
2026-09-18,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,2580597,43173387.81,0.55
2026-09-18,ARKK,ELI LILLY & CO,LLY,532457108,32826,37829995.44,0.48
2026-09-18,ARKK,CERUS CORP,CERS,157085101,10511739,27961225.74,0.36
2026-09-18,ARKK,ARK ACTIVE AUTOCALL INC ETF,ARKY,00214Q724,1174581,23984944.02,0.31
2026-09-18,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,14818398,20449389.24,0.26
