reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-08-26,ARKK,TESLA INC,TSLA,88160R101,1662466,582278716.5,9.01
2026-08-26,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,5861880,402887012.4,6.24
2026-08-26,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,2728438,376388022.1,5.83
2026-08-26,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,3814484,351008817.68,5.43
2026-08-26,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,5241255,319192429.5,4.94
2026-08-26,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,1607895,300933628.2,4.66
2026-08-26,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1743081,263937325.02,4.09
2026-08-26,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,2231626,250142958.34,3.87
2026-08-26,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,1581027,243288434.76,3.77
2026-08-26,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,421803,202119561.54,3.13
2026-08-26,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,1129842,195157608.66,3.02
2026-08-26,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,3002082,194294747.04,3.01
2026-08-26,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,5806840,180186245.2,2.79
2026-08-26,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,1884425,165904777.0,2.57
2026-08-26,ARKK,AMAZON.COM INC,AMZN,023135106,614416,160399440.96,2.48
2026-08-26,ARKK,BLOCK INC,XYZ,852234103,1761288,145693743.36,2.26
2026-08-26,ARKK,NVIDIA CORP,NVDA,67066G104,663542,141367623.1,2.19
2026-08-26,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,766708,141009101.82,2.18
2026-08-26,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,9728514,131432224.14,2.03
2026-08-26,ARKK,BULLISH,BLSH,G16910120,3991511,127808182.22,1.98
2026-08-26,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,5130317,127334467.94,1.97
2026-08-26,ARKK,ALPHABET INC-CL C,GOOG,02079K107,317498,109009763.32,1.69
2026-08-26,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,148892,84875884.6,1.31
2026-08-26,ARKK,X-ENERGY INC,XE,98386P102,4389471,83882790.81,1.3
2026-08-26,ARKK,BROADCOM INC,AVGO,11135F101,231583,82614919.42,1.28
2026-08-26,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,940555,82209209.78,1.27
2026-08-26,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,13425002,80013011.92,1.24
2026-08-26,ARKK,ILLUMINA INC,ILMN,452327109,329661,74170428.39,1.15
2026-08-26,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1327239,69865860.96,1.08
2026-08-26,ARKK,NATERA INC,NTRA,632307104,205978,69354852.38,1.07
2026-08-26,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,19348436,68880432.16,1.07
2026-08-26,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,232118,64431314.44,1.0
2026-08-26,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,148119,61826351.79,0.96
2026-08-26,ARKK,TERADYNE INC,TER,880770102,164052,60113574.36,0.93
2026-08-26,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,356877,53435193.21,0.83
2026-08-26,ARKK,VERACYTE INC,VCYT,92337F107,980095,43163383.8,0.67
2026-08-26,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,2131092,40490748.0,0.63
2026-08-26,ARKK,ELI LILLY & CO,LLY,532457108,27156,33501270.96,0.52
2026-08-26,ARKK,ROCKET LAB,RKLB UQ,773121108,382949,25623117.59,0.4
2026-08-26,ARKK,ALPHABET INC-CL A,GOOGL,02079K305,72429,25129965.84,0.39
2026-08-26,ARKK,CERUS CORP,CERS,157085101,8680329,23610494.88,0.37
2026-08-26,ARKK,ARK ACTIVE AUTOCALL INC ETF,ARKY,00214Q724,970146,19626053.58,0.3
2026-08-26,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,12236658,18599720.16,0.29
2026-08-26,ARKK,ROBLOX CORP -CLASS A,RBLX,771049103,15966,624589.92,0.01
