date,fund,company,ticker,cusip,shares,market value ($),weight (%)
08/26/2026,ARKK,TESLA INC,TSLA,88160R101,"1,662,466","$582,278,716.50",9.01%
08/26/2026,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,"5,861,880","$402,887,012.40",6.24%
08/26/2026,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,"2,728,438","$376,388,022.10",5.83%
08/26/2026,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,"3,814,484","$351,008,817.68",5.43%
08/26/2026,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"5,241,255","$319,192,429.50",4.94%
08/26/2026,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"1,607,895","$300,933,628.20",4.66%
08/26/2026,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,743,081","$263,937,325.02",4.09%
08/26/2026,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,231,626","$250,142,958.34",3.87%
08/26/2026,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"1,581,027","$243,288,434.76",3.77%
08/26/2026,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,"421,803","$202,119,561.54",3.13%
08/26/2026,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"1,129,842","$195,157,608.66",3.02%
08/26/2026,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"3,002,082","$194,294,747.04",3.01%
08/26/2026,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"5,806,840","$180,186,245.20",2.79%
08/26/2026,ARKK,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"254,476","$172,563,178.42",2.67%
08/26/2026,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,"1,884,425","$165,904,777.00",2.57%
08/26/2026,ARKK,AMAZON.COM INC,AMZN,023135106,"614,416","$160,399,440.96",2.48%
08/26/2026,ARKK,BLOCK INC,XYZ,852234103,"1,761,288","$145,693,743.36",2.26%
08/26/2026,ARKK,NVIDIA CORP,NVDA,67066G104,"663,542","$141,367,623.10",2.19%
08/26/2026,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,"766,708","$141,009,101.82",2.18%
08/26/2026,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"9,728,514","$131,432,224.14",2.03%
08/26/2026,ARKK,BULLISH,BLSH,G16910120,"3,991,511","$127,808,182.22",1.98%
08/26/2026,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"5,130,317","$127,334,467.94",1.97%
08/26/2026,ARKK,ALPHABET INC-CL C,GOOG,02079K107,"317,498","$109,009,763.32",1.69%
08/26/2026,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,"148,892","$84,875,884.60",1.31%
08/26/2026,ARKK,X-ENERGY INC,XE,98386P102,"4,389,471","$83,882,790.81",1.30%
08/26/2026,ARKK,BROADCOM INC,AVGO,11135F101,"231,583","$82,614,919.42",1.28%
08/26/2026,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,"940,555","$82,209,209.78",1.27%
08/26/2026,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,"13,425,002","$80,013,011.92",1.24%
08/26/2026,ARKK,ILLUMINA INC,ILMN,452327109,"329,661","$74,170,428.39",1.15%
08/26/2026,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"1,327,239","$69,865,860.96",1.08%
08/26/2026,ARKK,NATERA INC,NTRA,632307104,"205,978","$69,354,852.38",1.07%
08/26/2026,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"19,348,436","$68,880,432.16",1.07%
08/26/2026,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,"232,118","$64,431,314.44",1.00%
08/26/2026,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"148,119","$61,826,351.79",0.96%
08/26/2026,ARKK,TERADYNE INC,TER,880770102,"164,052","$60,113,574.36",0.93%
08/26/2026,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,"356,877","$53,435,193.21",0.83%
08/26/2026,ARKK,VERACYTE INC,VCYT,92337F107,"980,095","$43,163,383.80",0.67%
08/26/2026,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,"2,131,092","$40,490,748.00",0.63%
08/26/2026,ARKK,ELI LILLY & CO,LLY,532457108,"27,156","$33,501,270.96",0.52%
08/26/2026,ARKK,ROCKET LAB,RKLB UQ,773121108,"382,949","$25,623,117.59",0.40%
08/26/2026,ARKK,ALPHABET INC-CL A,GOOGL,02079K305,"72,429","$25,129,965.84",0.39%
08/26/2026,ARKK,CERUS CORP,CERS,157085101,"8,680,329","$23,610,494.88",0.37%
08/26/2026,ARKK,ARK ACTIVE AUTOCALL INC ETF,ARKY,00214Q724,"970,146","$19,626,053.58",0.30%
08/26/2026,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"12,236,658","$18,599,720.16",0.29%
08/26/2026,ARKK,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"8,464,777","$8,464,776.59",0.13%
