date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/03/2026,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"3,051,063","$188,098,033.95",9.30%
09/03/2026,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,301,320","$170,472,920.00",8.43%
09/03/2026,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,"2,536,743","$157,125,861.42",7.77%
09/03/2026,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,165,890","$123,282,458.80",6.10%
09/03/2026,ARKG,PERSONALIS INC,PSNL,71535D106,"6,974,347","$116,680,825.31",5.77%
09/03/2026,ARKG,ABSCI CORP,ABSI,00091E109,"10,925,293","$96,142,578.40",4.76%
09/03/2026,ARKG,GUARDANT HEALTH INC,GH,40131M109,"541,340","$88,270,900.40",4.37%
09/03/2026,ARKG,NATERA INC,NTRA,632307104,"254,995","$82,915,449.18",4.10%
09/03/2026,ARKG,ILLUMINA INC,ILMN,452327109,"382,051","$81,472,375.75",4.03%
09/03/2026,ARKG,ELI LILLY & CO,LLY,532457108,"67,402","$78,191,712.16",3.87%
09/03/2026,ARKG,CAREDX INC,CDNA,14167L103,"1,553,796","$77,068,281.60",3.81%
09/03/2026,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,447,600","$71,690,204.00",3.55%
09/03/2026,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"4,740,425","$62,715,822.75",3.10%
09/03/2026,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"14,483,907","$48,955,605.66",2.42%
09/03/2026,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,910,923","$48,728,851.02",2.41%
09/03/2026,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,318,529","$48,410,885.52",2.39%
09/03/2026,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"1,884,706","$46,476,849.96",2.30%
09/03/2026,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,"532,113","$46,144,839.36",2.28%
09/03/2026,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,786,254","$46,121,078.28",2.28%
09/03/2026,ARKG,VERACYTE INC,VCYT,92337F107,"979,817","$43,974,186.96",2.18%
09/03/2026,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"5,066,359","$38,504,328.40",1.90%
09/03/2026,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"620,198","$38,036,743.34",1.88%
09/03/2026,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,882,660","$36,782,741.60",1.82%
09/03/2026,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,"1,016,478","$30,992,414.22",1.53%
09/03/2026,ARKG,PRIME MEDICINE INC,PRME,74168J101,"7,978,985","$29,282,874.95",1.45%
09/03/2026,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,"1,622,992","$26,422,309.76",1.31%
09/03/2026,ARKG,908 DEVICES INC,MASS,65443P102,"2,023,382","$20,901,536.06",1.03%
09/03/2026,ARKG,CERUS CORP,CERS,157085101,"7,937,872","$20,638,467.20",1.02%
09/03/2026,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"11,288,863","$14,901,299.16",0.74%
09/03/2026,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,"413,268","$12,769,981.20",0.63%
09/03/2026,ARKG,FREENOME INC,FRNM,35661P100,"766,127","$12,219,725.65",0.60%
09/03/2026,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"11,683,358","$11,683,357.98",0.58%
09/03/2026,ARKG,QUANTUM-SI INC,QSI,74765K105,"7,179,653","$5,463,715.93",0.27%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
