Date,ETF_Ticker,Stock_Ticker,Company_Name,Shares,Weight
2026-08-25,BLOK,3350 JP,Metaplanet Inc,10279307.0,1.8
2026-08-25,BLOK,8473 JP,SBI Holdings Inc,1522402.0,2.79
2026-08-25,BLOK,AGPXX,Invesco Government & Agency Portfolio 12/31/2031,28966227.0,2.65
2026-08-25,BLOK,AMD,Advanced Micro Devices Inc,67028.0,2.8
2026-08-25,BLOK,APLD,Applied Digital Corp,1003639.0,2.47
2026-08-25,BLOK,ARKB,ARK 21Shares Bitcoin ETF,809548.0,1.93
2026-08-25,BLOK,AVGO,Broadcom Inc,57557.0,1.89
2026-08-25,BLOK,BBBYW,NEIGHBORHOOD INTELLIGENCE INC WT EXP 072331,477928.0,0.02
2026-08-25,BLOK,BIGG CN,BIGG Digital Assets Inc,4731480.0,0.02
2026-08-25,BLOK,BKKT,Bakkt Inc,896607.0,0.67
2026-08-25,BLOK,BLK,Blackrock Inc,23857.0,2.56
2026-08-25,BLOK,BR,Broadridge Financial Solutions Inc,78762.0,1.33
2026-08-25,BLOK,BTC,Grayscale Bitcoin Mini Trust ETF,604897.0,1.93
2026-08-25,BLOK,BTGO,Bitgo Holdings Inc,1891532.0,1.18
2026-08-25,BLOK,BULL,Webull Corp,2601583.0,2.03
2026-08-25,BLOK,CASH&OTHER,Cash & Other,244038.0,0.02
2026-08-25,BLOK,CIFR,Cipher Digital Inc,2107214.0,2.96
2026-08-25,BLOK,CLSK,Cleanspark Inc,1506854.0,1.64
2026-08-25,BLOK,CME,CME Group Inc,57025.0,1.45
2026-08-25,BLOK,COIN,Coinbase Global Inc,172487.0,2.83
2026-08-25,BLOK,CORZ,Core Scientific Inc,1518370.0,2.4
2026-08-25,BLOK,CRCL,Circle Internet Group Inc,195319.0,1.57
2026-08-25,BLOK,CUBI,Customers Bancorp Inc,280641.0,2.03
2026-08-25,BLOK,DBS SP,DBS Group Holdings Ltd,302743.0,1.64
2026-08-25,BLOK,DELL,Dell Technologies Inc,61595.0,2.44
2026-08-25,BLOK,ETH,Grayscale Ethereum Staking Mini ETF,486820.0,1.05
2026-08-25,BLOK,ETOR,Etoro Group Ltd,589590.0,1.57
2026-08-25,BLOK,EXOD,Exodus Movement Inc,315746.0,0.23
2026-08-25,BLOK,FIGR,Figure Technology Solutions Inc,1430382.0,5.05
2026-08-25,BLOK,GLXY,Galaxy Digital Inc,1717600.0,3.58
2026-08-25,BLOK,GPGI,GPGI Inc,640094.0,0.76
2026-08-25,BLOK,HIVE,Hive Digital Technologies Ltd,2302198.0,0.6
2026-08-25,BLOK,HODL,VanEck Bitcoin ETF/US,1003205.0,2.04
2026-08-25,BLOK,HOOD,Robinhood Markets Inc,416288.0,3.94
2026-08-25,BLOK,HUT,HUT 8 CORP,371846.0,2.7
2026-08-25,BLOK,IBM,International Business Machines Corp,115154.0,2.43
2026-08-25,BLOK,IREN,IREN Ltd,208298.0,0.76
2026-08-25,BLOK,MA,Mastercard Inc,15300.0,0.84
2026-08-25,BLOK,MELI,MercadoLibre Inc,10068.0,1.79
2026-08-25,BLOK,MSTR,Strategy Inc,109828.0,1.23
2026-08-25,BLOK,NU,NU Holdings Ltd/Cayman Islands,2190287.0,2.95
2026-08-25,BLOK,NVDA,NVIDIA Corp,93061.0,1.77
2026-08-25,BLOK,NXH,Neighborhood Intelligence Inc,6844959.0,2.44
2026-08-25,BLOK,OPRA,Opera Ltd,1934595.0,3.33
2026-08-25,BLOK,ORIO,Orion Digital Corp,531521.0,0.04
2026-08-25,BLOK,PURR,Hyperliquid Strategies Inc,637124.0,0.62
2026-08-25,BLOK,PYPL,PayPal Holdings Inc,398067.0,2.24
2026-08-25,BLOK,RIOT,Riot Platforms Inc,490351.0,0.9
2026-08-25,BLOK,SBET,SHARPLINK INC,1866560.0,1.41
2026-08-25,BLOK,TSM,Taiwan Semiconductor Manufacturing Co Ltd,47514.0,1.78
2026-08-25,BLOK,V,Visa Inc,22409.0,0.78
2026-08-25,BLOK,WT,WisdomTree Inc,1250877.0,2.72
2026-08-25,BLOK,WULF,Terawulf Inc,2036669.0,2.88
2026-08-25,BLOK,XYZ,Block Inc,341750.0,2.54
