date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/11/2026,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"2,814,382","$186,818,677.16",10.26%
09/11/2026,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,196,520","$151,778,562.00",8.33%
09/11/2026,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,"2,376,903","$139,619,282.22",7.67%
09/11/2026,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,064,555","$107,893,644.30",5.92%
09/11/2026,ARKG,PERSONALIS INC,PSNL,71535D106,"6,534,895","$106,714,835.35",5.86%
09/11/2026,ARKG,ABSCI CORP,ABSI,00091E109,"10,236,901","$84,352,064.24",4.63%
09/11/2026,ARKG,GUARDANT HEALTH INC,GH,40131M109,"507,266","$80,670,511.98",4.43%
09/11/2026,ARKG,NATERA INC,NTRA,632307104,"238,957","$77,933,435.98",4.28%
09/11/2026,ARKG,CAREDX INC,CDNA,14167L103,"1,455,894","$72,823,817.88",4.00%
09/11/2026,ARKG,ILLUMINA INC,ILMN,452327109,"358,021","$72,058,886.67",3.96%
09/11/2026,ARKG,ELI LILLY & CO,LLY,532457108,"63,190","$70,962,370.00",3.90%
09/11/2026,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"4,441,751","$63,161,699.22",3.47%
09/11/2026,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,437,879","$59,411,111.23",3.26%
09/11/2026,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,673,718","$43,198,661.58",2.37%
09/11/2026,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"1,765,960","$42,789,210.80",2.35%
09/11/2026,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"13,571,307","$42,885,330.12",2.35%
09/11/2026,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,"498,633","$41,865,226.68",2.30%
09/11/2026,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,172,459","$40,842,229.20",2.24%
09/11/2026,ARKG,VERACYTE INC,VCYT,92337F107,"918,095","$38,587,532.85",2.12%
09/11/2026,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,727,539","$38,130,995.22",2.09%
09/11/2026,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"4,747,165","$33,799,814.80",1.86%
09/11/2026,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,770,933","$33,057,230.69",1.82%
09/11/2026,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"581,156","$32,341,331.40",1.78%
09/11/2026,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,"952,434","$26,449,092.18",1.45%
09/11/2026,ARKG,PRIME MEDICINE INC,PRME,74168J101,"7,476,245","$25,045,420.75",1.38%
09/11/2026,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,"1,520,770","$23,404,650.30",1.29%
09/11/2026,ARKG,CERUS CORP,CERS,157085101,"7,437,724","$18,296,801.04",1.00%
09/11/2026,ARKG,908 DEVICES INC,MASS,65443P102,"1,895,888","$17,726,552.80",0.97%
09/11/2026,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"10,577,575","$13,433,520.25",0.74%
09/11/2026,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,"397,741","$11,721,427.27",0.64%
09/11/2026,ARKG,FREENOME INC,FRNM,35661P100,"717,897","$10,617,696.63",0.58%
09/11/2026,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"7,877,137","$7,877,137.40",0.43%
09/11/2026,ARKG,QUANTUM-SI INC,QSI,74765K105,"6,727,295","$4,972,143.73",0.27%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
