reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-10,ARKK,TESLA INC,TSLA,88160R101,1714777,630712128.37,9.68
2026-09-10,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,2814307,415250997.85,6.37
2026-09-10,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,3934522,365871200.78,5.61
2026-09-10,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,5254348,321986445.44,4.94
2026-09-10,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,5527784,295460054.8,4.53
2026-09-10,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,1658467,289767354.24,4.45
2026-09-10,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,2357615,271785857.2,4.17
2026-09-10,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,3096552,208366984.08,3.2
2026-09-10,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1657249,208017894.48,3.19
2026-09-10,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,1549010,196398977.9,3.01
2026-09-10,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,1943739,184538580.66,2.83
2026-09-10,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,339262,176787731.89,2.71
2026-09-10,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,1021524,173178963.72,2.66
2026-09-10,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,879253,172509438.6,2.65
2026-09-10,ARKK,NVIDIA CORP,NVDA,67066G104,744407,166315411.94,2.55
2026-09-10,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,6375363,160499763.53,2.46
2026-09-10,ARKK,AMAZON.COM INC,AMZN,023135106,633733,159954209.2,2.45
2026-09-10,ARKK,BLOCK INC,XYZ,852234103,2014065,159916761.0,2.45
2026-09-10,ARKK,BULLISH,BLSH,G16910120,4117142,141382656.28,2.17
2026-09-10,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,5291809,128114695.89,1.97
2026-09-10,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,191849,125409772.81,1.92
2026-09-10,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,9809159,119769831.39,1.84
2026-09-10,ARKK,BROADCOM INC,AVGO,11135F101,312125,113732107.5,1.75
2026-09-10,ARKK,ALPHABET INC-CL C,GOOG,02079K107,327462,107531971.56,1.65
2026-09-10,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,274363,86199367.34,1.32
2026-09-10,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,970118,83895804.64,1.29
2026-09-10,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,14422531,79323920.5,1.22
2026-09-10,ARKK,X-ENERGY INC,XE,98386P102,4527651,78147256.26,1.2
2026-09-10,ARKK,NATERA INC,NTRA,632307104,212417,70163459.27,1.08
2026-09-10,ARKK,ILLUMINA INC,ILMN,452327109,340001,69700205.0,1.07
2026-09-10,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,152772,66510817.92,1.02
2026-09-10,ARKK,ROCKET LAB,RKLB UQ,773121108,1035036,65279720.52,1.0
2026-09-10,ARKK,TERADYNE INC,TER,880770102,169175,64910755.75,1.0
2026-09-10,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1368975,63985891.5,0.98
2026-09-10,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,19957509,64163391.44,0.98
2026-09-10,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,368110,57686518.1,0.89
2026-09-10,ARKK,VERACYTE INC,VCYT,92337F107,1234758,54156485.88,0.83
2026-09-10,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,2198161,38094130.13,0.58
2026-09-10,ARKK,ELI LILLY & CO,LLY,532457108,28002,31480128.42,0.48
2026-09-10,ARKK,CERUS CORP,CERS,157085101,8953587,22473503.37,0.34
2026-09-10,ARKK,ARK ACTIVE AUTOCALL INC ETF,ARKY,00214Q724,1000649,20323181.19,0.31
2026-09-10,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,12621870,16282212.3,0.25
2026-09-10,ARKK,ALPHABET INC-CL A,GOOGL,02079K305,1882,622283.3,0.01
