date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/14/2026,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"2,786,350","$191,115,746.50",10.56%
09/14/2026,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,184,600","$150,704,812.00",8.33%
09/14/2026,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,"2,353,223","$138,863,689.23",7.67%
09/14/2026,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,043,987","$105,715,007.64",5.84%
09/14/2026,ARKG,PERSONALIS INC,PSNL,71535D106,"6,469,791","$104,875,312.11",5.79%
09/14/2026,ARKG,ABSCI CORP,ABSI,00091E109,"10,134,917","$83,207,668.57",4.60%
09/14/2026,ARKG,GUARDANT HEALTH INC,GH,40131M109,"502,218","$79,039,068.84",4.37%
09/14/2026,ARKG,NATERA INC,NTRA,632307104,"236,581","$77,818,588.33",4.30%
09/14/2026,ARKG,ILLUMINA INC,ILMN,452327109,"354,461","$73,178,473.45",4.04%
09/14/2026,ARKG,CAREDX INC,CDNA,14167L103,"1,441,390","$72,444,261.40",4.00%
09/14/2026,ARKG,ELI LILLY & CO,LLY,532457108,"62,566","$69,804,886.20",3.86%
09/14/2026,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"4,397,503","$63,104,168.05",3.49%
09/14/2026,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,413,599","$57,902,240.01",3.20%
09/14/2026,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"13,436,107","$42,995,542.40",2.38%
09/14/2026,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"1,748,368","$42,310,505.60",2.34%
09/14/2026,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,"493,673","$42,093,028.35",2.33%
09/14/2026,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,657,046","$41,591,854.60",2.30%
09/14/2026,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,150,819","$40,908,577.38",2.26%
09/14/2026,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,700,371","$39,776,464.83",2.20%
09/14/2026,ARKG,VERACYTE INC,VCYT,92337F107,"908,951","$37,148,827.37",2.05%
09/14/2026,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"4,699,877","$34,450,098.41",1.90%
09/14/2026,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,750,966","$32,296,340.84",1.78%
09/14/2026,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"575,372","$31,190,916.12",1.72%
09/14/2026,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,"942,946","$26,298,763.94",1.45%
09/14/2026,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,"1,505,626","$23,668,440.72",1.31%
09/14/2026,ARKG,PRIME MEDICINE INC,PRME,74168J101,"7,401,765","$23,167,524.45",1.28%
09/14/2026,ARKG,CERUS CORP,CERS,157085101,"7,363,628","$18,335,433.72",1.01%
09/14/2026,ARKG,908 DEVICES INC,MASS,65443P102,"1,877,000","$17,869,040.00",0.99%
09/14/2026,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"10,472,199","$13,613,858.70",0.75%
09/14/2026,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,"393,781","$11,711,046.94",0.65%
09/14/2026,ARKG,FREENOME INC,FRNM,35661P100,"710,745","$10,213,405.65",0.56%
09/14/2026,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"7,709,843","$7,709,843.16",0.43%
09/14/2026,ARKG,QUANTUM-SI INC,QSI,74765K105,"6,660,279","$4,928,606.46",0.27%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
