Date,ETF_Ticker,Stock_Ticker,Company_Name,Shares,Weight
2026-08-24,CGGR,2299955D,CONSTELLATION SOFTWARE INC CONSTELLATION SOFTWARE IN 28,4185.0,0.0
2026-08-24,CGGR,A000660,SK HYNIX INC COMMON STOCK KRW5000.0,166351.0,0.8
2026-08-24,CGGR,AAPL,APPLE INC COMMON STOCK USD.00001,1640708.0,2.03
2026-08-24,CGGR,AFRM,AFFIRM HOLDINGS INC COMMON STOCK USD.00001,2035690.0,0.62
2026-08-24,CGGR,AIR,AIRBUS SE COMMON STOCK EUR1.0,375143.0,0.35
2026-08-24,CGGR,AKAM,AKAMAI TECHNOLOGIES INC COMMON STOCK USD.01,1079718.0,0.45000000000000007
2026-08-24,CGGR,ALB,ALBEMARLE CORP COMMON STOCK USD.01,646474.0,0.36
2026-08-24,CGGR,ALNY,ALNYLAM PHARMACEUTICALS INC COMMON STOCK USD.01,739583.0,0.69
2026-08-24,CGGR,AMAT,APPLIED MATERIALS INC COMMON STOCK USD.01,239665.0,0.45999999999999996
2026-08-24,CGGR,AMGN,AMGEN INC COMMON STOCK USD.0001,525674.0,0.93
2026-08-24,CGGR,AMZN,AMAZON.COM INC COMMON STOCK USD.01,2411465.0,2.52
2026-08-24,CGGR,ANET,ARISTA NETWORKS INC COMMON STOCK USD.0001,546990.0,0.4099999999999999
2026-08-24,CGGR,APH,AMPHENOL CORP CL A COMMON STOCK USD.001,1489583.0,0.9199999999999999
2026-08-24,CGGR,APP,APPLOVIN CORP CLASS A COMMON STOCK USD.00003,306585.0,0.36
2026-08-24,CGGR,ARMK,ARAMARK COMMON STOCK USD.01,1694675.0,0.4
2026-08-24,CGGR,ASML,ASML HOLDING NV NY REG SHS NY REG SHRS EUR.09,152085.0,1.05
2026-08-24,CGGR,AUR,AURORA INNOVATION INC COMMON STOCK USD.0001,8455787.0,0.19
2026-08-24,CGGR,AVGO,BROADCOM INC COMMON STOCK,3387604.0,4.84
2026-08-24,CGGR,BBD.B,BOMBARDIER INC B COMMON STOCK,399016.0,0.37
2026-08-24,CGGR,BSP,BENDING SPOONS SPA COMMON STOCK,1570318.0,0.26
2026-08-24,CGGR,BURL,BURLINGTON STORES INC COMMON STOCK USD.0001,308221.0,0.4099999999999999
2026-08-24,CGGR,CBRS,CEREBRAS SYSTEMS INC   A COMMON STOCK USD.00001,1058832.0,0.78
2026-08-24,CGGR,CDNS,CADENCE DESIGN SYS INC COMMON STOCK USD.01,268915.0,0.34
2026-08-24,CGGR,CEG,CONSTELLATION ENERGY COMMON STOCK,334992.0,0.36
2026-08-24,CGGR,CMG,CHIPOTLE MEXICAN GRILL INC COMMON STOCK USD.01,6005689.0,0.91
2026-08-24,CGGR,CMQXX,CAPITAL GROUP CENTRAL CASH FUN CAPITAL GROUP CNTRL CSH M,7396733.97,2.94
2026-08-24,CGGR,COHR,COHERENT CORP COMMON STOCK,374418.0,0.4099999999999999
2026-08-24,CGGR,COST,COSTCO WHOLESALE CORP COMMON STOCK USD.005,160419.0,0.62
2026-08-24,CGGR,CRM,SALESFORCE INC COMMON STOCK USD.001,685366.0,0.57
2026-08-24,CGGR,CSCO,CISCO SYSTEMS INC COMMON STOCK USD.001,955925.0,0.42
2026-08-24,CGGR,CSGP,COSTAR GROUP INC COMMON STOCK USD.01,2122508.0,0.28
2026-08-24,CGGR,CSU,CONSTELLATION SOFTWARE INC COMMON STOCK,45872.0,0.4099999999999999
2026-08-24,CGGR,CVNA,CARVANA CO COMMON STOCK USD.001,1913667.0,0.55
2026-08-24,CGGR,DASH,DOORDASH INC   A COMMON STOCK USD.00001,815316.0,0.74
2026-08-24,CGGR,DE,DEERE + CO COMMON STOCK USD1.0,269974.0,0.7
2026-08-24,CGGR,DHI,DR HORTON INC COMMON STOCK USD.01,1387782.0,0.8199999999999998
2026-08-24,CGGR,EOG,EOG RESOURCES INC COMMON STOCK USD.01,1483503.0,0.89
2026-08-24,CGGR,FANG,DIAMONDBACK ENERGY INC COMMON STOCK USD.01,554135.0,0.45000000000000007
2026-08-24,CGGR,FICO,FAIR ISAAC CORP COMMON STOCK USD.01,115373.0,0.54
2026-08-24,CGGR,FSLR,FIRST SOLAR INC COMMON STOCK USD.001,454825.0,0.38
2026-08-24,CGGR,FTAI,FTAI AVIATION LTD COMMON STOCK USD1.0,528437.0,0.42
2026-08-24,CGGR,GE,GENERAL ELECTRIC COMMON STOCK USD.01,792626.0,1.08
2026-08-24,CGGR,GEV,GE VERNOVA INC COMMON STOCK USD.01,202289.0,0.76
2026-08-24,CGGR,GH,GUARDANT HEALTH INC COMMON STOCK USD.00001,440728.0,0.29
2026-08-24,CGGR,GLEN,GLENCORE PLC COMMON STOCK USD.01,14647932.0,0.4699999999999999
2026-08-24,CGGR,GMEXICO B,GRUPO MEXICO SAB DE CV SER B COMMON STOCK,13286570.0,0.74
2026-08-24,CGGR,GOOG,ALPHABET INC CL C COMMON STOCK USD.001,2402123.0,3.29
2026-08-24,CGGR,GOOGL,ALPHABET INC CL A COMMON STOCK USD.001,2280292.0,3.16
2026-08-24,CGGR,HCA,HCA HEALTHCARE INC COMMON STOCK USD.01,214576.0,0.37
2026-08-24,CGGR,HOOD,ROBINHOOD MARKETS INC   A COMMON STOCK USD.0001,578361.0,0.24
2026-08-24,CGGR,INIO,INNIO NV COMMON STOCK,1513796.0,0.13
2026-08-24,CGGR,INSM,INSMED INC COMMON STOCK USD.01,529844.0,0.26
2026-08-24,CGGR,INTC,INTEL CORP COMMON STOCK USD.001,3040205.0,1.06
2026-08-24,CGGR,IONS,IONIS PHARMACEUTICALS INC COMMON STOCK USD.001,1321713.0,0.33
2026-08-24,CGGR,ISRG,INTUITIVE SURGICAL INC COMMON STOCK USD.001,769042.0,1.14
2026-08-24,CGGR,KKR,KKR + CO INC COMMON STOCK USD.01,1093244.0,0.4699999999999999
2026-08-24,CGGR,KLAC,KLA CORP COMMON STOCK USD.001,1284469.0,0.93
2026-08-24,CGGR,LLY,ELI LILLY + CO COMMON STOCK,460017.0,2.28
2026-08-24,CGGR,LYV,LIVE NATION ENTERTAINMENT IN COMMON STOCK USD.01,888853.0,0.65
2026-08-24,CGGR,MA,MASTERCARD INC   A COMMON STOCK USD.0001,184916.0,0.44
2026-08-24,CGGR,META,META PLATFORMS INC CLASS A COMMON STOCK USD.000006,2385382.0,5.31
2026-08-24,CGGR,MRNA,MODERNA INC COMMON STOCK USD.0001,2309877.0,1.28
2026-08-24,CGGR,MSFT,MICROSOFT CORP COMMON STOCK USD.00000625,2314988.0,4.49
2026-08-24,CGGR,MSTR,STRATEGY INC COMMON STOCK USD.001,2184756.0,1.07
2026-08-24,CGGR,MTD,METTLER TOLEDO INTERNATIONAL COMMON STOCK USD.01,79444.0,0.44
2026-08-24,CGGR,MU,MICRON TECHNOLOGY INC COMMON STOCK USD.1,939846.0,3.4099999999999997
2026-08-24,CGGR,NAN,CANADIAN DOLLAR,11201905332.43,-0.38
2026-08-24,CGGR,NCLH,NORWEGIAN CRUISE LINE HOLDIN COMMON STOCK USD.001,3307379.0,0.22999999999999998
2026-08-24,CGGR,NET,CLOUDFLARE INC   CLASS A COMMON STOCK USD.001,1961267.0,2.19
2026-08-24,CGGR,NFLX,NETFLIX INC COMMON STOCK USD.001,3011141.0,0.96
2026-08-24,CGGR,NKE,NIKE INC  CL B COMMON STOCK,2499933.0,0.4099999999999999
2026-08-24,CGGR,NOC,NORTHROP GRUMMAN CORP COMMON STOCK USD1.0,119917.0,0.26
2026-08-24,CGGR,NVDA,NVIDIA CORP COMMON STOCK USD.001,5960665.0,4.95
2026-08-24,CGGR,PFGC,PERFORMANCE FOOD GROUP CO COMMON STOCK USD.01,2295096.0,0.97
2026-08-24,CGGR,PM,PHILIP MORRIS INTERNATIONAL COMMON STOCK,854854.0,0.65
2026-08-24,CGGR,PWR,QUANTA SERVICES INC COMMON STOCK USD.00001,311405.0,0.76
2026-08-24,CGGR,QNT,QUANTINUUM INC A COMMON STOCK USD.0001,297817.0,0.06
2026-08-24,CGGR,RCL,ROYAL CARIBBEAN CRUISES LTD COMMON STOCK USD.01,686662.0,0.8
2026-08-24,CGGR,RKT,ROCKET COS INC CLASS A COMMON STOCK USD.00001,5479864.0,0.31
2026-08-24,CGGR,RR.,ROLLS ROYCE HOLDINGS PLC COMMON STOCK GBP.2,4390761.0,0.36
2026-08-24,CGGR,SHOP,SHOPIFY INC   CLASS A COMMON STOCK,2973915.0,1.77
2026-08-24,CGGR,SKHY,SK HYNIX INC ADR ADR,520234.0,0.32
2026-08-24,CGGR,SPCX,SPACE EXPLORATION TECHN CL A COMMON STOCK USD.001,288446.0,0.15
2026-08-24,CGGR,TDG,TRANSDIGM GROUP INC COMMON STOCK USD.01,399268.0,1.91
2026-08-24,CGGR,TMO,THERMO FISHER SCIENTIFIC INC COMMON STOCK USD1.0,223103.0,0.56
2026-08-24,CGGR,TOST,TOAST INC CLASS A COMMON STOCK USD.000001,2917316.0,0.43
2026-08-24,CGGR,TSLA,TESLA INC COMMON STOCK USD.001,2874284.0,3.9900000000000007
2026-08-24,CGGR,TSM,TAIWAN SEMICONDUCTOR SP ADR ADR,843221.0,1.38
2026-08-24,CGGR,UAL,UNITED AIRLINES HOLDINGS INC COMMON STOCK USD.01,603317.0,0.27
2026-08-24,CGGR,UBER,UBER TECHNOLOGIES INC COMMON STOCK USD.00001,2109945.0,0.67
2026-08-24,CGGR,UNH,UNITEDHEALTH GROUP INC COMMON STOCK USD.01,476349.0,0.76
2026-08-24,CGGR,V,VISA INC CLASS A SHARES COMMON STOCK USD.0001,2219775.0,3.38
2026-08-24,CGGR,VRTX,VERTEX PHARMACEUTICALS INC COMMON STOCK USD.01,945077.0,2.06
2026-08-24,CGGR,WDC,WESTERN DIGITAL CORP COMMON STOCK USD.01,215316.0,0.37
2026-08-24,CGGR,WELL,WELLTOWER INC REIT USD1.0,1752425.0,1.67
2026-08-24,CGGR,WPM,WHEATON PRECIOUS METALS CORP COMMON STOCK,1225964.0,0.78
2026-08-24,CGGR,XYZ,BLOCK INC COMMON STOCK USD.0000001,1772946.0,0.57
