reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-11,ARKW,TESLA INC,TSLA,88160R101,382699,139134048.44,7.73
2026-09-11,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,814502,92307511.66,5.13
2026-09-11,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,975879,88141391.28,4.9
2026-09-11,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,557134,82556116.12,4.59
2026-09-11,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,145911,73480779.6,4.08
2026-09-11,ARKW,AMAZON.COM INC,AMZN,023135106,271568,68405263.52,3.8
2026-09-11,ARKW,BLOCK INC,XYZ,852234103,847017,66973634.19,3.72
2026-09-11,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,750140,66852476.8,3.71
2026-09-11,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,384225,66194283.0,3.68
2026-09-11,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,512860,64928076.0,3.61
2026-09-11,ARKW,NVIDIA CORP,NVDA,67066G104,281072,61374881.92,3.41
2026-09-11,ARKW,ALPHABET INC-CL C,GOOG,02079K107,181598,59998163.22,3.33
2026-09-11,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,85639,55184058.82,3.07
2026-09-11,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,240967,46106625.78,2.56
2026-09-11,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,271958,45106953.88,2.51
2026-09-11,ARKW,BROADCOM INC,AVGO,11135F101,122935,44358636.05,2.46
2026-09-11,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,92547,39612892.41,2.2
2026-09-11,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,125129,38936390.93,2.16
2026-09-11,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,170164,37728762.08,2.1
2026-09-11,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,179270,37442332.2,2.08
2026-09-11,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,821290,36859495.2,2.05
2026-09-11,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,1500973,36323546.6,2.02
2026-09-11,ARKW,EVERPURE INC-A,P,74624M102,326359,30710381.9,1.71
2026-09-11,ARKW,GITLAB INC-CL A,GTLB,37637K108,623513,29492164.9,1.64
2026-09-11,ARKW,BULLISH,BLSH,G16910120,860751,29162243.88,1.62
2026-09-11,ARKW,RUBRIK INC-A,RBRK,781154109,328586,29214581.26,1.62
2026-09-11,ARKW,TOAST INC-CLASS A,TOST,888787108,708588,22632300.72,1.26
2026-09-11,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,40985,21383104.05,1.19
2026-09-11,ARKW,MERCADOLIBRE INC,MELI,58733R102,10993,20955296.32,1.16
2026-09-11,ARKW,NETFLIX INC,NFLX,64110L106,264085,20073100.85,1.12
2026-09-11,ARKW,DOORDASH INC - A,DASH,25809K105,93078,18711470.34,1.04
2026-09-11,ARKW,SNOWFLAKE INC,SNOW,833445109,54321,17910720.12,1.0
2026-09-11,ARKW,FIGMA INC-CL A,FIG,316841105,791137,17515773.18,0.97
2026-09-11,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,2398172,16115715.84,0.9
2026-09-11,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,619811,14695718.81,0.82
2026-09-11,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,63300,10612245.0,0.59
2026-09-11,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,791787,7594790.9,0.42
2026-09-11,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,495470,4033125.8,0.22
2026-09-11,ARKW,ALPHABET INC-CL A,GOOGL,02079K305,556,184925.6,0.01
