reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-22,ARKF,BLOCK INC,XYZ,852234103,817396,63683322.36,7.35
2026-09-22,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,436467,60197528.64,6.95
2026-09-22,ARKF,CIRCLE INTERNET GROUP INC,CRCL,172573107,613744,57992670.56,6.69
2026-09-22,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,433692,53474223.6,6.17
2026-09-22,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,264934,53264980.7,6.15
2026-09-22,ARKF,META PLATFORMS INC-CLASS A,META,30303M102,51314,38036245.93,4.39
2026-09-22,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,198961,36427769.49,4.2
2026-09-22,ARKF,TOAST INC-CLASS A,TOST,888787108,1151075,34302035.0,3.96
2026-09-22,ARKF,AMAZON.COM INC,AMZN,023135106,121132,31306565.4,3.61
2026-09-22,ARKF,BULLISH,BLSH,G16910120,771195,30955767.3,3.57
2026-09-22,ARKF,NVIDIA CORP,NVDA,67066G104,115803,26331286.14,3.04
2026-09-22,ARKF,MERCADOLIBRE INC,MELI,58733R102,13428,24445271.16,2.82
2026-09-22,ARKF,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,759426,21453784.5,2.48
2026-09-22,ARKF,SOFI TECHNOLOGIES INC,SOFI,83406F102,1175901,19955039.97,2.3
2026-09-22,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,73289,18274612.15,2.11
2026-09-22,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,331093,16968516.25,1.96
2026-09-22,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,27112,16687978.24,1.93
2026-09-22,ARKF,SECURITIZE CORP,SECZ,81517B101,1219972,16469622.0,1.9
2026-09-22,ARKF,SEA LTD-ADR,SE,81141R100,157548,16172302.2,1.87
2026-09-22,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,1118906,15731818.36,1.82
2026-09-22,ARKF,ADYEN NV,ADYEN,BZ1HM42,14774,15093487.28,1.74
2026-09-22,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,85096,14197416.64,1.64
2026-09-22,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,27376,14147095.52,1.63
2026-09-22,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,111047,12664910.35,1.46
2026-09-22,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,526338,11563645.86,1.33
2026-09-22,ARKF,DOORDASH INC - A,DASH,25809K105,58401,11319865.83,1.31
2026-09-22,ARKF,CLOUDFLARE INC - CLASS A,NET,18915M107,31502,11078308.34,1.28
2026-09-22,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,708321,9689831.28,1.12
2026-09-22,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,256275,7347404.25,0.85
2026-09-22,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,514324,5539269.48,0.64
2026-09-22,ARKF,ZILLOW GROUP INC - C,Z,98954M200,151745,4650984.25,0.54
2026-09-22,ARKF,PAYPAY CORP,PAYP,70450C101,243651,4317495.72,0.5
2026-09-22,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,41299,3983288.55,0.46
2026-09-22,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,416534,4027883.78,0.46
2026-09-22,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,403307,984069.08,0.11
2026-09-22,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,4451,515203.25,0.06
