reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-16,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,2552294,189865150.66,9.86
2026-09-16,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,1200990,165856719.0,8.61
2026-09-16,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,2385783,164261159.55,8.53
2026-09-16,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2072268,107405650.44,5.58
2026-09-16,ARKG,PERSONALIS INC,PSNL,71535D106,6559309,105604874.9,5.48
2026-09-16,ARKG,GUARDANT HEALTH INC,GH,40131M109,557987,98010416.55,5.09
2026-09-16,ARKG,NATERA INC,NTRA,632307104,239848,84133881.44,4.37
2026-09-16,ARKG,ABSCI CORP,ABSI,00091E109,10275145,81584651.3,4.24
2026-09-16,ARKG,ILLUMINA INC,ILMN,452327109,359356,79881245.24,4.15
2026-09-16,ARKG,CAREDX INC,CDNA,14167L103,1461333,76924569.12,3.99
2026-09-16,ARKG,ELI LILLY & CO,LLY,532457108,63424,72056640.64,3.74
2026-09-16,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,4458344,61569730.64,3.2
2026-09-16,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,2446984,56818968.48,2.95
2026-09-16,ARKG,SCHRODINGER INC,SDGR,80810D103,2180574,50698345.5,2.63
2026-09-16,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,1772557,47291820.76,2.46
2026-09-16,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,500493,47366657.52,2.46
2026-09-16,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,13622007,44135302.68,2.29
2026-09-16,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,2737727,43365595.68,2.25
2026-09-16,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,1679970,41713655.1,2.17
2026-09-16,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,4764898,37166204.4,1.93
2026-09-16,ARKG,VERACYTE INC,VCYT,92337F107,921524,36989973.36,1.92
2026-09-16,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,750742,35472559.5,1.84
2026-09-16,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2750966,31250973.76,1.62
2026-09-16,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,955992,27484770.0,1.43
2026-09-16,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,1526449,24713209.31,1.28
2026-09-16,ARKG,PRIME MEDICINE INC,PRME,74168J101,7504175,23563109.5,1.22
2026-09-16,ARKG,908 DEVICES INC,MASS,65443P102,1902971,18972620.87,0.99
2026-09-16,ARKG,CERUS CORP,CERS,157085101,7465510,18663775.0,0.97
2026-09-16,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,10617091,14226901.94,0.74
2026-09-16,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,399226,12639495.16,0.66
2026-09-16,ARKG,FREENOME INC,FRNM,35661P100,720579,10549276.56,0.55
2026-09-16,ARKG,QUANTUM-SI INC,QSI,74765K105,6752426,4861746.72,0.25
