Date,ETF_Ticker,Stock_Ticker,Company_Name,Shares,Weight
2026-08-27,AVUV,2200963D,OMNIAB INC   12.5 EARNOUT COMMON STOCK,21075.0,0.0
2026-08-27,AVUV,2200964D,OMNIAB INC   15.00 EARNOUT COMMON STOCK,21075.0,0.0
2026-08-27,AVUV,AAP,ADVANCE AUTO PARTS INC COMMON STOCK USD.0001,1141140.0,0.16
2026-08-27,AVUV,ABCB,AMERIS BANCORP COMMON STOCK USD1.0,446369.0,0.12
2026-08-27,AVUV,ABG,ASBURY AUTOMOTIVE GROUP COMMON STOCK USD.01,49421.0,0.03
2026-08-27,AVUV,ACCO,ACCO BRANDS CORP COMMON STOCK USD.01,2214738.0,0.03
2026-08-27,AVUV,ACDC,PROFRAC HOLDING CORP A COMMON STOCK USD.01,285490.0,0.0
2026-08-27,AVUV,ACEL,ACCEL ENTERTAINMENT INC COMMON STOCK USD.0001,1742902.0,0.06
2026-08-27,AVUV,ACHC,ACADIA HEALTHCARE CO INC COMMON STOCK USD.01,2400504.0,0.23
2026-08-27,AVUV,ACIC,AMERICAN COASTAL INSURANCE C COMMON STOCK USD.0001,814947.0,0.02
2026-08-27,AVUV,ACNB,ACNB CORP COMMON STOCK USD2.5,252597.0,0.05
2026-08-27,AVUV,ACNT,ASCENT INDUSTRIES CO COMMON STOCK USD1.0,135426.0,0.01
2026-08-27,AVUV,ACT,ENACT HOLDINGS INC COMMON STOCK USD.01,866181.0,0.14
2026-08-27,AVUV,ACTG,ACACIA RESEARCH CORP COMMON STOCK USD.001,612127.0,0.01
2026-08-27,AVUV,ACU,ACME UNITED CORP COMMON STOCK USD2.5,51076.0,0.01
2026-08-27,AVUV,AD,ARRAY DIGITAL INFRASTRUCTURE COMMON STOCK USD1.0,739295.0,0.08
2026-08-27,AVUV,ADV,ADVANTAGE SOLUTIONS INC COMMON STOCK USD.0001,16657.0,0.0
2026-08-27,AVUV,AEO,AMERICAN EAGLE OUTFITTERS COMMON STOCK USD.01,5921284.0,0.31
2026-08-27,AVUV,AGM,FEDERAL AGRIC MTG CORP CL C COMMON STOCK USD1.0,305024.0,0.22
2026-08-27,AVUV,AGO,ASSURED GUARANTY LTD COMMON STOCK USD.01,1144543.0,0.28
2026-08-27,AVUV,AGX,ARGAN INC COMMON STOCK USD.15,144557.0,0.21
2026-08-27,AVUV,AII,AMERICAN INTEGRITY INSURANCE COMMON STOCK USD.001,301159.0,0.03
2026-08-27,AVUV,AIN,ALBANY INTL CORP CL A COMMON STOCK USD.001,1288863.0,0.24
2026-08-27,AVUV,ALG,ALAMO GROUP INC COMMON STOCK USD.1,179092.0,0.09
2026-08-27,AVUV,ALGT,ALLEGIANT TRAVEL CO COMMON STOCK USD.001,1408693.0,0.36
2026-08-27,AVUV,ALIT,ALIGHT INC   CLASS A COMMON STOCK USD.0001,104401.0,0.0
2026-08-27,AVUV,ALK,ALASKA AIR GROUP INC COMMON STOCK USD.01,4569129.0,0.61
2026-08-27,AVUV,ALKS,ALKERMES PLC COMMON STOCK USD.01,680773.0,0.11
2026-08-27,AVUV,ALRM,ALARM.COM HOLDINGS INC COMMON STOCK,76989.0,0.01
2026-08-27,AVUV,ALRS,ALERUS FINANCIAL CORP COMMON STOCK USD1.0,161595.0,0.02
2026-08-27,AVUV,ALTO,ALTO INGREDIENTS INC COMMON STOCK USD.001,157400.0,0.0
2026-08-27,AVUV,AMAL,AMALGAMATED FINANCIAL CORP COMMON STOCK USD.01,647495.0,0.1
2026-08-27,AVUV,AMCX,AMC GLOBAL MEDIA INC COMMON STOCK,1623520.0,0.06
2026-08-27,AVUV,AMPH,AMPHASTAR PHARMACEUTICALS IN COMMON STOCK USD.0001,1140153.0,0.08
2026-08-27,AVUV,AMPY,AMPLIFY ENERGY CORP COMMON STOCK USD.01,1143875.0,0.02
2026-08-27,AVUV,AMRC,AMERESCO INC CL A COMMON STOCK USD.0001,892365.0,0.07
2026-08-27,AVUV,AMSF,AMERISAFE INC COMMON STOCK USD.01,96634.0,0.01
2026-08-27,AVUV,AMTB,AMERANT BANCORP INC COMMON STOCK USD.1,830606.0,0.08
2026-08-27,AVUV,ANDE,ANDERSONS INC/THE COMMON STOCK,171580.0,0.03
2026-08-27,AVUV,ANF,ABERCROMBIE + FITCH CO CL A COMMON STOCK USD.01,1830087.0,0.85
2026-08-27,AVUV,ANIK,ANIKA THERAPEUTICS INC COMMON STOCK USD.01,4975.0,0.0
2026-08-27,AVUV,ANIP,ANI PHARMACEUTICALS INC COMMON STOCK USD.0001,643508.0,0.15
2026-08-27,AVUV,AOUT,AMERICAN OUTDOOR BRANDS INC COMMON STOCK,58637.0,0.0
2026-08-27,AVUV,AP,AMPCO PITTSBURGH CORP COMMON STOCK USD1.0,357681.0,0.01
2026-08-27,AVUV,APAM,ARTISAN PARTNERS ASSET MA  A COMMON STOCK USD.01,115117.0,0.02
2026-08-27,AVUV,APC,ARKO PETROLEUM CORP COMMON STOCK,148342.0,0.01
2026-08-27,AVUV,APEI,AMERICAN PUBLIC EDUCATION COMMON STOCK USD.01,573134.0,0.08
2026-08-27,AVUV,APOG,APOGEE ENTERPRISES INC COMMON STOCK USD.333,987064.0,0.13
2026-08-27,AVUV,ARCB,ARCBEST CORP COMMON STOCK USD.01,1080029.0,0.48
2026-08-27,AVUV,ARDT,ARDENT HEALTH INC COMMON STOCK USD.01,521505.0,0.02
2026-08-27,AVUV,AREC,AMERICAN RESOURCES CORP COMMON STOCK USD.0001,323574.0,0.0
2026-08-27,AVUV,ARHS,ARHAUS INC COMMON STOCK USD.001,1268834.0,0.04
2026-08-27,AVUV,AROC,ARCHROCK INC COMMON STOCK USD.01,5759425.0,0.59
2026-08-27,AVUV,AROW,ARROW FINANCIAL CORP COMMON STOCK USD1.0,410557.0,0.05
2026-08-27,AVUV,ARW,ARROW ELECTRONICS INC COMMON STOCK USD1.0,51107.0,0.03
2026-08-27,AVUV,ASB,ASSOCIATED BANC CORP COMMON STOCK USD.01,4004916.0,0.39
2026-08-27,AVUV,ASC,ARDMORE SHIPPING CORP COMMON STOCK USD.01,1537475.0,0.08
2026-08-27,AVUV,ASH,ASHLAND INC COMMON STOCK,502661.0,0.12
2026-08-27,AVUV,ASIC,ATEGRITY SPECIALTY HOLDINGS COMMON STOCK,463.0,0.0
2026-08-27,AVUV,ASIX,ADVANSIX INC COMMON STOCK USD.01,1283268.0,0.07
2026-08-27,AVUV,ASLE,AERSALE CORP COMMON STOCK USD.0001,1175861.0,0.02
2026-08-27,AVUV,ASO,ACADEMY SPORTS + OUTDOORS IN COMMON STOCK USD.01,2250895.0,0.31
2026-08-27,AVUV,ASPN,ASPEN AEROGELS INC COMMON STOCK USD.00001,2554816.0,0.04
2026-08-27,AVUV,ASTE,ASTEC INDUSTRIES INC COMMON STOCK USD.2,99077.0,0.01
2026-08-27,AVUV,ATKR,ATKORE INC COMMON STOCK USD.01,1727223.0,0.52
2026-08-27,AVUV,ATLC,ATLANTICUS HOLDINGS CORP COMMON STOCK,211508.0,0.06
2026-08-27,AVUV,ATLO,AMES NATIONAL CORP COMMON STOCK USD2.0,165707.0,0.02
2026-08-27,AVUV,ATNI,ATN INTERNATIONAL INC COMMON STOCK USD.01,545204.0,0.05
2026-08-27,AVUV,ATROB,ASTRONICS CORP CL B COMMON STOCK USD.01,25638.0,0.01
2026-08-27,AVUV,AVD,AMERICAN VANGUARD CORP COMMON STOCK USD.1,223966.0,0.0
2026-08-27,AVUV,AVO,MISSION PRODUCE INC COMMON STOCK USD.001,1387409.0,0.06
2026-08-27,AVUV,AVT,AVNET INC COMMON STOCK USD1.0,2004286.0,0.58
2026-08-27,AVUV,AX,AXOS FINANCIAL INC COMMON STOCK USD.01,1650901.0,0.51
2026-08-27,AVUV,AXR,AMREP CORP COMMON STOCK USD.1,4124.0,0.0
2026-08-27,AVUV,AXS,AXIS CAPITAL HOLDINGS LTD COMMON STOCK USD.0125,680966.0,0.21
2026-08-27,AVUV,AZTA,AZENTA INC COMMON STOCK USD.01,352900.0,0.04
