date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/10/2026,ARKW,TESLA INC,TSLA,88160R101,"382,699","$140,760,519.19",7.72%
09/10/2026,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"3,775,474","$97,935,418.01",5.37%
09/10/2026,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"814,502","$93,895,790.56",5.15%
09/10/2026,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,"975,879","$90,746,988.21",4.98%
09/10/2026,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,"557,134","$82,205,121.70",4.51%
09/10/2026,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"145,911","$76,033,492.55",4.17%
09/10/2026,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,"750,140","$71,218,291.60",3.91%
09/10/2026,ARKW,AMAZON.COM INC,AMZN,023135106,"271,568","$68,543,763.20",3.76%
09/10/2026,ARKW,BLOCK INC,XYZ,852234103,"847,017","$67,253,149.80",3.69%
09/10/2026,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"384,225","$67,131,792.00",3.68%
09/10/2026,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"512,860","$65,025,519.40",3.57%
09/10/2026,ARKW,NVIDIA CORP,NVDA,67066G104,"281,072","$62,797,106.24",3.45%
09/10/2026,ARKW,ALPHABET INC-CL C,GOOG,02079K107,"181,598","$59,633,151.24",3.27%
09/10/2026,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"85,639","$55,981,357.91",3.07%
09/10/2026,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,"240,967","$47,277,725.40",2.59%
09/10/2026,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"271,958","$46,105,039.74",2.53%
09/10/2026,ARKW,BROADCOM INC,AVGO,11135F101,"122,935","$44,795,055.30",2.46%
09/10/2026,ARKW,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"62,528","$42,400,974.63",2.33%
09/10/2026,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"92,547","$40,291,261.92",2.21%
09/10/2026,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"125,129","$39,313,029.22",2.16%
09/10/2026,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"170,164","$38,332,844.28",2.10%
09/10/2026,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"179,270","$37,252,306.00",2.04%
09/10/2026,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"821,290","$36,563,830.80",2.01%
09/10/2026,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"1,500,973","$36,338,556.33",1.99%
09/10/2026,ARKW,EVERPURE INC-A,P,74624M102,"326,359","$31,676,404.54",1.74%
