reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-10,ARKW,TESLA INC,TSLA,88160R101,382699,140760519.19,7.72
2026-09-10,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,814502,93895790.56,5.15
2026-09-10,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,975879,90746988.21,4.98
2026-09-10,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,557134,82205121.7,4.51
2026-09-10,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,145911,76033492.55,4.17
2026-09-10,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,750140,71218291.6,3.91
2026-09-10,ARKW,AMAZON.COM INC,AMZN,023135106,271568,68543763.2,3.76
2026-09-10,ARKW,BLOCK INC,XYZ,852234103,847017,67253149.8,3.69
2026-09-10,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,384225,67131792.0,3.68
2026-09-10,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,512860,65025519.4,3.57
2026-09-10,ARKW,NVIDIA CORP,NVDA,67066G104,281072,62797106.24,3.45
2026-09-10,ARKW,ALPHABET INC-CL C,GOOG,02079K107,181598,59633151.24,3.27
2026-09-10,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,85639,55981357.91,3.07
2026-09-10,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,240967,47277725.4,2.59
2026-09-10,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,271958,46105039.74,2.53
2026-09-10,ARKW,BROADCOM INC,AVGO,11135F101,122935,44795055.3,2.46
2026-09-10,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,92547,40291261.92,2.21
2026-09-10,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,125129,39313029.22,2.16
2026-09-10,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,170164,38332844.28,2.1
2026-09-10,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,179270,37252306.0,2.04
2026-09-10,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,821290,36563830.8,2.01
2026-09-10,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,1500973,36338556.33,1.99
2026-09-10,ARKW,EVERPURE INC-A,P,74624M102,326359,31676404.54,1.74
2026-09-10,ARKW,BULLISH,BLSH,G16910120,860751,29558189.34,1.62
2026-09-10,ARKW,RUBRIK INC-A,RBRK,781154109,328586,29185008.52,1.6
2026-09-10,ARKW,GITLAB INC-CL A,GTLB,37637K108,623513,28887357.29,1.58
2026-09-10,ARKW,TOAST INC-CLASS A,TOST,888787108,708588,22993680.6,1.26
2026-09-10,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,40985,21435155.0,1.18
2026-09-10,ARKW,MERCADOLIBRE INC,MELI,58733R102,10993,20626495.69,1.13
2026-09-10,ARKW,NETFLIX INC,NFLX,64110L106,264085,20078382.55,1.1
2026-09-10,ARKW,DOORDASH INC - A,DASH,25809K105,93078,18359170.11,1.01
2026-09-10,ARKW,SNOWFLAKE INC,SNOW,833445109,54321,18006325.08,0.99
2026-09-10,ARKW,FIGMA INC-CL A,FIG,316841105,791137,17412925.37,0.96
2026-09-10,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,2398172,16859149.16,0.92
2026-09-10,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,619811,14664728.26,0.8
2026-09-10,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,63300,10737579.0,0.59
2026-09-10,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,791787,7498222.89,0.41
2026-09-10,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,493327,4124213.72,0.23
2026-09-10,ARKW,ALPHABET INC-CL A,GOOGL,02079K305,556,183841.4,0.01
