reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-16,ARKF,BLOCK INC,XYZ,852234103,790528,61906247.68,7.82
2026-09-16,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,422127,54817412.22,6.93
2026-09-16,ARKF,CIRCLE INTERNET GROUP INC,CRCL,172573107,593572,51225263.6,6.47
2026-09-16,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,433692,47901281.4,6.05
2026-09-16,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,256234,44100433.74,5.57
2026-09-16,ARKF,TOAST INC-CLASS A,TOST,888787108,1113239,35445529.76,4.48
2026-09-16,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,192421,33204167.76,4.2
2026-09-16,ARKF,META PLATFORMS INC-CLASS A,META,30303M102,44083,29546189.92,3.73
2026-09-16,ARKF,AMAZON.COM INC,AMZN,023135106,117160,29104887.2,3.68
2026-09-16,ARKF,BULLISH,BLSH,G16910120,745851,26447876.46,3.34
2026-09-16,ARKF,MERCADOLIBRE INC,MELI,58733R102,12996,23768904.24,3.0
2026-09-16,ARKF,NVIDIA CORP,NVDA,67066G104,111999,23762827.83,3.0
2026-09-16,ARKF,SOFI TECHNOLOGIES INC,SOFI,83406F102,1137249,19412840.43,2.45
2026-09-16,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,79132,19188718.68,2.42
2026-09-16,ARKF,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,734466,17333397.6,2.19
2026-09-16,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,320209,16087300.16,2.03
2026-09-16,ARKF,SEA LTD-ADR,SE,81141R100,152376,15641396.4,1.98
2026-09-16,ARKF,ADYEN NV,ADYEN,BZ1HM42,14294,15368260.55,1.94
2026-09-16,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,1082126,15355367.94,1.94
2026-09-16,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,26476,14780491.76,1.87
2026-09-16,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,82300,13852736.0,1.75
2026-09-16,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,26224,13222140.8,1.67
2026-09-16,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,509034,12542597.76,1.58
2026-09-16,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,107399,11676419.28,1.48
2026-09-16,ARKF,DOORDASH INC - A,DASH,25809K105,56481,11197923.06,1.42
2026-09-16,ARKF,CLOUDFLARE INC - CLASS A,NET,18915M107,30470,9970698.1,1.26
2026-09-16,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,685041,9665928.51,1.22
2026-09-16,ARKF,SECURITIZE CORP,SECZ,81517B101,1179868,9403547.96,1.19
2026-09-16,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,247851,7103409.66,0.9
2026-09-16,ARKF,ZILLOW GROUP INC - C,Z,98954M200,146765,4772797.8,0.6
2026-09-16,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,497416,4653223.37,0.59
2026-09-16,ARKF,PAYPAY CORP,PAYP,70450C101,235647,4199229.54,0.53
2026-09-16,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,39943,3944770.68,0.5
2026-09-16,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,402842,3214679.16,0.41
2026-09-16,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,390059,797670.66,0.1
2026-09-16,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,4307,470927.38,0.06
