date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/16/2026,ARKF,SEA LTD-ADR,SE,81141R100,"152,376","$15,641,396.40",1.98%
09/16/2026,ARKF,ADYEN NV,ADYEN,BZ1HM42,"14,294","$15,368,260.55",1.94%
09/16/2026,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,"1,082,126","$15,355,367.94",1.94%
09/16/2026,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"26,476","$14,780,491.76",1.87%
09/16/2026,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,"82,300","$13,852,736.00",1.75%
09/16/2026,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,"26,224","$13,222,140.80",1.67%
09/16/2026,ARKF,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"13,150,667","$13,150,666.71",1.66%
09/16/2026,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"509,034","$12,542,597.76",1.58%
09/16/2026,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,"107,399","$11,676,419.28",1.48%
09/16/2026,ARKF,DOORDASH INC - A,DASH,25809K105,"56,481","$11,197,923.06",1.42%
09/16/2026,ARKF,CLOUDFLARE INC - CLASS A,NET,18915M107,"30,470","$9,970,698.10",1.26%
09/16/2026,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,"685,041","$9,665,928.51",1.22%
09/16/2026,ARKF,SECURITIZE CORP,SECZ,81517B101,"1,179,868","$9,403,547.96",1.19%
09/16/2026,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,"247,851","$7,103,409.66",0.90%
09/16/2026,ARKF,ZILLOW GROUP INC - C,Z,98954M200,"146,765","$4,772,797.80",0.60%
09/16/2026,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"497,416","$4,653,223.37",0.59%
09/16/2026,ARKF,PAYPAY CORP,PAYP,70450C101,"235,647","$4,199,229.54",0.53%
09/16/2026,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,"39,943","$3,944,770.68",0.50%
09/16/2026,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"402,842","$3,214,679.16",0.41%
09/16/2026,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,"390,059","$797,670.66",0.10%
09/16/2026,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"4,307","$470,927.38",0.06%
09/16/2026,ARKF,BRERA HOLDINGS PLC-CL B,,G13311132,"47,967","$155,892.75",0.02%
09/16/2026,ARKF,BRERA HOLDINGS PLC WTS,,BREADUMMY,"78,805","$101,658.84",0.01%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
