date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/16/2026,ARKF,BLOCK INC,XYZ,852234103,"790,528","$61,906,247.68",7.82%
09/16/2026,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,"422,127","$54,817,412.22",6.93%
09/16/2026,ARKF,CIRCLE INTERNET GROUP INC,CRCL,172573107,"593,572","$51,225,263.60",6.47%
09/16/2026,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,"433,692","$47,901,281.40",6.05%
09/16/2026,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"256,234","$44,100,433.74",5.57%
09/16/2026,ARKF,ARK BITCOIN ETF HOLDCO (ARKF),,MM005473T,"1,630,859","$41,146,409.48",5.20%
09/16/2026,ARKF,TOAST INC-CLASS A,TOST,888787108,"1,113,239","$35,445,529.76",4.48%
09/16/2026,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"192,421","$33,204,167.76",4.20%
09/16/2026,ARKF,META PLATFORMS INC-CLASS A,META,30303M102,"44,083","$29,546,189.92",3.73%
09/16/2026,ARKF,AMAZON.COM INC,AMZN,023135106,"117,160","$29,104,887.20",3.68%
09/16/2026,ARKF,BULLISH,BLSH,G16910120,"745,851","$26,447,876.46",3.34%
09/16/2026,ARKF,MERCADOLIBRE INC,MELI,58733R102,"12,996","$23,768,904.24",3.00%
09/16/2026,ARKF,NVIDIA CORP,NVDA,67066G104,"111,999","$23,762,827.83",3.00%
09/16/2026,ARKF,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"31,991","$21,693,474.59",2.74%
09/16/2026,ARKF,SOFI TECHNOLOGIES INC,SOFI,83406F102,"1,137,249","$19,412,840.43",2.45%
09/16/2026,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"79,132","$19,188,718.68",2.42%
09/16/2026,ARKF,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"734,466","$17,333,397.60",2.19%
09/16/2026,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,"320,209","$16,087,300.16",2.03%
