fund,ticker,company,previous_reported_date,current_reported_date,previous_shares,current_shares,raw_shares_delta,previous_weight,current_weight,weight_delta,estimated_creation_redemption_factor,flow_factor_confidence,flow_factor_sample_size,flow_adjusted_manager_delta,flow_adjusted_direction
ARKG,MASS,908 DEVICES INC,2026-09-24,2026-09-25,1926581,1919498,-7083,1.01,1.01,0.0,-0.0036761366517567007,0.96875,32,-0.6249733220320195,Flow/Noise
ARKG,TEM,TEMPUS AI INC-CL A,2026-09-24,2026-09-25,2415383,2406503,-8880,8.88,9.08,0.1999999999999993,-0.0036761366517567007,0.96875,32,-0.7220256701111794,Flow/Noise
ARKG,CERS,CERUS CORP,2026-09-24,2026-09-25,7558130,7530344,-27786,0.94,0.9,-0.039999999999999925,-0.0036761366517567007,0.96875,32,-1.2812882578000426,Flow/Noise
ARKG,PRME,PRIME MEDICINE INC,2026-09-24,2026-09-25,7597275,7569345,-27930,1.14,1.07,-0.06999999999999984,-0.0036761366517567007,0.96875,32,-1.378919024951756,Flow/Noise
ARKG,PACB,PACIFIC BIOSCIENCES OF CALIF,2026-09-24,2026-09-25,10748811,10709295,-39516,0.73,0.78,0.050000000000000044,-0.0036761366517567007,0.96875,32,-1.9019200950860977,Flow/Noise
ARKG,PSNL,PERSONALIS INC,2026-09-24,2026-09-25,6640689,6616275,-24414,5.21,5.03,-0.17999999999999972,-0.0036761366517567007,0.96875,32,-1.9197741821408272,Flow/Noise
ARKG,RXRX,RECURSION PHARMACEUTICALS-A,2026-09-24,2026-09-25,13791007,13740307,-50700,2.45,2.45,0.0,-0.0036761366517567007,0.96875,32,-2.3737026676535606,Flow/Noise
ARKG,ABSI,ABSCI CORP,2026-09-24,2026-09-25,10402625,10364381,-38244,4.87,4.92,0.04999999999999982,-0.0036761366517567007,0.96875,32,-2.5289630200713873,Flow/Noise
ARKF,ABNB,AIRBNB INC-CLASS A,2026-09-24,2026-09-25,85096,85096,0,1.48,1.49,0.010000000000000009,0.0,1.0,36,0.0,Flow/Noise
ARKF,ADYEN,ADYEN NV,2026-09-24,2026-09-25,14774,14774,0,1.69,1.64,-0.050000000000000044,0.0,1.0,36,0.0,Flow/Noise
ARKF,AMD,ADVANCED MICRO DEVICES,2026-09-24,2026-09-25,27112,27112,0,1.94,1.97,0.030000000000000027,0.0,1.0,36,0.0,Flow/Noise
ARKF,AMZN,AMAZON.COM INC,2026-09-24,2026-09-25,121132,121132,0,3.52,3.49,-0.029999999999999805,0.0,1.0,36,0.0,Flow/Noise
ARKF,BABA,ALIBABA GROUP HOLDING-SP ADR,2026-09-24,2026-09-25,4451,4451,0,0.06,0.06,0.0,0.0,1.0,36,0.0,Flow/Noise
ARKF,BLSH,BULLISH,2026-09-24,2026-09-25,771195,771195,0,3.61,3.54,-0.06999999999999984,0.0,1.0,36,0.0,Flow/Noise
ARKF,BMNR,BITMINE IMMERSION TECHNOLOGI,2026-09-24,2026-09-25,759426,759426,0,2.43,2.46,0.029999999999999805,0.0,1.0,36,0.0,Flow/Noise
ARKF,CNTN,CANTON STRATEGIC HOLDINGS IN,2026-09-24,2026-09-25,403307,403307,0,0.11,0.11,0.0,0.0,1.0,36,0.0,Flow/Noise
ARKF,COIN,COINBASE GLOBAL INC -CLASS A,2026-09-24,2026-09-25,264934,264934,0,6.12,6.1,-0.020000000000000462,0.0,1.0,36,0.0,Flow/Noise
ARKF,CRCL,CIRCLE INTERNET GROUP INC,2026-09-24,2026-09-25,613744,613744,0,6.56,6.6,0.040000000000000036,0.0,1.0,36,0.0,Flow/Noise
ARKF,CRWD,CROWDSTRIKE HOLDINGS INC - A,2026-09-24,2026-09-25,73289,73289,0,2.24,2.2,-0.040000000000000036,0.0,1.0,36,0.0,Flow/Noise
ARKF,DASH,DOORDASH INC - A,2026-09-24,2026-09-25,58401,58401,0,1.29,1.27,-0.020000000000000018,0.0,1.0,36,0.0,Flow/Noise
ARKF,DKNG UW,DRAFTKINGS INC-CL A,2026-09-24,2026-09-25,526338,526338,0,1.3,1.29,-0.010000000000000009,0.0,1.0,36,0.0,Flow/Noise
ARKF,ETHQ/U,3IQ ETHER STAKING ETF,2026-09-24,2026-09-25,514324,514324,0,0.62,0.62,0.0,0.0,1.0,36,0.0,Flow/Noise
ARKF,ETOR,ETORO GROUP LTD-A,2026-09-24,2026-09-25,256275,256275,0,0.81,0.79,-0.020000000000000018,0.0,1.0,36,0.0,Flow/Noise
ARKF,FUTU,FUTU HOLDINGS LTD-ADR,2026-09-24,2026-09-25,111047,111047,0,1.42,1.4,-0.020000000000000018,0.0,1.0,36,0.0,Flow/Noise
ARKF,HOOD,ROBINHOOD MARKETS INC - A,2026-09-24,2026-09-25,433692,433692,0,6.2,6.06,-0.14000000000000057,0.0,1.0,36,0.0,Flow/Noise
ARKF,KLAR,KLARNA GROUP PLC,2026-09-24,2026-09-25,708321,708321,0,1.07,1.05,-0.020000000000000018,0.0,1.0,36,0.0,Flow/Noise
ARKF,KSPI,JSC KASPI.KZ ADR,2026-09-24,2026-09-25,41299,41299,0,0.45,0.44,-0.010000000000000009,0.0,1.0,36,0.0,Flow/Noise
ARKF,MELI,MERCADOLIBRE INC,2026-09-24,2026-09-25,13428,13428,0,2.82,2.72,-0.09999999999999964,0.0,1.0,36,0.0,Flow/Noise
ARKF,META,META PLATFORMS INC-CLASS A,2026-09-24,2026-09-25,51314,51314,0,4.45,4.61,0.16000000000000014,0.0,1.0,36,0.0,Flow/Noise
ARKF,NET,CLOUDFLARE INC - CLASS A,2026-09-24,2026-09-25,31502,31502,0,1.29,1.31,0.020000000000000018,0.0,1.0,36,0.0,Flow/Noise
ARKF,NU UN,NU HOLDINGS LTD/CAYMAN ISL-A,2026-09-24,2026-09-25,1118906,1118906,0,1.78,1.75,-0.030000000000000027,0.0,1.0,36,0.0,Flow/Noise
ARKF,NVDA,NVIDIA CORP,2026-09-24,2026-09-25,115803,115803,0,3.04,3.01,-0.03000000000000025,0.0,1.0,36,0.0,Flow/Noise
ARKF,PAYP,PAYPAY CORP,2026-09-24,2026-09-25,243651,243651,0,0.47,0.47,0.0,0.0,1.0,36,0.0,Flow/Noise
ARKF,PLTR,PALANTIR TECHNOLOGIES INC-A,2026-09-24,2026-09-25,198961,198961,0,4.45,4.43,-0.020000000000000462,0.0,1.0,36,0.0,Flow/Noise
ARKF,RBLX,ROBLOX CORP -CLASS A,2026-09-24,2026-09-25,331093,331093,0,1.89,1.87,-0.019999999999999796,0.0,1.0,36,0.0,Flow/Noise
ARKF,SE,SEA LTD-ADR,2026-09-24,2026-09-25,157548,157548,0,1.9,1.83,-0.06999999999999984,0.0,1.0,36,0.0,Flow/Noise
ARKF,SECZ,SECURITIZE CORP,2026-09-24,2026-09-25,1219972,1219972,0,2.04,2.33,0.29000000000000004,0.0,1.0,36,0.0,Flow/Noise
ARKF,SHOP,SHOPIFY INC - CLASS A,2026-09-24,2026-09-25,436467,436467,0,7.24,7.32,0.08000000000000007,0.0,1.0,36,0.0,Flow/Noise
ARKF,SOFI,SOFI TECHNOLOGIES INC,2026-09-24,2026-09-25,1175901,1175901,0,2.27,2.28,0.009999999999999787,0.0,1.0,36,0.0,Flow/Noise
ARKF,SOLQ/U,3IQ SOLANA STAKING ETF,2026-09-24,2026-09-25,418235,418235,0,0.45,0.47,0.019999999999999962,0.0,1.0,36,0.0,Flow/Noise
ARKF,SPOT,SPOTIFY TECHNOLOGY SA,2026-09-24,2026-09-25,27376,27376,0,1.63,1.62,-0.009999999999999787,0.0,1.0,36,0.0,Flow/Noise
ARKF,TOST,TOAST INC-CLASS A,2026-09-24,2026-09-25,1151075,1151075,0,4.0,4.01,0.009999999999999787,0.0,1.0,36,0.0,Flow/Noise
ARKF,XYZ,BLOCK INC,2026-09-24,2026-09-25,817396,817396,0,7.12,7.25,0.1299999999999999,0.0,1.0,36,0.0,Flow/Noise
ARKF,Z,ZILLOW GROUP INC - C,2026-09-24,2026-09-25,151745,151745,0,0.51,0.49,-0.020000000000000018,0.0,1.0,36,0.0,Flow/Noise
ARKX,2618,JD LOGISTICS INC,2026-09-24,2026-09-25,5761758,5761758,0,0.97,0.97,0.0,0.0,1.0,34,0.0,Flow/Noise
ARKX,6301,KOMATSU LTD,2026-09-24,2026-09-25,526325,526325,0,3.01,3.07,0.06000000000000005,0.0,1.0,34,0.0,Flow/Noise
ARKX,ACHR,ARCHER AVIATION INC-A,2026-09-24,2026-09-25,4875699,4875699,0,3.6,3.58,-0.020000000000000018,0.0,1.0,34,0.0,Flow/Noise
ARKX,AIR,AIRBUS SE,2026-09-24,2026-09-25,31664,31664,0,0.91,0.9,-0.010000000000000009,0.0,1.0,34,0.0,Flow/Noise
ARKX,AMD,ADVANCED MICRO DEVICES,2026-09-24,2026-09-25,65326,65326,0,5.19,5.29,0.09999999999999964,0.0,1.0,34,0.0,Flow/Noise
ARKX,AMZN,AMAZON.COM INC,2026-09-24,2026-09-25,135960,135960,0,4.38,4.37,-0.009999999999999787,0.0,1.0,34,0.0,Flow/Noise
ARKX,AVAV,AEROVIRONMENT INC,2026-09-24,2026-09-25,244946,244946,0,4.94,5.0,0.05999999999999961,0.0,1.0,34,0.0,Flow/Noise
ARKX,BWXT,BWX TECHNOLOGIES INC,2026-09-24,2026-09-25,79950,79950,0,1.47,1.43,-0.040000000000000036,0.0,1.0,34,0.0,Flow/Noise
ARKX,DASH,DOORDASH INC - A,2026-09-24,2026-09-25,73452,73452,0,1.8,1.77,-0.030000000000000027,0.0,1.0,34,0.0,Flow/Noise
ARKX,DE,DEERE & CO,2026-09-24,2026-09-25,63032,63032,0,5.78,5.64,-0.14000000000000057,0.0,1.0,34,0.0,Flow/Noise
ARKX,ESLT,ELBIT SYSTEMS LTD,2026-09-24,2026-09-25,13936,13936,0,1.34,1.33,-0.010000000000000009,0.0,1.0,34,0.0,Flow/Noise
ARKX,GOOG,ALPHABET INC-CL C,2026-09-24,2026-09-25,88638,88638,0,3.84,3.87,0.03000000000000025,0.0,1.0,34,0.0,Flow/Noise
ARKX,GOOGL,ALPHABET INC-CL A,2026-09-24,2026-09-25,1617,1617,0,0.07,0.07,0.0,0.0,1.0,34,0.0,Flow/Noise
ARKX,GRMN UN,GARMIN LTD,2026-09-24,2026-09-25,40056,40056,0,1.49,1.52,0.030000000000000027,0.0,1.0,34,0.0,Flow/Noise
ARKX,HEI,HEICO CORP,2026-09-24,2026-09-25,36787,36787,0,1.48,1.45,-0.030000000000000027,0.0,1.0,34,0.0,Flow/Noise
ARKX,HO,THALES SA,2026-09-24,2026-09-25,54319,54319,0,1.91,1.85,-0.05999999999999983,0.0,1.0,34,0.0,Flow/Noise
ARKX,HONA,HONEYWELL AEROSPACE INC,2026-09-24,2026-09-25,19070,19070,0,0.4,0.39,-0.010000000000000009,0.0,1.0,34,0.0,Flow/Noise
ARKX,IRDM,IRIDIUM COMMUNICATIONS INC,2026-09-24,2026-09-25,73782,73782,0,0.46,0.46,0.0,0.0,1.0,34,0.0,Flow/Noise
ARKX,JOBY,JOBY AVIATION INC,2026-09-24,2026-09-25,2202483,2202483,0,1.78,1.79,0.010000000000000009,0.0,1.0,34,0.0,Flow/Noise
ARKX,KTOS,KRATOS DEFENSE & SECURITY,2026-09-24,2026-09-25,972921,972921,0,5.8,5.89,0.08999999999999986,0.0,1.0,34,0.0,Flow/Noise
ARKX,LHX,L3HARRIS TECHNOLOGIES INC,2026-09-24,2026-09-25,197139,197139,0,6.09,6.04,-0.04999999999999982,0.0,1.0,34,0.0,Flow/Noise
ARKX,LMT,LOCKHEED MARTIN CORP,2026-09-24,2026-09-25,12835,12835,0,0.87,0.87,0.0,0.0,1.0,34,0.0,Flow/Noise
ARKX,LUNR,INTUITIVE MACHINES INC,2026-09-24,2026-09-25,1012598,1012598,0,1.99,2.05,0.05999999999999983,0.0,1.0,34,0.0,Flow/Noise
ARKX,NVDA,NVIDIA CORP,2026-09-24,2026-09-25,149875,149875,0,4.37,4.33,-0.040000000000000036,0.0,1.0,34,0.0,Flow/Noise
ARKX,PLTR,PALANTIR TECHNOLOGIES INC-A,2026-09-24,2026-09-25,157314,157314,0,3.9,3.9,0.0,0.0,1.0,34,0.0,Flow/Noise
ARKX,RKLB UQ,ROCKET LAB,2026-09-24,2026-09-25,636104,636104,0,5.78,6.03,0.25,0.0,1.0,34,0.0,Flow/Noise
ARKX,SNPS,SYNOPSYS INC,2026-09-24,2026-09-25,18026,18026,0,0.96,0.99,0.030000000000000027,0.0,1.0,34,0.0,Flow/Noise
ARKX,SPCX,SPACE EXPLORATION TECHN-CL A,2026-09-24,2026-09-25,543251,543251,0,10.41,10.35,-0.0600000000000005,0.0,1.0,34,0.0,Flow/Noise
ARKX,TDY,TELEDYNE TECHNOLOGIES INC,2026-09-24,2026-09-25,13413,13413,0,1.08,1.06,-0.020000000000000018,0.0,1.0,34,0.0,Flow/Noise
ARKX,TER,TERADYNE INC,2026-09-24,2026-09-25,78135,78135,0,3.93,3.9,-0.03000000000000025,0.0,1.0,34,0.0,Flow/Noise
ARKX,TRMB,TRIMBLE INC,2026-09-24,2026-09-25,428576,428576,0,3.29,3.18,-0.10999999999999988,0.0,1.0,34,0.0,Flow/Noise
ARKX,TSLA,TESLA INC,2026-09-24,2026-09-25,70857,70857,0,3.48,3.45,-0.029999999999999805,0.0,1.0,34,0.0,Flow/Noise
ARKX,TSM,TAIWAN SEMICONDUCTOR-SP ADR,2026-09-24,2026-09-25,32443,32443,0,1.87,1.88,0.009999999999999787,0.0,1.0,34,0.0,Flow/Noise
ARKX,XE,X-ENERGY INC,2026-09-24,2026-09-25,590052,590052,0,1.25,1.19,-0.06000000000000005,0.0,1.0,34,0.0,Flow/Noise
