reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-25,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,1176903,216585459.09,9.94
2026-09-25,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,2496137,209950083.07,9.64
2026-09-25,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,2406503,197910806.72,9.08
2026-09-25,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2090265,116427760.5,5.34
2026-09-25,ARKG,PERSONALIS INC,PSNL,71535D106,6616275,109631676.75,5.03
2026-09-25,ARKG,ABSCI CORP,ABSI,00091E109,10364381,107219521.45,4.92
2026-09-25,ARKG,GUARDANT HEALTH INC,GH,40131M109,570668,100694368.6,4.62
2026-09-25,ARKG,ILLUMINA INC,ILMN,452327109,362471,99280806.9,4.56
2026-09-25,ARKG,NATERA INC,NTRA,632307104,241927,98897338.33,4.54
2026-09-25,ARKG,CAREDX INC,CDNA,14167L103,1474024,90460852.88,4.15
2026-09-25,ARKG,ELI LILLY & CO,LLY,532457108,63970,75605503.3,3.47
2026-09-25,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,2641723,65144889.18,2.99
2026-09-25,ARKG,SCHRODINGER INC,SDGR,80810D103,2199509,64775540.05,2.97
2026-09-25,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,4497061,58866528.49,2.7
2026-09-25,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,13740307,53449794.23,2.45
2026-09-25,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,1787950,52869681.5,2.43
2026-09-25,ARKG,VERACYTE INC,VCYT,92337F107,1034667,50222736.18,2.3
2026-09-25,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,4806275,45227047.75,2.08
2026-09-25,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,504833,44667623.84,2.05
2026-09-25,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,1694558,40076296.7,1.84
2026-09-25,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,2761499,38992365.88,1.79
2026-09-25,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,854168,37421100.08,1.72
2026-09-25,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,964294,32014560.8,1.47
2026-09-25,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2583638,31417038.08,1.44
2026-09-25,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,1539700,24619803.0,1.13
2026-09-25,ARKG,PRIME MEDICINE INC,PRME,74168J101,7569345,23237889.15,1.07
2026-09-25,ARKG,908 DEVICES INC,MASS,65443P102,1919498,22112616.96,1.01
2026-09-25,ARKG,CERUS CORP,CERS,157085101,7530344,19654197.84,0.9
2026-09-25,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,10709295,16920686.1,0.78
2026-09-25,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,728442,15741631.62,0.72
2026-09-25,ARKG,FREENOME INC,FRNM,35661P100,726837,11636660.37,0.53
2026-09-25,ARKG,QUANTUM-SI INC,QSI,74765K105,6811065,5346686.03,0.25
