reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-02,ARKW,TESLA INC,TSLA,88160R101,382699,136275286.91,7.66
2026-09-02,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,975879,87321652.92,4.91
2026-09-02,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,814502,84309102.02,4.74
2026-09-02,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,557134,79241168.82,4.45
2026-09-02,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,517930,72416972.6,4.07
2026-09-02,ARKW,AMAZON.COM INC,AMZN,023135106,271568,69228114.56,3.89
2026-09-02,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,384225,67938664.5,3.82
2026-09-02,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,147471,67779146.31,3.81
2026-09-02,ARKW,BLOCK INC,XYZ,852234103,847017,65965683.96,3.71
2026-09-02,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,750140,61398959.0,3.45
2026-09-02,ARKW,NVIDIA CORP,NVDA,67066G104,281072,61116295.68,3.43
2026-09-02,ARKW,ALPHABET INC-CL C,GOOG,02079K107,181598,60295983.94,3.39
2026-09-02,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,271958,48930683.36,2.75
2026-09-02,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,80852,46776116.08,2.63
2026-09-02,ARKW,BROADCOM INC,AVGO,11135F101,122935,45446610.8,2.55
2026-09-02,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,240967,41595723.54,2.34
2026-09-02,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,179270,38555598.9,2.17
2026-09-02,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,92547,38314458.0,2.15
2026-09-02,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,170164,38089509.76,2.14
2026-09-02,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,125129,35725580.79,2.01
2026-09-02,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,1500973,35077739.01,1.97
2026-09-02,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,821290,33401864.3,1.88
2026-09-02,ARKW,EVERPURE INC-A,P,74624M102,326359,30605947.02,1.72
2026-09-02,ARKW,RUBRIK INC-A,RBRK,781154109,328586,29047002.4,1.63
2026-09-02,ARKW,BULLISH,BLSH,G16910120,860751,28456428.06,1.6
2026-09-02,ARKW,GITLAB INC-CL A,GTLB,37637K108,623513,28114201.17,1.58
2026-09-02,ARKW,TOAST INC-CLASS A,TOST,888787108,708588,23801470.92,1.34
2026-09-02,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,40985,22301987.75,1.25
2026-09-02,ARKW,FIGMA INC-CL A,FIG,316841105,791137,21518926.4,1.21
2026-09-02,ARKW,MERCADOLIBRE INC,MELI,58733R102,10993,21584645.57,1.21
2026-09-02,ARKW,NETFLIX INC,NFLX,64110L106,264085,21340708.85,1.2
2026-09-02,ARKW,DOORDASH INC - A,DASH,25809K105,93078,21003981.48,1.18
2026-09-02,ARKW,SNOWFLAKE INC,SNOW,833445109,54321,17371855.8,0.98
2026-09-02,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,2398172,17218874.96,0.97
2026-09-02,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,619811,14528369.84,0.82
2026-09-02,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,63300,11555098.5,0.65
2026-09-02,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,791787,7458633.54,0.42
2026-09-02,ARKW,ALPHABET INC-CL A,GOOGL,02079K305,12145,4068817.9,0.23
2026-09-02,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,484625,3949693.75,0.22
