reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-25,ARKK,TESLA INC,TSLA,88160R101,2164429,818024296.26,9.17
2026-09-25,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,3552415,525863992.45,5.9
2026-09-25,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,6387876,525338922.24,5.89
2026-09-25,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,4822555,448497615.0,5.03
2026-09-25,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,2047090,407800798.9,4.57
2026-09-25,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,6977740,388660118.0,4.36
2026-09-25,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2014420,370713712.6,4.16
2026-09-25,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,2975735,359528302.7,4.03
2026-09-25,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,3766636,316811753.96,3.55
2026-09-25,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,1892034,274647655.44,3.08
2026-09-25,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,413659,260299062.34,2.92
2026-09-25,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,1245375,239846771.25,2.69
2026-09-25,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,2577275,232289795.75,2.6
2026-09-25,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,1109533,229018706.53,2.57
2026-09-25,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,271459,211083803.81,2.37
2026-09-25,ARKK,NVIDIA CORP,NVDA,67066G104,939539,211001668.62,2.37
2026-09-25,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,8047519,198451818.54,2.23
2026-09-25,ARKK,BULLISH,BLSH,G16910120,5020294,199255468.86,2.23
2026-09-25,ARKK,BLOCK INC,XYZ,852234103,2542093,195080216.82,2.19
2026-09-25,ARKK,AMAZON.COM INC,AMZN,023135106,774434,193128350.92,2.17
2026-09-25,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,6484561,181762244.83,2.04
2026-09-25,ARKK,BROADCOM INC,AVGO,11135F101,393733,137948293.88,1.55
2026-09-25,ARKK,ALPHABET INC-CL C,GOOG,02079K107,364562,123590163.62,1.39
2026-09-25,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,346275,124250395.5,1.39
2026-09-25,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,9839063,119643006.08,1.34
2026-09-25,ARKK,ILLUMINA INC,ILMN,452327109,417088,114240403.2,1.28
2026-09-25,ARKK,ROCKET LAB,RKLB UQ,773121108,1556449,114570210.89,1.28
2026-09-25,ARKK,NATERA INC,NTRA,632307104,257905,105428984.95,1.18
2026-09-25,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,1186218,104956568.64,1.18
2026-09-25,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,18205991,103956208.61,1.17
2026-09-25,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,25192945,98000556.05,1.1
2026-09-25,ARKK,X-ENERGY INC,XE,98386P102,5715411,89846260.92,1.01
2026-09-25,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,192768,86967283.2,0.98
2026-09-25,ARKK,TERADYNE INC,TER,880770102,213211,82661904.7,0.93
2026-09-25,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1727727,81237723.54,0.91
2026-09-25,ARKK,VERACYTE INC,VCYT,92337F107,1558362,75642891.48,0.85
2026-09-25,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,464666,64439880.88,0.72
2026-09-25,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,2774669,46614439.2,0.52
2026-09-25,ARKK,ELI LILLY & CO,LLY,532457108,35274,41689987.86,0.47
2026-09-25,ARKK,CERUS CORP,CERS,157085101,11302443,29499376.23,0.33
2026-09-25,ARKK,ARK ACTIVE AUTOCALL INC ETF,ARKY,00214Q724,1411573,28909015.04,0.32
2026-09-25,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,15933054,25174225.32,0.28
