date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/23/2026,ARKK,TESLA INC,TSLA,88160R101,"2,404,837","$911,192,739.30",9.19%
09/23/2026,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,"3,947,047","$610,687,111.84",6.16%
09/23/2026,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,"7,198,021","$555,615,240.99",5.60%
09/23/2026,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,"5,358,235","$506,835,448.65",5.11%
09/23/2026,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"2,274,538","$457,341,355.66",4.61%
09/23/2026,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"7,752,964","$457,657,464.92",4.61%
09/23/2026,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"3,306,215","$410,797,213.75",4.14%
09/23/2026,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"2,238,196","$368,407,061.60",3.71%
09/23/2026,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"4,185,028","$337,731,759.60",3.41%
09/23/2026,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"2,102,202","$310,579,323.48",3.13%
09/23/2026,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,"459,451","$286,591,750.27",2.89%
09/23/2026,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,"1,232,653","$261,827,823.73",2.64%
09/23/2026,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"1,383,615","$255,954,938.85",2.58%
09/23/2026,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,"2,863,475","$248,435,091.00",2.50%
09/23/2026,ARKK,NVIDIA CORP,NVDA,67066G104,"1,043,867","$238,909,840.29",2.41%
09/23/2026,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"8,941,543","$231,854,209.99",2.34%
09/23/2026,ARKK,BULLISH,BLSH,G16910120,"5,578,006","$227,024,844.20",2.29%
09/23/2026,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,"301,483","$222,070,870.39",2.24%
09/23/2026,ARKK,AMAZON.COM INC,AMZN,023135106,"860,402","$219,385,301.96",2.21%
09/23/2026,ARKK,BLOCK INC,XYZ,852234103,"2,824,405","$218,976,119.65",2.21%
09/23/2026,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"7,204,921","$207,213,527.96",2.09%
09/23/2026,ARKK,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"254,476","$172,563,178.42",1.74%
09/23/2026,ARKK,BROADCOM INC,AVGO,11135F101,"437,365","$159,437,037.10",1.61%
09/23/2026,ARKK,ALPHABET INC-CL C,GOOG,02079K107,"404,954","$140,685,069.14",1.42%
09/23/2026,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,"384,723","$135,807,219.00",1.37%
09/23/2026,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"9,839,063","$124,857,709.47",1.26%
09/23/2026,ARKK,ROCKET LAB,RKLB UQ,773121108,"1,729,249","$124,471,343.02",1.26%
09/23/2026,ARKK,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"120,775,701","$120,775,700.77",1.22%
09/23/2026,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,"1,317,978","$119,672,402.40",1.21%
09/23/2026,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,"20,228,831","$115,102,048.39",1.16%
09/23/2026,ARKK,ILLUMINA INC,ILMN,452327109,"463,312","$114,651,187.52",1.16%
09/23/2026,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"27,992,089","$113,367,960.45",1.14%
09/23/2026,ARKK,NATERA INC,NTRA,632307104,"286,417","$111,960,405.30",1.13%
09/23/2026,ARKK,X-ENERGY INC,XE,98386P102,"6,350,451","$103,893,378.36",1.05%
09/23/2026,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"214,152","$96,796,704.00",0.98%
09/23/2026,ARKK,KALSHI INC.,,PPKALSHIC,"90,024","$95,999,805.72",0.97%
09/23/2026,ARKK,TERADYNE INC,TER,880770102,"236,755","$94,391,850.95",0.95%
09/23/2026,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"1,919,535","$90,160,558.95",0.91%
09/23/2026,ARKK,VERACYTE INC,VCYT,92337F107,"1,731,378","$75,072,550.08",0.76%
09/23/2026,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,"516,290","$74,609,067.90",0.75%
09/23/2026,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,"3,082,901","$52,902,581.16",0.53%
09/23/2026,ARKK,ELI LILLY & CO,LLY,532457108,"39,162","$45,825,022.68",0.46%
09/23/2026,ARKK,CERUS CORP,CERS,157085101,"12,558,267","$33,530,572.89",0.34%
