reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-23,ARKK,TESLA INC,TSLA,88160R101,2404837,911192739.3,9.19
2026-09-23,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,3947047,610687111.84,6.16
2026-09-23,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,7198021,555615240.99,5.6
2026-09-23,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,5358235,506835448.65,5.11
2026-09-23,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,2274538,457341355.66,4.61
2026-09-23,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,7752964,457657464.92,4.61
2026-09-23,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,3306215,410797213.75,4.14
2026-09-23,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2238196,368407061.6,3.71
2026-09-23,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,4185028,337731759.6,3.41
2026-09-23,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,2102202,310579323.48,3.13
2026-09-23,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,459451,286591750.27,2.89
2026-09-23,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,1232653,261827823.73,2.64
2026-09-23,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,1383615,255954938.85,2.58
2026-09-23,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,2863475,248435091.0,2.5
2026-09-23,ARKK,NVIDIA CORP,NVDA,67066G104,1043867,238909840.29,2.41
2026-09-23,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,8941543,231854209.99,2.34
2026-09-23,ARKK,BULLISH,BLSH,G16910120,5578006,227024844.2,2.29
2026-09-23,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,301483,222070870.39,2.24
2026-09-23,ARKK,AMAZON.COM INC,AMZN,023135106,860402,219385301.96,2.21
2026-09-23,ARKK,BLOCK INC,XYZ,852234103,2824405,218976119.65,2.21
2026-09-23,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,7204921,207213527.96,2.09
2026-09-23,ARKK,BROADCOM INC,AVGO,11135F101,437365,159437037.1,1.61
2026-09-23,ARKK,ALPHABET INC-CL C,GOOG,02079K107,404954,140685069.14,1.42
2026-09-23,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,384723,135807219.0,1.37
2026-09-23,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,9839063,124857709.47,1.26
2026-09-23,ARKK,ROCKET LAB,RKLB UQ,773121108,1729249,124471343.02,1.26
2026-09-23,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,1317978,119672402.4,1.21
2026-09-23,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,20228831,115102048.39,1.16
2026-09-23,ARKK,ILLUMINA INC,ILMN,452327109,463312,114651187.52,1.16
2026-09-23,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,27992089,113367960.45,1.14
2026-09-23,ARKK,NATERA INC,NTRA,632307104,286417,111960405.3,1.13
2026-09-23,ARKK,X-ENERGY INC,XE,98386P102,6350451,103893378.36,1.05
2026-09-23,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,214152,96796704.0,0.98
2026-09-23,ARKK,TERADYNE INC,TER,880770102,236755,94391850.95,0.95
2026-09-23,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1919535,90160558.95,0.91
2026-09-23,ARKK,VERACYTE INC,VCYT,92337F107,1731378,75072550.08,0.76
2026-09-23,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,516290,74609067.9,0.75
2026-09-23,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,3082901,52902581.16,0.53
2026-09-23,ARKK,ELI LILLY & CO,LLY,532457108,39162,45825022.68,0.46
2026-09-23,ARKK,CERUS CORP,CERS,157085101,12558267,33530572.89,0.34
2026-09-23,ARKK,ARK ACTIVE AUTOCALL INC ETF,ARKY,00214Q724,1405649,29153160.26,0.29
2026-09-23,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,17703390,26023983.3,0.26
