reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-22,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,2630820,208097862.0,9.51
2026-09-22,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,1240604,205729361.32,9.4
2026-09-22,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,2489383,194246555.49,8.87
2026-09-22,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2162253,126124217.49,5.76
2026-09-22,ARKG,PERSONALIS INC,PSNL,71535D106,6844139,111148817.36,5.08
2026-09-22,ARKG,ABSCI CORP,ABSI,00091E109,10721325,105283411.5,4.81
2026-09-22,ARKG,GUARDANT HEALTH INC,GH,40131M109,590296,102634765.52,4.69
2026-09-22,ARKG,NATERA INC,NTRA,632307104,250243,92750065.52,4.24
2026-09-22,ARKG,ILLUMINA INC,ILMN,452327109,374931,89541021.42,4.09
2026-09-22,ARKG,CAREDX INC,CDNA,14167L103,1524788,82841732.04,3.78
2026-09-22,ARKG,ELI LILLY & CO,LLY,532457108,66154,77062133.06,3.52
2026-09-22,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,4651929,69825454.29,3.19
2026-09-22,ARKG,SCHRODINGER INC,SDGR,80810D103,2275249,68803529.76,3.14
2026-09-22,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,2655774,67084851.24,3.06
2026-09-22,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,14213507,56427622.79,2.58
2026-09-22,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,1849522,51527682.92,2.35
2026-09-22,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,522193,51086141.19,2.33
2026-09-22,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,1752910,44541443.1,2.03
2026-09-22,ARKG,VERACYTE INC,VCYT,92337F107,1036407,43031618.64,1.97
2026-09-22,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,2856587,41963263.03,1.92
2026-09-22,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,4971783,40470313.62,1.85
2026-09-22,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,883568,39672203.2,1.81
2026-09-22,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,997502,34962445.1,1.6
2026-09-22,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2672594,32659098.68,1.49
2026-09-22,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,1592704,27681195.52,1.26
2026-09-22,ARKG,PRIME MEDICINE INC,PRME,74168J101,7830025,24977779.75,1.14
2026-09-22,ARKG,908 DEVICES INC,MASS,65443P102,1985606,21603393.28,0.99
2026-09-22,ARKG,CERUS CORP,CERS,157085101,7789680,19941580.8,0.91
2026-09-22,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,11078111,15066230.96,0.69
2026-09-22,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,478702,13427591.1,0.61
2026-09-22,ARKG,FREENOME INC,FRNM,35661P100,751869,12481025.4,0.57
2026-09-22,ARKG,QUANTUM-SI INC,QSI,74765K105,7045621,5325784.91,0.24
