reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-08,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,3019023,189141790.95,9.46
2026-09-08,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,2510103,162202855.86,8.11
2026-09-08,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,1287658,160596705.76,8.03
2026-09-08,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2143147,119566171.13,5.98
2026-09-08,ARKG,PERSONALIS INC,PSNL,71535D106,6901105,118699006.0,5.94
2026-09-08,ARKG,ABSCI CORP,ABSI,00091E109,10810561,95349148.02,4.77
2026-09-08,ARKG,GUARDANT HEALTH INC,GH,40131M109,535661,86461042.01,4.33
2026-09-08,ARKG,NATERA INC,NTRA,632307104,252322,82807033.96,4.14
2026-09-08,ARKG,ILLUMINA INC,ILMN,452327109,378046,82497198.12,4.13
2026-09-08,ARKG,CAREDX INC,CDNA,14167L103,1537479,78226931.52,3.91
2026-09-08,ARKG,ELI LILLY & CO,LLY,532457108,66700,76662312.0,3.84
2026-09-08,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,2421896,71833435.36,3.59
2026-09-08,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,4690646,62244872.42,3.11
2026-09-08,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,14331807,52024459.41,2.6
2026-09-08,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,1767498,46202397.72,2.31
2026-09-08,ARKG,SCHRODINGER INC,SDGR,80810D103,2294184,46090156.56,2.31
2026-09-08,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,2880359,45567279.38,2.28
2026-09-08,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,1864915,45280136.2,2.27
2026-09-08,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,526533,45276572.67,2.27
2026-09-08,ARKG,VERACYTE INC,VCYT,92337F107,969530,41234110.9,2.06
2026-09-08,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,5013160,36896857.6,1.85
2026-09-08,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2894313,36873547.62,1.84
2026-09-08,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,613691,35649310.19,1.78
2026-09-08,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,1005804,30978763.2,1.55
2026-09-08,ARKG,PRIME MEDICINE INC,PRME,74168J101,7895195,29212221.5,1.46
2026-09-08,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,1605955,26321602.45,1.32
2026-09-08,ARKG,CERUS CORP,CERS,157085101,7854514,20343191.26,1.02
2026-09-08,ARKG,908 DEVICES INC,MASS,65443P102,2002133,20121436.65,1.01
2026-09-08,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,11170315,15079925.25,0.75
2026-09-08,ARKG,FREENOME INC,FRNM,35661P100,758090,12364447.9,0.62
2026-09-08,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,408930,11724023.1,0.59
2026-09-08,ARKG,QUANTUM-SI INC,QSI,74765K105,7104260,5441863.16,0.27
