reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-04,ARKK,TESLA INC,TSLA,88160R101,1689178,635747477.97,9.62
2026-09-04,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,2772286,415122105.64,6.28
2026-09-04,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,3875780,400096769.4,6.06
2026-09-04,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,5285923,341787781.18,5.17
2026-09-04,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,1633719,314817651.3,4.76
2026-09-04,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,5325495,300837212.55,4.55
2026-09-04,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,2267482,282800355.04,4.28
2026-09-04,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,1525895,222597562.6,3.37
2026-09-04,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1657731,213366557.01,3.23
2026-09-04,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,3050322,192841356.84,2.92
2026-09-04,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,1044045,190569533.85,2.88
2026-09-04,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,5900176,173819184.96,2.63
2026-09-04,ARKK,NVIDIA CORP,NVDA,67066G104,733298,167521928.1,2.54
2026-09-04,ARKK,BLOCK INC,XYZ,852234103,1984004,165406413.48,2.5
2026-09-04,ARKK,AMAZON.COM INC,AMZN,023135106,624280,161626092.0,2.45
2026-09-04,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,1914713,161908131.28,2.45
2026-09-04,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,353393,161203750.88,2.44
2026-09-04,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,834107,158847337.08,2.4
2026-09-04,ARKK,BULLISH,BLSH,G16910120,4055663,146896113.86,2.22
2026-09-04,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,5212781,137878057.45,2.09
2026-09-04,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,9571604,121367938.72,1.84
2026-09-04,ARKK,BROADCOM INC,AVGO,11135F101,307479,109819199.64,1.66
2026-09-04,ARKK,ALPHABET INC-CL C,GOOG,02079K107,322586,109311491.96,1.65
2026-09-04,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,151268,92376342.24,1.4
2026-09-04,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,955651,83514340.89,1.26
2026-09-04,ARKK,X-ENERGY INC,XE,98386P102,4460031,79745354.28,1.21
2026-09-04,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,13640786,78570927.36,1.19
2026-09-04,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,270269,76894233.19,1.16
2026-09-04,ARKK,ILLUMINA INC,ILMN,452327109,334941,74243022.06,1.12
2026-09-04,ARKK,NATERA INC,NTRA,632307104,209266,68570190.22,1.04
2026-09-04,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,19659452,67628514.88,1.02
2026-09-04,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1348551,64865303.1,0.98
2026-09-04,ARKK,ROCKET LAB,RKLB UQ,773121108,1019580,65059399.8,0.98
2026-09-04,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,150495,62757919.95,0.95
2026-09-04,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,362613,58108733.25,0.88
2026-09-04,ARKK,TERADYNE INC,TER,880770102,166668,56410451.28,0.85
2026-09-04,ARKK,VERACYTE INC,VCYT,92337F107,1194415,53354518.05,0.81
2026-09-04,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,2165340,40080443.4,0.61
2026-09-04,ARKK,ELI LILLY & CO,LLY,532457108,27588,31991044.8,0.48
2026-09-04,ARKK,ALPHABET INC-CL A,GOOGL,02079K305,73581,25183833.06,0.38
2026-09-04,ARKK,CERUS CORP,CERS,157085101,8819865,22667053.05,0.34
2026-09-04,ARKK,ARK ACTIVE AUTOCALL INC ETF,ARKY,00214Q724,985722,20089014.36,0.3
2026-09-04,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,12433362,16163370.6,0.24
