date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/03/2026,ARKW,TESLA INC,TSLA,88160R101,"382,699","$136,627,369.99",7.67%
09/03/2026,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"3,775,474","$96,765,021.07",5.43%
09/03/2026,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"814,502","$87,143,568.98",4.89%
09/03/2026,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,"975,879","$86,501,914.56",4.85%
09/03/2026,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,"557,134","$78,394,325.14",4.40%
09/03/2026,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"512,860","$72,759,448.20",4.08%
09/03/2026,ARKW,BLOCK INC,XYZ,852234103,"847,017","$69,845,021.82",3.92%
09/03/2026,ARKW,AMAZON.COM INC,AMZN,023135106,"271,568","$69,244,408.64",3.88%
09/03/2026,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"384,225","$67,224,006.00",3.77%
09/03/2026,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"145,911","$66,690,081.66",3.74%
09/03/2026,ARKW,NVIDIA CORP,NVDA,67066G104,"281,072","$63,075,367.52",3.54%
09/03/2026,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,"750,140","$60,708,830.20",3.41%
09/03/2026,ARKW,ALPHABET INC-CL C,GOOG,02079K107,"181,598","$60,613,780.44",3.40%
09/03/2026,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"80,852","$47,933,108.20",2.69%
09/03/2026,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"271,958","$46,086,002.68",2.59%
09/03/2026,ARKW,BROADCOM INC,AVGO,11135F101,"122,935","$45,146,649.40",2.53%
09/03/2026,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,"240,967","$44,463,230.84",2.49%
09/03/2026,ARKW,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"62,528","$42,400,974.63",2.38%
09/03/2026,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"92,547","$38,453,278.50",2.16%
09/03/2026,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"179,270","$36,467,103.40",2.05%
09/03/2026,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"170,164","$35,603,413.72",2.00%
09/03/2026,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"1,500,973","$34,612,437.38",1.94%
09/03/2026,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"125,129","$34,127,683.46",1.91%
09/03/2026,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"821,290","$33,845,360.90",1.90%
09/03/2026,ARKW,GITLAB INC-CL A,GTLB,37637K108,"623,513","$30,920,009.67",1.73%
09/03/2026,ARKW,EVERPURE INC-A,P,74624M102,"326,359","$30,165,362.37",1.69%
09/03/2026,ARKW,RUBRIK INC-A,RBRK,781154109,"328,586","$28,646,127.48",1.61%
09/03/2026,ARKW,BULLISH,BLSH,G16910120,"860,751","$28,094,912.64",1.58%
09/03/2026,ARKW,TOAST INC-CLASS A,TOST,888787108,"708,588","$24,120,335.52",1.35%
09/03/2026,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"40,985","$22,925,369.60",1.29%
09/03/2026,ARKW,MERCADOLIBRE INC,MELI,58733R102,"10,993","$22,058,333.94",1.24%
09/03/2026,ARKW,NETFLIX INC,NFLX,64110L106,"264,085","$21,847,752.05",1.23%
09/03/2026,ARKW,DOORDASH INC - A,DASH,25809K105,"93,078","$21,057,966.72",1.18%
09/03/2026,ARKW,FIGMA INC-CL A,FIG,316841105,"791,137","$20,355,955.01",1.14%
09/03/2026,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"2,398,172","$17,794,436.24",1.00%
09/03/2026,ARKW,SNOWFLAKE INC,SNOW,833445109,"54,321","$16,613,534.64",0.93%
09/03/2026,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"619,811","$15,005,624.31",0.84%
09/03/2026,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,"63,300","$11,600,358.00",0.65%
09/03/2026,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"791,787","$7,284,440.40",0.41%
09/03/2026,ARKW,ALPHABET INC-CL A,GOOGL,02079K305,"12,145","$4,094,322.40",0.23%
09/03/2026,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"491,542","$3,976,574.78",0.22%
09/03/2026,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"633,975","$633,974.67",0.04%
09/03/2026,ARKW,BRERA HOLDINGS PLC-CL B,,G13311132,"84,320","$320,416.00",0.02%
09/03/2026,ARKW,BRERA HOLDINGS PLC WTS,,BREADUMMY,"139,569","$227,497.63",0.01%
