reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-18,ARKW,TESLA INC,TSLA,88160R101,392551,143752176.2,7.65
2026-09-18,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,811109,89067879.29,4.74
2026-09-18,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,571480,88470818.8,4.71
2026-09-18,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,971276,82645874.84,4.4
2026-09-18,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,140152,76395453.68,4.07
2026-09-18,ARKW,AMAZON.COM INC,AMZN,023135106,278558,69970984.02,3.73
2026-09-18,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,394119,68564882.43,3.65
2026-09-18,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,99120,67630567.2,3.6
2026-09-18,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,526066,67652087.6,3.6
2026-09-18,ARKW,BLOCK INC,XYZ,852234103,868827,66439200.69,3.54
2026-09-18,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,816669,65235519.72,3.47
2026-09-18,ARKW,ALPHABET INC-CL C,GOOG,02079K107,186272,64017960.96,3.41
2026-09-18,ARKW,NVIDIA CORP,NVDA,67066G104,288308,63237476.72,3.37
2026-09-18,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,278960,49163910.4,2.62
2026-09-18,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,247171,47985777.94,2.56
2026-09-18,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,183884,45180298.8,2.41
2026-09-18,ARKW,BROADCOM INC,AVGO,11135F101,126097,43793488.1,2.33
2026-09-18,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,128351,42861532.94,2.28
2026-09-18,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,174544,41192384.0,2.19
2026-09-18,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,94929,40844151.54,2.17
2026-09-18,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,842434,40015615.0,2.13
2026-09-18,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,1539619,36781497.91,1.96
2026-09-18,ARKW,RUBRIK INC-A,RBRK,781154109,337046,36343670.18,1.94
2026-09-18,ARKW,EVERPURE INC-A,P,74624M102,334759,34811588.41,1.85
2026-09-18,ARKW,GITLAB INC-CL A,GTLB,37637K108,639569,32151133.63,1.71
2026-09-18,ARKW,BULLISH,BLSH,G16910120,882915,30822562.65,1.64
2026-09-18,ARKW,TOAST INC-CLASS A,TOST,888787108,726834,22277462.1,1.19
2026-09-18,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,42035,22229789.4,1.18
2026-09-18,ARKW,MERCADOLIBRE INC,MELI,58733R102,11275,20579242.75,1.1
2026-09-18,ARKW,NETFLIX INC,NFLX,64110L106,270883,20400198.73,1.09
2026-09-18,ARKW,FIGMA INC-CL A,FIG,316841105,811507,18899998.03,1.01
2026-09-18,ARKW,SNOWFLAKE INC,SNOW,833445109,55719,18854752.41,1.0
2026-09-18,ARKW,DOORDASH INC - A,DASH,25809K105,95472,18575032.32,0.99
2026-09-18,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,2459924,15940307.52,0.85
2026-09-18,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,635771,14285774.37,0.76
2026-09-18,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,64926,10773171.18,0.57
2026-09-18,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,812175,7715662.5,0.41
2026-09-18,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,508226,4187782.24,0.22
