date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/18/2026,ARKW,TESLA INC,TSLA,88160R101,"392,551","$143,752,176.20",7.65%
09/18/2026,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"811,109","$89,067,879.29",4.74%
09/18/2026,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,"571,480","$88,470,818.80",4.71%
09/18/2026,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,"971,276","$82,645,874.84",4.40%
09/18/2026,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"140,152","$76,395,453.68",4.07%
09/18/2026,ARKW,AMAZON.COM INC,AMZN,023135106,"278,558","$69,970,984.02",3.73%
09/18/2026,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"2,712,654","$68,792,634.17",3.66%
09/18/2026,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"394,119","$68,564,882.43",3.65%
09/18/2026,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"99,120","$67,630,567.20",3.60%
09/18/2026,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"526,066","$67,652,087.60",3.60%
09/18/2026,ARKW,BLOCK INC,XYZ,852234103,"868,827","$66,439,200.69",3.54%
09/18/2026,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,"816,669","$65,235,519.72",3.47%
09/18/2026,ARKW,ALPHABET INC-CL C,GOOG,02079K107,"186,272","$64,017,960.96",3.41%
09/18/2026,ARKW,NVIDIA CORP,NVDA,67066G104,"288,308","$63,237,476.72",3.37%
09/18/2026,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"278,960","$49,163,910.40",2.62%
09/18/2026,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,"247,171","$47,985,777.94",2.56%
09/18/2026,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"183,884","$45,180,298.80",2.41%
09/18/2026,ARKW,BROADCOM INC,AVGO,11135F101,"126,097","$43,793,488.10",2.33%
09/18/2026,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"128,351","$42,861,532.94",2.28%
09/18/2026,ARKW,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"62,528","$42,400,974.63",2.26%
09/18/2026,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"174,544","$41,192,384.00",2.19%
09/18/2026,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"94,929","$40,844,151.54",2.17%
09/18/2026,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"842,434","$40,015,615.00",2.13%
09/18/2026,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"1,539,619","$36,781,497.91",1.96%
09/18/2026,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"36,587,161","$36,587,160.93",1.95%
09/18/2026,ARKW,RUBRIK INC-A,RBRK,781154109,"337,046","$36,343,670.18",1.94%
09/18/2026,ARKW,EVERPURE INC-A,P,74624M102,"334,759","$34,811,588.41",1.85%
09/18/2026,ARKW,GITLAB INC-CL A,GTLB,37637K108,"639,569","$32,151,133.63",1.71%
09/18/2026,ARKW,BULLISH,BLSH,G16910120,"882,915","$30,822,562.65",1.64%
09/18/2026,ARKW,TOAST INC-CLASS A,TOST,888787108,"726,834","$22,277,462.10",1.19%
09/18/2026,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"42,035","$22,229,789.40",1.18%
09/18/2026,ARKW,MERCADOLIBRE INC,MELI,58733R102,"11,275","$20,579,242.75",1.10%
09/18/2026,ARKW,NETFLIX INC,NFLX,64110L106,"270,883","$20,400,198.73",1.09%
09/18/2026,ARKW,FIGMA INC-CL A,FIG,316841105,"811,507","$18,899,998.03",1.01%
09/18/2026,ARKW,SNOWFLAKE INC,SNOW,833445109,"55,719","$18,854,752.41",1.00%
09/18/2026,ARKW,DOORDASH INC - A,DASH,25809K105,"95,472","$18,575,032.32",0.99%
09/18/2026,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"2,459,924","$15,940,307.52",0.85%
09/18/2026,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"635,771","$14,285,774.37",0.76%
09/18/2026,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,"64,926","$10,773,171.18",0.57%
09/18/2026,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"812,175","$7,715,662.50",0.41%
09/18/2026,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"508,226","$4,187,782.24",0.22%
09/18/2026,ARKW,BRERA HOLDINGS PLC WTS,,BREADUMMY,"139,569","$156,317.39",0.01%
09/18/2026,ARKW,BRERA HOLDINGS PLC-CL B,,G13311132,"74,332","$217,792.76",0.01%
