date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/24/2026,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"2,505,347","$189,454,340.14",9.09%
09/24/2026,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,181,244","$187,227,174.00",8.99%
09/24/2026,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,"2,415,383","$184,994,183.97",8.88%
09/24/2026,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,097,978","$116,983,253.28",5.61%
09/24/2026,ARKG,PERSONALIS INC,PSNL,71535D106,"6,640,689","$108,575,265.15",5.21%
09/24/2026,ARKG,ABSCI CORP,ABSI,00091E109,"10,402,625","$101,373,580.63",4.87%
09/24/2026,ARKG,GUARDANT HEALTH INC,GH,40131M109,"572,771","$100,985,255.01",4.85%
09/24/2026,ARKG,NATERA INC,NTRA,632307104,"242,818","$94,890,846.22",4.55%
09/24/2026,ARKG,ILLUMINA INC,ILMN,452327109,"363,806","$92,908,776.28",4.46%
09/24/2026,ARKG,CAREDX INC,CDNA,14167L103,"1,479,463","$80,349,635.53",3.86%
09/24/2026,ARKG,ELI LILLY & CO,LLY,532457108,"64,204","$73,898,161.96",3.55%
09/24/2026,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,651,470","$64,616,323.90",3.10%
09/24/2026,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,207,624","$64,528,849.52",3.10%
09/24/2026,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"4,513,654","$62,062,742.50",2.98%
09/24/2026,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"13,791,007","$51,026,725.90",2.45%
09/24/2026,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"1,794,547","$50,049,915.83",2.40%
09/24/2026,ARKG,VERACYTE INC,VCYT,92337F107,"1,038,483","$45,506,325.06",2.18%
09/24/2026,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"4,824,008","$44,380,873.60",2.13%
09/24/2026,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,"506,693","$43,170,243.60",2.07%
09/24/2026,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,700,810","$40,615,342.80",1.95%
09/24/2026,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"857,318","$37,661,979.74",1.81%
09/24/2026,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,771,687","$36,863,437.10",1.77%
09/24/2026,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,593,169","$31,973,773.77",1.53%
09/24/2026,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,"967,852","$31,106,763.28",1.49%
09/24/2026,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,"1,545,379","$25,529,661.08",1.23%
09/24/2026,ARKG,PRIME MEDICINE INC,PRME,74168J101,"7,597,275","$23,779,470.75",1.14%
09/24/2026,ARKG,908 DEVICES INC,MASS,65443P102,"1,926,581","$21,076,796.14",1.01%
09/24/2026,ARKG,CERUS CORP,CERS,157085101,"7,558,130","$19,651,138.00",0.94%
09/24/2026,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,"691,834","$18,354,356.02",0.88%
09/24/2026,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"10,748,811","$15,155,823.51",0.73%
09/24/2026,ARKG,FREENOME INC,FRNM,35661P100,"729,519","$11,453,448.30",0.55%
09/24/2026,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"8,268,273","$8,268,273.04",0.40%
09/24/2026,ARKG,QUANTUM-SI INC,QSI,74765K105,"6,836,196","$5,186,621.91",0.25%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
