reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-08-26,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,1328388,201144510.96,9.5
2026-08-26,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,3064926,198362010.72,9.37
2026-08-26,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,2507143,172315938.39,8.14
2026-08-26,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2140620,130363758.0,6.16
2026-08-26,ARKG,PERSONALIS INC,PSNL,71535D106,7067572,121915617.0,5.76
2026-08-26,ARKG,ABSCI CORP,ABSI,00091E109,10797813,103982939.19,4.91
2026-08-26,ARKG,ILLUMINA INC,ILMN,452327109,377601,84956448.99,4.01
2026-08-26,ARKG,NATERA INC,NTRA,632307104,252025,84859337.75,4.01
2026-08-26,ARKG,ELI LILLY & CO,LLY,532457108,66622,82188896.52,3.88
2026-08-26,ARKG,GUARDANT HEALTH INC,GH,40131M109,478445,78905149.4,3.73
2026-08-26,ARKG,CAREDX INC,CDNA,14167L103,1535666,78011832.8,3.69
2026-08-26,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,2419040,75062811.2,3.55
2026-08-26,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,4685115,69714511.2,3.29
2026-08-26,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,14314907,50961068.92,2.41
2026-08-26,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,1862716,48896295.0,2.31
2026-08-26,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,1765414,47577907.3,2.25
2026-08-26,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,525913,45967425.77,2.17
2026-08-26,ARKG,SCHRODINGER INC,SDGR,80810D103,2291479,45806665.21,2.16
2026-08-26,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,5007249,45265530.96,2.14
2026-08-26,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,2876963,44420308.72,2.1
2026-08-26,ARKG,VERACYTE INC,VCYT,92337F107,898520,39570820.8,1.87
2026-08-26,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,612968,38966375.76,1.84
2026-08-26,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2704831,36542266.81,1.73
2026-08-26,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,1004618,33172486.36,1.57
2026-08-26,ARKG,PRIME MEDICINE INC,PRME,74168J101,7885885,29256633.35,1.38
2026-08-26,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,1299211,26477920.18,1.25
2026-08-26,ARKG,908 DEVICES INC,MASS,65443P102,1999772,21997492.0,1.04
2026-08-26,ARKG,CERUS CORP,CERS,157085101,7845252,21339085.44,1.01
2026-08-26,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,11157143,16958857.36,0.8
2026-08-26,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,392574,12250271.67,0.58
2026-08-26,ARKG,FREENOME INC,FRNM,35661P100,757197,10593186.03,0.5
2026-08-26,ARKG,QUANTUM-SI INC,QSI,74765K105,7095883,6012341.67,0.28
