reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-10,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,2842414,191266038.06,10.16
2026-09-10,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,1208440,151683388.8,8.06
2026-09-10,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,2400583,147107726.24,7.81
2026-09-10,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2085123,111449824.35,5.92
2026-09-10,ARKG,PERSONALIS INC,PSNL,71535D106,6599999,108239983.6,5.75
2026-09-10,ARKG,ABSCI CORP,ABSI,00091E109,10338885,89431355.25,4.75
2026-09-10,ARKG,GUARDANT HEALTH INC,GH,40131M109,512314,83394472.92,4.43
2026-09-10,ARKG,NATERA INC,NTRA,632307104,241333,79714703.23,4.23
2026-09-10,ARKG,ILLUMINA INC,ILMN,452327109,361581,74124105.0,3.94
2026-09-10,ARKG,CAREDX INC,CDNA,14167L103,1470398,73564011.94,3.91
2026-09-10,ARKG,ELI LILLY & CO,LLY,532457108,63814,71740336.94,3.81
2026-09-10,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,4485999,68052604.83,3.61
2026-09-10,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,2462159,61984852.83,3.29
2026-09-10,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,1690390,44389641.4,2.36
2026-09-10,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,13706507,44066420.01,2.34
2026-09-10,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,1783552,43554339.84,2.31
2026-09-10,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,503593,43550722.64,2.31
2026-09-10,ARKG,SCHRODINGER INC,SDGR,80810D103,2194099,42126700.8,2.24
2026-09-10,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,2754707,40604381.18,2.16
2026-09-10,ARKG,VERACYTE INC,VCYT,92337F107,927239,40668702.54,2.16
2026-09-10,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,4794453,35766619.38,1.9
2026-09-10,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2791663,34086205.23,1.81
2026-09-10,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,586940,32880378.8,1.75
2026-09-10,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,961922,27857261.12,1.48
2026-09-10,ARKG,PRIME MEDICINE INC,PRME,74168J101,7550725,26201015.75,1.39
2026-09-10,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,1535914,23837385.28,1.27
2026-09-10,ARKG,CERUS CORP,CERS,157085101,7511820,18854668.2,1.0
2026-09-10,ARKG,908 DEVICES INC,MASS,65443P102,1914776,18554179.44,0.99
2026-09-10,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,10682951,13781006.79,0.73
2026-09-10,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,401701,11814026.41,0.63
2026-09-10,ARKG,FREENOME INC,FRNM,35661P100,725049,11419521.75,0.61
2026-09-10,ARKG,QUANTUM-SI INC,QSI,74765K105,6794311,5095733.25,0.27
