date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/24/2026,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,"436,467","$62,126,712.78",7.24%
09/24/2026,ARKF,BLOCK INC,XYZ,852234103,"817,396","$61,043,133.28",7.12%
09/24/2026,ARKF,CIRCLE INTERNET GROUP INC,CRCL,172573107,"613,744","$56,292,599.68",6.56%
09/24/2026,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,"433,692","$53,214,008.40",6.20%
09/24/2026,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"264,934","$52,491,373.42",6.12%
09/24/2026,ARKF,ARK BITCOIN ETF HOLDCO (ARKF),,MM005473T,"1,601,154","$44,880,186.50",5.23%
09/24/2026,ARKF,META PLATFORMS INC-CLASS A,META,30303M102,"51,314","$38,182,747.40",4.45%
09/24/2026,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"198,961","$38,158,730.19",4.45%
09/24/2026,ARKF,TOAST INC-CLASS A,TOST,888787108,"1,151,075","$34,313,545.75",4.00%
09/24/2026,ARKF,BULLISH,BLSH,G16910120,"771,195","$30,932,631.45",3.61%
09/24/2026,ARKF,AMAZON.COM INC,AMZN,023135106,"121,132","$30,194,573.64",3.52%
09/24/2026,ARKF,NVIDIA CORP,NVDA,67066G104,"115,803","$26,114,734.53",3.04%
09/24/2026,ARKF,MERCADOLIBRE INC,MELI,58733R102,"13,428","$24,160,194.72",2.82%
09/24/2026,ARKF,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"31,991","$21,693,474.59",2.53%
09/24/2026,ARKF,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"759,426","$20,853,837.96",2.43%
09/24/2026,ARKF,SOFI TECHNOLOGIES INC,SOFI,83406F102,"1,175,901","$19,461,161.55",2.27%
09/24/2026,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"73,289","$19,237,629.61",2.24%
09/24/2026,ARKF,SECURITIZE CORP,SECZ,81517B101,"1,219,972","$17,518,797.92",2.04%
09/24/2026,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,"27,112","$16,663,306.32",1.94%
09/24/2026,ARKF,SEA LTD-ADR,SE,81141R100,"157,548","$16,273,132.92",1.90%
09/24/2026,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,"331,093","$16,220,246.07",1.89%
09/24/2026,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,"1,118,906","$15,239,499.72",1.78%
09/24/2026,ARKF,ADYEN NV,ADYEN,BZ1HM42,"14,774","$14,475,441.91",1.69%
09/24/2026,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"27,376","$13,972,710.40",1.63%
09/24/2026,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,"85,096","$12,728,659.68",1.48%
09/24/2026,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,"111,047","$12,214,059.53",1.42%
09/24/2026,ARKF,KALSHI INC.,,PPKALSHIC,"11,252","$11,998,909.34",1.40%
09/24/2026,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"526,338","$11,184,682.50",1.30%
09/24/2026,ARKF,CLOUDFLARE INC - CLASS A,NET,18915M107,"31,502","$11,099,099.66",1.29%
09/24/2026,ARKF,DOORDASH INC - A,DASH,25809K105,"58,401","$11,053,557.27",1.29%
09/24/2026,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,"708,321","$9,165,673.74",1.07%
09/24/2026,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,"256,275","$6,965,554.50",0.81%
09/24/2026,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"514,324","$5,302,680.44",0.62%
09/24/2026,ARKF,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"4,694,463","$4,694,462.70",0.55%
09/24/2026,ARKF,ZILLOW GROUP INC - C,Z,98954M200,"151,745","$4,347,494.25",0.51%
09/24/2026,ARKF,PAYPAY CORP,PAYP,70450C101,"243,651","$4,000,749.42",0.47%
09/24/2026,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"418,235","$3,868,673.75",0.45%
09/24/2026,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,"41,299","$3,876,324.14",0.45%
09/24/2026,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,"403,307","$903,407.68",0.11%
09/24/2026,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"4,451","$493,170.80",0.06%
09/24/2026,ARKF,BRERA HOLDINGS PLC WTS,,BREADUMMY,"78,805","$129,240.69",0.02%
