Date,ETF_Ticker,Stock_Ticker,Company_Name,Shares,Weight
2026-09-25,BLOK,3350 JP,Metaplanet Inc,10220903.0,1.63
2026-09-25,BLOK,8473 JP,SBI Holdings Inc,1513752.0,2.73
2026-09-25,BLOK,AGPXX,Invesco Government & Agency Portfolio 12/31/2031,2047334.0,0.18
2026-09-25,BLOK,AMD,Advanced Micro Devices Inc,66648.0,3.7
2026-09-25,BLOK,APLD,Applied Digital Corp,997937.0,2.38
2026-09-25,BLOK,ARKB,ARK 21Shares Bitcoin ETF,804944.0,1.99
2026-09-25,BLOK,AVGO,Broadcom Inc,57231.0,1.77
2026-09-25,BLOK,BBBYW,Neighborhood Intelligence Inc,477928.0,0.02
2026-09-25,BLOK,BKKT,Bakkt Inc,891513.0,0.71
2026-09-25,BLOK,BLK,Blackrock Inc,23723.0,2.24
2026-09-25,BLOK,BR,Broadridge Financial Solutions Inc,78316.0,1.12
2026-09-25,BLOK,BTC,Grayscale Bitcoin Mini Trust ETF,601456.0,1.98
2026-09-25,BLOK,BTGO,Bitgo Holdings Inc,1880786.0,1.32
2026-09-25,BLOK,BULL,Webull Corp,2586803.0,1.65
2026-09-25,BLOK,CASH&OTHER,Cash & Other,-67322.0,-0.01
2026-09-25,BLOK,CIFR,Cipher Digital Inc,2441711.0,3.89
2026-09-25,BLOK,CLSK,Cleanspark Inc,2473294.0,3.11
2026-09-25,BLOK,CME,CME Group Inc,56701.0,1.34
2026-09-25,BLOK,COIN,Coinbase Global Inc,171507.0,3.01
2026-09-25,BLOK,CORZ,Core Scientific Inc,1509744.0,2.41
2026-09-25,BLOK,CRCL,Circle Internet Group Inc,194211.0,1.59
2026-09-25,BLOK,CUBI,Customers Bancorp Inc,279047.0,1.89
2026-09-25,BLOK,DBS SP,DBS Group Holdings Ltd,301023.0,1.61
2026-09-25,BLOK,DELL,Dell Technologies Inc,61250.0,2.89
2026-09-25,BLOK,ETH,Grayscale Ethereum Staking Mini ETF,484050.0,1.1
2026-09-25,BLOK,ETOR,Etoro Group Ltd,586242.0,1.38
2026-09-25,BLOK,EXOD,Exodus Movement Inc,313952.0,0.22
2026-09-25,BLOK,FIGR,Figure Technology Solutions Inc,1422256.0,4.09
2026-09-25,BLOK,GLXY,Galaxy Digital Inc,1707842.0,3.79
2026-09-25,BLOK,GPGI,GPGI Inc,636458.0,0.67
2026-09-25,BLOK,HIVE,Hive Digital Technologies Ltd,2289118.0,0.67
2026-09-25,BLOK,HODL,VanEck Bitcoin ETF/US,997502.0,2.1
2026-09-25,BLOK,HOOD,Robinhood Markets Inc,413924.0,4.41
2026-09-25,BLOK,HUT,HUT 8 CORP,435035.0,3.89
2026-09-25,BLOK,IBM,International Business Machines Corp,114500.0,2.29
2026-09-25,BLOK,IREN,IREN Ltd,207116.0,0.84
2026-09-25,BLOK,MA,Mastercard Inc,15214.0,0.76
2026-09-25,BLOK,MELI,MercadoLibre Inc,10012.0,1.55
2026-09-25,BLOK,MSTR,Strategy Inc,109204.0,1.55
2026-09-25,BLOK,NU,NU Holdings Ltd/Cayman Islands,2177843.0,2.6
2026-09-25,BLOK,NVDA,NVIDIA Corp,92533.0,1.83
2026-09-25,BLOK,NXH,Neighborhood Intelligence Inc,6806069.0,1.98
2026-09-25,BLOK,OPRA,Opera Ltd,1923603.0,3.0
2026-09-25,BLOK,ORIO,Orion Digital Corp,528501.0,0.05
2026-09-25,BLOK,PURR,Hyperliquid Strategies Inc,633504.0,0.79
2026-09-25,BLOK,PYPL,PayPal Holdings Inc,395807.0,1.83
2026-09-25,BLOK,RIOT,Riot Platforms Inc,756874.0,1.57
2026-09-25,BLOK,SBET,SHARPLINK INC,1855956.0,1.63
2026-09-25,BLOK,SGD,SINGAPORE DOLLAR,248008.0,0.02
2026-09-25,BLOK,SRGE CN,Surge Digital Inc,670183.0,0.01
2026-09-25,BLOK,TSM,Taiwan Semiconductor Manufacturing Co Ltd,47246.0,1.88
2026-09-25,BLOK,V,Visa Inc,22283.0,0.72
2026-09-25,BLOK,WT,WisdomTree Inc,906906.0,1.92
2026-09-25,BLOK,WULF,Terawulf Inc,2372650.0,3.41
2026-09-25,BLOK,XYZ,Block Inc,339810.0,2.3
