reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-18,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,2710594,208634420.18,9.46
2026-09-18,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,2533783,203614801.88,9.23
2026-09-18,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,1275490,198415224.4,9.0
2026-09-18,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2200818,126161891.85,5.72
2026-09-18,ARKG,PERSONALIS INC,PSNL,71535D106,6966209,113061572.07,5.13
2026-09-18,ARKG,GUARDANT HEALTH INC,GH,40131M109,600811,110008494.1,4.99
2026-09-18,ARKG,ABSCI CORP,ABSI,00091E109,10912545,101159292.15,4.59
2026-09-18,ARKG,ILLUMINA INC,ILMN,452327109,381606,93562159.08,4.24
2026-09-18,ARKG,NATERA INC,NTRA,632307104,254698,93298424.38,4.23
2026-09-18,ARKG,CAREDX INC,CDNA,14167L103,1551983,84241637.24,3.82
2026-09-18,ARKG,ELI LILLY & CO,LLY,532457108,67324,77586870.56,3.52
2026-09-18,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,4734894,71023410.0,3.22
2026-09-18,ARKG,SCHRODINGER INC,SDGR,80810D103,2315824,70030517.76,3.18
2026-09-18,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,2598734,64110767.78,2.91
2026-09-18,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,531493,55780190.35,2.53
2026-09-18,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,1882507,53745574.85,2.44
2026-09-18,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,14467007,51213204.78,2.32
2026-09-18,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,2907527,49224432.11,2.23
2026-09-18,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,1784170,45496335.0,2.06
2026-09-18,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,5060448,40281166.08,1.83
2026-09-18,ARKG,VERACYTE INC,VCYT,92337F107,978674,39704804.18,1.8
2026-09-18,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,797292,37273401.0,1.69
2026-09-18,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2720249,33350252.74,1.51
2026-09-18,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,1015292,32499496.92,1.47
2026-09-18,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,1621099,27753214.88,1.26
2026-09-18,ARKG,PRIME MEDICINE INC,PRME,74168J101,7969675,25024779.5,1.13
2026-09-18,ARKG,908 DEVICES INC,MASS,65443P102,2021021,22190810.58,1.01
2026-09-18,ARKG,CERUS CORP,CERS,157085101,7928610,21090102.6,0.96
2026-09-18,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,11275691,15560453.58,0.71
2026-09-18,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,424269,13636005.66,0.62
2026-09-18,ARKG,FREENOME INC,FRNM,35661P100,765279,12466394.91,0.57
2026-09-18,ARKG,QUANTUM-SI INC,QSI,74765K105,7171276,5521882.52,0.25
