date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/18/2026,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"2,710,594","$208,634,420.18",9.46%
09/18/2026,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,"2,533,783","$203,614,801.88",9.23%
09/18/2026,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,275,490","$198,415,224.40",9.00%
09/18/2026,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,200,818","$126,161,891.85",5.72%
09/18/2026,ARKG,PERSONALIS INC,PSNL,71535D106,"6,966,209","$113,061,572.07",5.13%
09/18/2026,ARKG,GUARDANT HEALTH INC,GH,40131M109,"600,811","$110,008,494.10",4.99%
09/18/2026,ARKG,ABSCI CORP,ABSI,00091E109,"10,912,545","$101,159,292.15",4.59%
09/18/2026,ARKG,ILLUMINA INC,ILMN,452327109,"381,606","$93,562,159.08",4.24%
09/18/2026,ARKG,NATERA INC,NTRA,632307104,"254,698","$93,298,424.38",4.23%
09/18/2026,ARKG,CAREDX INC,CDNA,14167L103,"1,551,983","$84,241,637.24",3.82%
09/18/2026,ARKG,ELI LILLY & CO,LLY,532457108,"67,324","$77,586,870.56",3.52%
09/18/2026,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"4,734,894","$71,023,410.00",3.22%
09/18/2026,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,315,824","$70,030,517.76",3.18%
09/18/2026,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,598,734","$64,110,767.78",2.91%
09/18/2026,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,"531,493","$55,780,190.35",2.53%
09/18/2026,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"1,882,507","$53,745,574.85",2.44%
09/18/2026,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"14,467,007","$51,213,204.78",2.32%
09/18/2026,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,907,527","$49,224,432.11",2.23%
09/18/2026,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,784,170","$45,496,335.00",2.06%
09/18/2026,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"5,060,448","$40,281,166.08",1.83%
09/18/2026,ARKG,VERACYTE INC,VCYT,92337F107,"978,674","$39,704,804.18",1.80%
09/18/2026,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"797,292","$37,273,401.00",1.69%
09/18/2026,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,720,249","$33,350,252.74",1.51%
09/18/2026,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,"1,015,292","$32,499,496.92",1.47%
09/18/2026,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,"1,621,099","$27,753,214.88",1.26%
09/18/2026,ARKG,PRIME MEDICINE INC,PRME,74168J101,"7,969,675","$25,024,779.50",1.13%
09/18/2026,ARKG,908 DEVICES INC,MASS,65443P102,"2,021,021","$22,190,810.58",1.01%
09/18/2026,ARKG,CERUS CORP,CERS,157085101,"7,928,610","$21,090,102.60",0.96%
09/18/2026,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"11,275,691","$15,560,453.58",0.71%
09/18/2026,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,"424,269","$13,636,005.66",0.62%
09/18/2026,ARKG,FREENOME INC,FRNM,35661P100,"765,279","$12,466,394.91",0.57%
09/18/2026,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"8,382,096","$8,382,096.36",0.38%
09/18/2026,ARKG,QUANTUM-SI INC,QSI,74765K105,"7,171,276","$5,521,882.52",0.25%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
