reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-04,ARKF,BLOCK INC,XYZ,852234103,790528,65906319.36,7.83
2026-09-04,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,422127,61579886.76,7.32
2026-09-04,ARKF,CIRCLE INTERNET GROUP INC,CRCL,172573107,593572,61274437.56,7.28
2026-09-04,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,433692,54090066.24,6.43
2026-09-04,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,256234,49376291.8,5.87
2026-09-04,ARKF,TOAST INC-CLASS A,TOST,888787108,1113239,37772199.27,4.49
2026-09-04,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,192421,35122605.13,4.17
2026-09-04,ARKF,AMAZON.COM INC,AMZN,023135106,117160,30332724.0,3.6
2026-09-04,ARKF,BULLISH,BLSH,G16910120,745851,27014723.22,3.21
2026-09-04,ARKF,META PLATFORMS INC-CLASS A,META,30303M102,44083,26920606.44,3.2
2026-09-04,ARKF,MERCADOLIBRE INC,MELI,58733R102,12996,25875750.78,3.07
2026-09-04,ARKF,NVIDIA CORP,NVDA,67066G104,111999,25586171.55,3.04
2026-09-04,ARKF,SOFI TECHNOLOGIES INC,SOFI,83406F102,1137249,21050478.99,2.5
2026-09-04,ARKF,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,734466,19426625.7,2.31
2026-09-04,ARKF,ADYEN NV,ADYEN,BZ1HM42,14294,17339461.04,2.06
2026-09-04,ARKF,SEA LTD-ADR,SE,81141R100,152376,17233725.6,2.05
2026-09-04,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,79132,17011006.04,2.02
2026-09-04,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,1082126,16967735.68,2.02
2026-09-04,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,82300,15246075.0,1.81
2026-09-04,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,26476,14829472.36,1.76
2026-09-04,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,320209,13291875.59,1.58
2026-09-04,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,107399,13103751.99,1.56
2026-09-04,ARKF,DOORDASH INC - A,DASH,25809K105,56481,12538782.0,1.49
2026-09-04,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,509034,12313532.46,1.46
2026-09-04,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,26224,11962339.84,1.42
2026-09-04,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,685041,9864590.4,1.17
2026-09-04,ARKF,CLOUDFLARE INC - CLASS A,NET,18915M107,30470,8669019.7,1.03
2026-09-04,ARKF,SECURITIZE CORP,SECZ,81517B101,1179868,8377062.8,1.0
2026-09-04,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,247851,8117120.25,0.96
2026-09-04,ARKF,ZILLOW GROUP INC - C,Z,98954M200,146765,5186675.1,0.62
2026-09-04,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,497416,4874676.8,0.58
2026-09-04,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,39943,4306254.83,0.51
2026-09-04,ARKF,PAYPAY CORP,PAYP,70450C101,235647,3989503.71,0.47
2026-09-04,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,399357,3386547.36,0.4
2026-09-04,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,390059,877632.75,0.1
2026-09-04,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,4307,481565.67,0.06
