date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/15/2026,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"2,539,630","$178,053,459.30",9.51%
09/15/2026,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,195,030","$161,030,292.50",8.60%
09/15/2026,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,"2,373,943","$147,682,994.03",7.88%
09/15/2026,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,061,984","$109,202,672.64",5.83%
09/15/2026,ARKG,PERSONALIS INC,PSNL,71535D106,"6,526,757","$106,320,871.53",5.68%
09/15/2026,ARKG,GUARDANT HEALTH INC,GH,40131M109,"546,193","$91,673,033.12",4.89%
09/15/2026,ARKG,ABSCI CORP,ABSI,00091E109,"10,224,153","$82,713,397.77",4.42%
09/15/2026,ARKG,NATERA INC,NTRA,632307104,"238,660","$81,571,601.40",4.36%
09/15/2026,ARKG,CAREDX INC,CDNA,14167L103,"1,454,081","$76,150,221.97",4.07%
09/15/2026,ARKG,ILLUMINA INC,ILMN,452327109,"357,576","$74,450,898.96",3.97%
09/15/2026,ARKG,ELI LILLY & CO,LLY,532457108,"63,112","$71,839,127.36",3.84%
09/15/2026,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"4,436,220","$64,502,638.80",3.44%
09/15/2026,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,434,844","$58,728,437.28",3.14%
09/15/2026,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"13,554,407","$46,220,527.87",2.47%
09/15/2026,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,169,754","$45,022,395.50",2.40%
09/15/2026,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,"498,013","$44,691,686.62",2.39%
09/15/2026,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"1,763,761","$43,705,997.58",2.33%
09/15/2026,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,671,634","$42,660,099.68",2.28%
09/15/2026,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,724,143","$41,652,146.47",2.22%
09/15/2026,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"747,018","$38,426,605.92",2.05%
09/15/2026,ARKG,VERACYTE INC,VCYT,92337F107,"916,952","$37,787,591.92",2.02%
09/15/2026,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"4,741,254","$35,132,692.14",1.88%
09/15/2026,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,750,966","$32,653,966.42",1.74%
09/15/2026,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,"951,248","$26,625,431.52",1.42%
09/15/2026,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,"1,518,877","$24,302,032.00",1.30%
09/15/2026,ARKG,PRIME MEDICINE INC,PRME,74168J101,"7,466,935","$23,744,853.30",1.27%
09/15/2026,ARKG,CERUS CORP,CERS,157085101,"7,428,462","$18,942,578.10",1.01%
09/15/2026,ARKG,908 DEVICES INC,MASS,65443P102,"1,893,527","$18,424,017.71",0.98%
09/15/2026,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"10,564,403","$14,261,944.05",0.76%
09/15/2026,ARKG,SCRIBE THERAPEUTICS INC,SCTX,811033109,"397,246","$11,686,977.32",0.62%
09/15/2026,ARKG,FREENOME INC,FRNM,35661P100,"717,003","$10,726,364.88",0.57%
09/15/2026,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"7,534,180","$7,534,180.28",0.40%
09/15/2026,ARKG,QUANTUM-SI INC,QSI,74765K105,"6,718,918","$4,871,215.55",0.26%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
