date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/21/2026,ARKW,TESLA INC,TSLA,88160R101,"392,551","$142,994,552.77",7.52%
09/21/2026,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"811,109","$97,187,080.38",5.11%
09/21/2026,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,"971,276","$89,143,711.28",4.69%
09/21/2026,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,"571,480","$87,270,710.80",4.59%
09/21/2026,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"140,152","$78,459,892.64",4.13%
09/21/2026,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"394,119","$76,557,615.75",4.03%
09/21/2026,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"2,712,654","$73,051,500.95",3.84%
09/21/2026,ARKW,AMAZON.COM INC,AMZN,023135106,"278,558","$70,672,950.18",3.72%
09/21/2026,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"526,066","$67,599,481.00",3.56%
09/21/2026,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,"816,669","$66,444,189.84",3.50%
09/21/2026,ARKW,BLOCK INC,XYZ,852234103,"868,827","$66,274,123.56",3.49%
09/21/2026,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"99,120","$65,937,102.00",3.47%
09/21/2026,ARKW,ALPHABET INC-CL C,GOOG,02079K107,"186,272","$64,153,939.52",3.38%
09/21/2026,ARKW,NVIDIA CORP,NVDA,67066G104,"288,308","$64,082,219.16",3.37%
09/21/2026,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"278,960","$49,554,454.40",2.61%
09/21/2026,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,"247,171","$49,031,311.27",2.58%
09/21/2026,ARKW,BROADCOM INC,AVGO,11135F101,"126,097","$45,011,585.12",2.37%
09/21/2026,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"183,884","$43,700,032.60",2.30%
09/21/2026,ARKW,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"62,528","$42,400,974.63",2.23%
09/21/2026,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"128,351","$41,534,383.60",2.19%
