reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-15,ARKK,TESLA INC,TSLA,88160R101,1706986,612756764.42,9.55
2026-09-15,ARKK,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,2801518,415044891.7,6.47
2026-09-15,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,3803275,370515050.5,5.78
2026-09-15,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,5108857,317821993.97,4.96
2026-09-15,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,1614307,309059075.15,4.82
2026-09-15,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,5502661,291420926.56,4.54
2026-09-15,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,2346905,268321648.65,4.18
2026-09-15,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1588624,214067084.0,3.34
2026-09-15,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2970529,208263788.19,3.25
2026-09-15,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,1492131,199781419.59,3.11
2026-09-15,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,982335,170248478.85,2.65
2026-09-15,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,326527,161111687.07,2.51
2026-09-15,ARKK,BLOCK INC,XYZ,852234103,2004916,159370772.84,2.48
2026-09-15,ARKK,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,875263,158606408.23,2.47
2026-09-15,ARKK,NVIDIA CORP,NVDA,67066G104,741026,156326844.96,2.44
2026-09-15,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,1869982,155171106.36,2.42
2026-09-15,ARKK,AMAZON.COM INC,AMZN,023135106,610856,154876430.24,2.41
2026-09-15,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,6346390,153074926.8,2.39
2026-09-15,ARKK,BULLISH,BLSH,G16910120,3959092,148941041.04,2.32
2026-09-15,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,5113876,131733445.76,2.05
2026-09-15,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,190981,127116953.6,1.98
2026-09-15,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,9857484,117008335.08,1.82
2026-09-15,ARKK,BROADCOM INC,AVGO,11135F101,310711,107108295.92,1.67
2026-09-15,ARKK,ALPHABET INC-CL C,GOOG,02079K107,287705,99462495.55,1.55
2026-09-15,ARKK,CLOUDFLARE INC - CLASS A,NET,18915M107,273117,90226932.12,1.41
2026-09-15,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,935508,83952487.92,1.31
2026-09-15,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,14356976,79106937.76,1.23
2026-09-15,ARKK,X-ENERGY INC,XE,98386P102,4507071,70490590.44,1.1
2026-09-15,ARKK,NATERA INC,NTRA,632307104,203653,69606558.87,1.09
2026-09-15,ARKK,ILLUMINA INC,ILMN,452327109,329134,68528990.14,1.07
2026-09-15,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,19866796,67745774.36,1.06
2026-09-15,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1362759,64840073.22,1.01
2026-09-15,ARKK,ROCKET LAB,RKLB UQ,773121108,1030332,64447266.6,1.0
2026-09-15,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,152079,63570542.79,0.99
2026-09-15,ARKK,TERADYNE INC,TER,880770102,168412,55441230.4,0.86
2026-09-15,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,366437,54426887.61,0.85
2026-09-15,ARKK,VERACYTE INC,VCYT,92337F107,1229151,50653312.71,0.79
2026-09-15,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,2188172,38621235.8,0.6
2026-09-15,ARKK,ELI LILLY & CO,LLY,532457108,27876,31730693.28,0.49
2026-09-15,ARKK,CERUS CORP,CERS,157085101,8912889,22727866.95,0.35
2026-09-15,ARKK,ARK ACTIVE AUTOCALL INC ETF,ARKY,00214Q724,996106,20260796.04,0.32
2026-09-15,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,12564498,16962072.3,0.26
2026-09-15,ARKK,ALPHABET INC-CL A,GOOGL,02079K305,93,32493.27,0.0
