date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/25/2026,ARKW,TESLA INC,TSLA,88160R101,"392,551","$148,360,724.94",7.50%
09/25/2026,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"811,109","$97,998,189.38",4.96%
09/25/2026,ARKW,CIRCLE INTERNET GROUP INC,CRCL,172573107,"971,276","$90,328,668.00",4.57%
09/25/2026,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"140,152","$88,192,047.52",4.46%
09/25/2026,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"112,460","$87,447,771.40",4.42%
09/25/2026,ARKW,SPACE EXPLORATION TECHN-CL A,SPCX,84615Q103,"571,480","$84,596,184.40",4.28%
09/25/2026,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"394,119","$78,512,445.99",3.97%
09/25/2026,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"526,066","$76,363,740.56",3.86%
09/25/2026,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"2,712,654","$75,926,914.19",3.84%
09/25/2026,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,"816,669","$73,606,376.97",3.72%
09/25/2026,ARKW,AMAZON.COM INC,AMZN,023135106,"278,558","$69,466,794.04",3.51%
09/25/2026,ARKW,BLOCK INC,XYZ,852234103,"868,827","$66,673,783.98",3.37%
09/25/2026,ARKW,NVIDIA CORP,NVDA,67066G104,"288,308","$64,748,210.64",3.28%
09/25/2026,ARKW,ALPHABET INC-CL C,GOOG,02079K107,"186,272","$63,148,070.72",3.19%
09/25/2026,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"278,960","$53,724,906.40",2.72%
09/25/2026,ARKW,CEREBRAS SYSTEMS INC - A,CBRS,15675D103,"247,171","$51,018,566.11",2.58%
09/25/2026,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"128,351","$46,054,905.82",2.33%
09/25/2026,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"174,544","$44,843,844.48",2.27%
09/25/2026,ARKW,BROADCOM INC,AVGO,11135F101,"126,097","$44,179,344.92",2.23%
09/25/2026,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"1,539,619","$43,155,520.57",2.18%
09/25/2026,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"94,929","$42,827,218.35",2.17%
09/25/2026,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"164,012","$42,588,996.04",2.15%
09/25/2026,ARKW,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"62,528","$42,400,974.63",2.14%
09/25/2026,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"842,434","$41,136,052.22",2.08%
09/25/2026,ARKW,RUBRIK INC-A,RBRK,781154109,"337,046","$38,355,834.80",1.94%
09/25/2026,ARKW,BULLISH,BLSH,G16910120,"882,915","$35,042,896.35",1.77%
09/25/2026,ARKW,EVERPURE INC-A,P,74624M102,"256,355","$31,244,547.40",1.58%
09/25/2026,ARKW,GITLAB INC-CL A,GTLB,37637K108,"639,569","$31,095,844.78",1.57%
09/25/2026,ARKW,KALSHI INC.,,PPKALSHIC,"25,318","$26,998,612.38",1.37%
09/25/2026,ARKW,TOAST INC-CLASS A,TOST,888787108,"726,834","$21,884,971.74",1.11%
09/25/2026,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"42,035","$21,495,858.30",1.09%
09/25/2026,ARKW,MERCADOLIBRE INC,MELI,58733R102,"11,275","$19,777,815.75",1.00%
09/25/2026,ARKW,NETFLIX INC,NFLX,64110L106,"270,883","$19,427,728.76",0.98%
09/25/2026,ARKW,SNOWFLAKE INC,SNOW,833445109,"55,719","$18,610,146.00",0.94%
09/25/2026,ARKW,DOORDASH INC - A,DASH,25809K105,"95,472","$17,903,864.16",0.91%
09/25/2026,ARKW,FIGMA INC-CL A,FIG,316841105,"811,507","$17,317,559.38",0.88%
09/25/2026,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,"94,513","$14,308,323.07",0.72%
09/25/2026,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"2,459,924","$14,267,559.20",0.72%
09/25/2026,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"635,771","$13,522,849.17",0.68%
09/25/2026,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"812,175","$8,518,976.67",0.43%
09/25/2026,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"512,114","$4,957,263.52",0.25%
09/25/2026,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"4,577,453","$4,577,452.66",0.23%
09/25/2026,ARKW,BRERA HOLDINGS PLC WTS,,BREADUMMY,"139,569","$220,519.18",0.01%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
