reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-18,ARKF,BLOCK INC,XYZ,852234103,803962,61478974.14,7.69
2026-09-18,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,429297,55207594.2,6.91
2026-09-18,ARKF,CIRCLE INTERNET GROUP INC,CRCL,172573107,603658,51365259.22,6.43
2026-09-18,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,433692,47623718.52,5.96
2026-09-18,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,260584,45333798.48,5.67
2026-09-18,ARKF,TOAST INC-CLASS A,TOST,888787108,1132157,34700612.05,4.34
2026-09-18,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,195691,34488581.84,4.32
2026-09-18,ARKF,META PLATFORMS INC-CLASS A,META,30303M102,44827,30585910.37,3.83
2026-09-18,ARKF,AMAZON.COM INC,AMZN,023135106,119146,29928283.74,3.75
2026-09-18,ARKF,BULLISH,BLSH,G16910120,758523,26480037.93,3.31
2026-09-18,ARKF,NVIDIA CORP,NVDA,67066G104,113901,24983045.34,3.13
2026-09-18,ARKF,MERCADOLIBRE INC,MELI,58733R102,13212,24114674.52,3.02
2026-09-18,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,80476,19772953.2,2.47
2026-09-18,ARKF,SOFI TECHNOLOGIES INC,SOFI,83406F102,1156575,19349499.75,2.42
2026-09-18,ARKF,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,746946,17844539.94,2.23
2026-09-18,ARKF,SEA LTD-ADR,SE,81141R100,154962,15693001.74,1.96
2026-09-18,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,325651,15468422.5,1.94
2026-09-18,ARKF,ADYEN NV,ADYEN,BZ1HM42,14534,15237042.79,1.91
2026-09-18,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,1100516,15231141.44,1.91
2026-09-18,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,26668,14536460.12,1.82
2026-09-18,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,26926,14239545.84,1.78
2026-09-18,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,83698,13888009.14,1.74
2026-09-18,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,109223,12163073.28,1.52
2026-09-18,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,517686,11632404.42,1.46
2026-09-18,ARKF,DOORDASH INC - A,DASH,25809K105,57441,11175720.96,1.4
2026-09-18,ARKF,SECURITIZE CORP,SECZ,81517B101,1199920,10715285.6,1.34
2026-09-18,ARKF,CLOUDFLARE INC - CLASS A,NET,18915M107,30986,10347464.84,1.29
2026-09-18,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,696681,9711733.14,1.22
2026-09-18,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,252063,7040119.59,0.88
2026-09-18,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,505870,4805765.0,0.6
2026-09-18,ARKF,ZILLOW GROUP INC - C,Z,98954M200,149255,4492575.5,0.56
2026-09-18,ARKF,PAYPAY CORP,PAYP,70450C101,239649,4292113.59,0.54
2026-09-18,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,40621,3957704.03,0.5
2026-09-18,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,409688,3375829.12,0.42
2026-09-18,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,396683,833034.3,0.1
2026-09-18,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,4379,475296.66,0.06
