Date,ETF_Ticker,Stock_Ticker,Company_Name,Shares,Weight
2026-09-11,BLOK,3350 JP,Metaplanet Inc,10220903.0,1.56
2026-09-11,BLOK,8473 JP,SBI Holdings Inc,1513752.0,2.93
2026-09-11,BLOK,AGPXX,Invesco Government & Agency Portfolio 12/31/2031,1946242.0,0.18
2026-09-11,BLOK,AMD,Advanced Micro Devices Inc,66648.0,3.05
2026-09-11,BLOK,APLD,Applied Digital Corp,997937.0,2.34
2026-09-11,BLOK,ARKB,ARK 21Shares Bitcoin ETF,804944.0,1.87
2026-09-11,BLOK,AVGO,Broadcom Inc,57231.0,1.88
2026-09-11,BLOK,BBBYW,Neighborhood Intelligence Inc,477928.0,0.03
2026-09-11,BLOK,BKKT,Bakkt Inc,891513.0,0.64
2026-09-11,BLOK,BLK,Blackrock Inc,23723.0,2.29
2026-09-11,BLOK,BR,Broadridge Financial Solutions Inc,78316.0,1.2
2026-09-11,BLOK,BTC,Grayscale Bitcoin Mini Trust ETF,601456.0,1.86
2026-09-11,BLOK,BTGO,Bitgo Holdings Inc,1880786.0,1.27
2026-09-11,BLOK,BULL,Webull Corp,2586803.0,2.19
2026-09-11,BLOK,CASH&OTHER,Cash & Other,235352.0,0.02
2026-09-11,BLOK,CIFR,Cipher Digital Inc,2441711.0,3.54
2026-09-11,BLOK,CLSK,Cleanspark Inc,2473294.0,2.88
2026-09-11,BLOK,CME,CME Group Inc,56701.0,1.41
2026-09-11,BLOK,COIN,Coinbase Global Inc,171507.0,2.69
2026-09-11,BLOK,CORZ,Core Scientific Inc,1509744.0,2.38
2026-09-11,BLOK,CRCL,Circle Internet Group Inc,194211.0,1.6
2026-09-11,BLOK,CUBI,Customers Bancorp Inc,279047.0,2.0
2026-09-11,BLOK,DBS SP,DBS Group Holdings Ltd,301023.0,1.66
2026-09-11,BLOK,DELL,Dell Technologies Inc,61247.0,2.82
2026-09-11,BLOK,ETH,Grayscale Ethereum Staking Mini ETF,484050.0,1.03
2026-09-11,BLOK,ETOR,Etoro Group Ltd,586242.0,1.6
2026-09-11,BLOK,EXOD,Exodus Movement Inc,313952.0,0.17
2026-09-11,BLOK,FIGR,Figure Technology Solutions Inc,1422256.0,4.73
2026-09-11,BLOK,GLXY,Galaxy Digital Inc,1707842.0,3.75
2026-09-11,BLOK,GPGI,GPGI Inc,636458.0,0.75
2026-09-11,BLOK,HIVE,Hive Digital Technologies Ltd,2289118.0,0.62
2026-09-11,BLOK,HODL,VanEck Bitcoin ETF/US,997499.0,1.98
2026-09-11,BLOK,HOOD,Robinhood Markets Inc,413924.0,4.27
2026-09-11,BLOK,HUT,HUT 8 CORP,435035.0,3.58
2026-09-11,BLOK,IBM,International Business Machines Corp,114500.0,2.44
2026-09-11,BLOK,IREN,IREN Ltd,207116.0,0.82
2026-09-11,BLOK,MA,Mastercard Inc,15214.0,0.78
2026-09-11,BLOK,MELI,MercadoLibre Inc,10012.0,1.74
2026-09-11,BLOK,MSTR,Strategy Inc,109204.0,1.28
2026-09-11,BLOK,NU,NU Holdings Ltd/Cayman Islands,2177843.0,2.97
2026-09-11,BLOK,NVDA,NVIDIA Corp,92533.0,1.84
2026-09-11,BLOK,NXH,Neighborhood Intelligence Inc,6806069.0,2.2
2026-09-11,BLOK,OPRA,Opera Ltd,1923603.0,3.15
2026-09-11,BLOK,ORIO,Orion Digital Corp,528501.0,0.05
2026-09-11,BLOK,PURR,Hyperliquid Strategies Inc,633504.0,0.63
2026-09-11,BLOK,PYPL,PayPal Holdings Inc,395807.0,1.92
2026-09-11,BLOK,RIOT,Riot Platforms Inc,756874.0,1.44
2026-09-11,BLOK,SBET,SHARPLINK INC,1855956.0,1.42
2026-09-11,BLOK,SGD,SINGAPORE DOLLAR,248008.0,0.02
2026-09-11,BLOK,SRGE CN,Surge Digital Inc,670183.0,0.01
2026-09-11,BLOK,TSM,Taiwan Semiconductor Manufacturing Co Ltd,47246.0,1.84
2026-09-11,BLOK,V,Visa Inc,22283.0,0.74
2026-09-11,BLOK,WT,WisdomTree Inc,906906.0,2.0
2026-09-11,BLOK,WULF,Terawulf Inc,2372650.0,3.48
2026-09-11,BLOK,XYZ,Block Inc,339810.0,2.44
