reported_date,fund,company,ticker,cusip,shares,market_value,weight
2026-09-10,ARKF,BLOCK INC,XYZ,852234103,790528,62767923.2,7.86
2026-09-10,ARKF,CIRCLE INTERNET GROUP INC,CRCL,172573107,593572,55196260.28,6.91
2026-09-10,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,422127,53521482.33,6.7
2026-09-10,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,433692,49996013.76,6.26
2026-09-10,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,256234,44769204.48,5.6
2026-09-10,ARKF,TOAST INC-CLASS A,TOST,888787108,1113239,36124605.55,4.52
2026-09-10,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,192421,32621132.13,4.08
2026-09-10,ARKF,AMAZON.COM INC,AMZN,023135106,117160,29571184.0,3.7
2026-09-10,ARKF,META PLATFORMS INC-CLASS A,META,30303M102,44083,28816616.27,3.61
2026-09-10,ARKF,BULLISH,BLSH,G16910120,745851,25612523.34,3.21
2026-09-10,ARKF,NVIDIA CORP,NVDA,67066G104,111999,25022816.58,3.13
2026-09-10,ARKF,MERCADOLIBRE INC,MELI,58733R102,12996,24384784.68,3.05
2026-09-10,ARKF,SOFI TECHNOLOGIES INC,SOFI,83406F102,1137249,19708525.17,2.47
2026-09-10,ARKF,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,734466,17781421.86,2.23
2026-09-10,ARKF,SEA LTD-ADR,SE,81141R100,152376,16564794.96,2.07
2026-09-10,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,79132,16443629.6,2.06
2026-09-10,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,1082126,16231890.0,2.03
2026-09-10,ARKF,ADYEN NV,ADYEN,BZ1HM42,14294,15820708.33,1.98
2026-09-10,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,320209,14255704.68,1.78
2026-09-10,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,82300,13960549.0,1.75
2026-09-10,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,26476,13846948.0,1.73
2026-09-10,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,26224,13665195.28,1.71
2026-09-10,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,107399,12537759.26,1.57
2026-09-10,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,509034,12043744.44,1.51
2026-09-10,ARKF,DOORDASH INC - A,DASH,25809K105,56481,11140594.85,1.39
2026-09-10,ARKF,SECURITIZE CORP,SECZ,81517B101,1179868,9946287.24,1.24
2026-09-10,ARKF,CLOUDFLARE INC - CLASS A,NET,18915M107,30470,9573064.6,1.2
2026-09-10,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,685041,9508369.08,1.19
2026-09-10,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,247851,7584240.6,0.95
2026-09-10,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,497416,4710529.52,0.59
2026-09-10,ARKF,ZILLOW GROUP INC - C,Z,98954M200,146765,4717027.1,0.59
2026-09-10,ARKF,PAYPAY CORP,PAYP,70450C101,235647,4142674.26,0.52
2026-09-10,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,39943,3910459.64,0.49
2026-09-10,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,400964,3352059.04,0.42
2026-09-10,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,390059,862030.39,0.11
2026-09-10,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,4307,471185.8,0.06
