date,fund,company,ticker,cusip,shares,market value ($),weight (%)
09/10/2026,ARKF,BLOCK INC,XYZ,852234103,"790,528","$62,767,923.20",7.86%
09/10/2026,ARKF,CIRCLE INTERNET GROUP INC,CRCL,172573107,"593,572","$55,196,260.28",6.91%
09/10/2026,ARKF,ARK BITCOIN ETF HOLDCO (ARKF),,MM005473T,"2,096,992","$54,395,762.78",6.81%
09/10/2026,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,"422,127","$53,521,482.33",6.70%
09/10/2026,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,"433,692","$49,996,013.76",6.26%
09/10/2026,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"256,234","$44,769,204.48",5.60%
09/10/2026,ARKF,TOAST INC-CLASS A,TOST,888787108,"1,113,239","$36,124,605.55",4.52%
09/10/2026,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"192,421","$32,621,132.13",4.08%
09/10/2026,ARKF,AMAZON.COM INC,AMZN,023135106,"117,160","$29,571,184.00",3.70%
09/10/2026,ARKF,META PLATFORMS INC-CLASS A,META,30303M102,"44,083","$28,816,616.27",3.61%
09/10/2026,ARKF,BULLISH,BLSH,G16910120,"745,851","$25,612,523.34",3.21%
09/10/2026,ARKF,NVIDIA CORP,NVDA,67066G104,"111,999","$25,022,816.58",3.13%
09/10/2026,ARKF,MERCADOLIBRE INC,MELI,58733R102,"12,996","$24,384,784.68",3.05%
09/10/2026,ARKF,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"31,991","$21,693,474.59",2.72%
09/10/2026,ARKF,SOFI TECHNOLOGIES INC,SOFI,83406F102,"1,137,249","$19,708,525.17",2.47%
09/10/2026,ARKF,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"734,466","$17,781,421.86",2.23%
09/10/2026,ARKF,SEA LTD-ADR,SE,81141R100,"152,376","$16,564,794.96",2.07%
09/10/2026,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"79,132","$16,443,629.60",2.06%
09/10/2026,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,"1,082,126","$16,231,890.00",2.03%
09/10/2026,ARKF,ADYEN NV,ADYEN,BZ1HM42,"14,294","$15,820,708.33",1.98%
09/10/2026,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,"320,209","$14,255,704.68",1.78%
09/10/2026,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,"82,300","$13,960,549.00",1.75%
09/10/2026,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"26,476","$13,846,948.00",1.73%
09/10/2026,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,"26,224","$13,665,195.28",1.71%
09/10/2026,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,"107,399","$12,537,759.26",1.57%
09/10/2026,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"509,034","$12,043,744.44",1.51%
09/10/2026,ARKF,DOORDASH INC - A,DASH,25809K105,"56,481","$11,140,594.85",1.39%
09/10/2026,ARKF,SECURITIZE CORP,SECZ,81517B101,"1,179,868","$9,946,287.24",1.24%
09/10/2026,ARKF,CLOUDFLARE INC - CLASS A,NET,18915M107,"30,470","$9,573,064.60",1.20%
09/10/2026,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,"685,041","$9,508,369.08",1.19%
09/10/2026,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,"247,851","$7,584,240.60",0.95%
09/10/2026,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"497,416","$4,710,529.52",0.59%
09/10/2026,ARKF,ZILLOW GROUP INC - C,Z,98954M200,"146,765","$4,717,027.10",0.59%
09/10/2026,ARKF,PAYPAY CORP,PAYP,70450C101,"235,647","$4,142,674.26",0.52%
09/10/2026,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,"39,943","$3,910,459.64",0.49%
09/10/2026,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"400,964","$3,352,059.04",0.42%
09/10/2026,ARKF,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,386,429","$1,386,428.74",0.17%
09/10/2026,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,"390,059","$862,030.39",0.11%
09/10/2026,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"4,307","$471,185.80",0.06%
09/10/2026,ARKF,BRERA HOLDINGS PLC WTS,,BREADUMMY,"78,805","$122,148.22",0.02%
09/10/2026,ARKF,BRERA HOLDINGS PLC-CL B,,G13311132,"50,970","$188,589.00",0.02%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
